,We0,We1,We2,We3,We4,We5
2013-12-24,0.37931034482758624,0.36382828993666433,0.38986629134412387,0.4088669950738916,0.3729767769176636,0.33286418015482055
2013-12-25,0.2653061224489796,0.2758620689655173,0.31808585503166786,0.38916256157635465,0.374384236453202,0.35960591133004927
2013-12-26,0.3659394792399719,0.378606615059817,0.39901477832512317,0.4644616467276566,0.42646023926812104,0.3835327234342013
2013-12-27,0.3370865587614356,0.36312456016889516,0.3954961294862773,0.4454609429978888,0.4363124560168895,0.3856439127375088
2013-12-28,0.362420830401126,0.3821252638986629,0.4004222378606615,0.4229415904292752,0.38142153413089375,0.3645320197044335
2013-12-29,0.31175228712174524,0.33638282899366645,0.374384236453202,0.39268121041520054,0.39760731878958483,0.39268121041520054
2013-12-30,0.38705137227304715,0.38986629134412387,0.41168191414496835,0.4229415904292752,0.422237860661506,0.4159042927515834
2013-12-31,0.4236453201970444,0.4194229415904293,0.42716396903589027,0.4419422941590429,0.41520056298381425,0.39901477832512317
2014-01-01,0.3835327234342013,0.3645320197044335,0.3750879662209711,0.4159042927515834,0.40816326530612246,0.398311048557354
2014-01-02,0.40675580577058407,0.40253342716396906,0.4285714285714286,0.4433497536945813,0.446164672765658,0.4243490499648135
2014-01-03,0.39338494018296977,0.38845883180858554,0.4004222378606615,0.42716396903589027,0.3567909922589726,0.27938071780436313
2014-01-04,0.23926812104152007,0.20689655172413793,0.2603800140745954,0.3673469387755102,0.27867698803659396,0.24700914848698102
2014-01-05,0.20760028149190712,0.16537649542575653,0.24349049964813513,0.35608726249120337,0.29697396199859255,0.23926812104152007
2014-01-06,0.21463757916959889,0.1836734693877551,0.21674876847290642,0.32441942294159043,0.3054187192118227,0.30260380014074595
2014-01-07,0.31878958479943703,0.33286418015482055,0.36171710063335677,0.3969035890218156,0.4229415904292752,0.4250527797325827
2014-01-08,0.4166080225193526,0.41520056298381425,0.42997888810696694,0.44968332160450386,0.4482758620689656,0.4405348346235046
2014-01-09,0.4313863476425053,0.40464461646727656,0.38705137227304715,0.39338494018296977,0.3567909922589726,0.3694581280788177
2014-01-10,0.3469387755102041,0.38142153413089375,0.42083040112596765,0.4574243490499648,0.4243490499648135,0.4088669950738916
2014-01-11,0.4644616467276566,0.4602392681210416,0.4426460239268121,0.4489795918367347,0.41027445460942996,0.4215341308937368
2014-01-12,0.414496833216045,0.398311048557354,0.3673469387755102,0.37227304714989445,0.4004222378606615,0.35960591133004927
2014-01-13,0.36523574947220266,0.37368050668543284,0.4602392681210416,0.5453905700211119,0.4482758620689656,0.4539057002111189
2014-01-14,0.4363124560168895,0.4229415904292752,0.4616467276565798,0.5031667839549613,0.4757213230119634,0.4651653764954257
2014-01-15,0.4616467276565798,0.41308937368050674,0.4236453201970444,0.4574243490499648,0.3842364532019705,0.3574947220267417
2014-01-16,0.32160450387051376,0.2765657987332864,0.3356790992258973,0.42927515833919777,0.39197748064743143,0.378606615059817
2014-01-17,0.3567909922589726,0.35045742434905,0.3779028852920479,0.38916256157635465,0.3708655876143561,0.35467980295566504
2014-01-18,0.32582688247712877,0.2990851513019001,0.3166783954961295,0.36523574947220266,0.38705137227304715,0.378606615059817
2014-01-19,0.3771991555242787,0.3764954257565095,0.3912737508796622,0.41379310344827586,0.3779028852920479,0.28430682617874736
2014-01-20,0.326530612244898,0.306826178747361,0.35116115411681914,0.39619985925404644,0.37579169598874035,0.3173821252638987
2014-01-21,0.2772695285010556,0.282899366643209,0.3314567206192822,0.37579169598874035,0.39901477832512317,0.38845883180858554
2014-01-22,0.3356790992258973,0.3356790992258973,0.3828289936664321,0.434201266713582,0.386347642505278,0.37368050668543284
2014-01-23,0.3434201266713582,0.32441942294159043,0.28219563687543986,0.3912737508796622,0.35116115411681914,0.30752990851513023
2014-01-24,0.3518648838845883,0.3413089373680507,0.35467980295566504,0.3764954257565095,0.34201266713581985,0.30893736805066857
2014-01-25,0.282899366643209,0.2674173117522871,0.3356790992258973,0.4032371569317382,0.30330752990851517,0.30823363828289935
2014-01-26,0.3173821252638987,0.31104855735397613,0.29697396199859255,0.3434201266713582,0.34553131597466574,0.3279380717804363
2014-01-27,0.28712174524982403,0.28712174524982403,0.2934553131597467,0.34201266713581985,0.34764250527797325,0.3680506685432794
2014-01-28,0.39268121041520054,0.4074595355383533,0.40675580577058407,0.43560872624912034,0.41379310344827586,0.40816326530612246
2014-01-29,0.41520056298381425,0.41027445460942996,0.414496833216045,0.4363124560168895,0.42083040112596765,0.4032371569317382
2014-01-30,0.39760731878958483,0.38494018296973964,0.3947923997185081,0.3729767769176636,0.3589021815622801,0.3469387755102041
2014-01-31,0.3011963406052076,0.28501055594651653,0.3279380717804363,0.3771991555242787,0.33004926108374383,0.2624912033779029
2014-02-01,0.2083040112596763,0.23574947220267417,0.2624912033779029,0.3413089373680507,0.338494018296974,0.3054187192118227
