,We0,We1,We2,We3,We4,We5
2014-03-18,0.32934553131597466,0.36664320900774106,0.4236453201970444,0.4532019704433498,0.4532019704433498,0.414496833216045
2014-03-19,0.40957072484166085,0.4278676988036594,0.4686840253342716,0.4743138634764251,0.42646023926812104,0.39901477832512317
2014-03-20,0.38775510204081637,0.3673469387755102,0.41731175228712175,0.4743138634764251,0.4447572132301197,0.39901477832512317
2014-03-21,0.3124560168895144,0.31175228712174524,0.3994839315036359,0.4553131597466573,0.4447572132301197,0.39268121041520054
2014-03-22,0.32230823363828287,0.32723434201266716,0.37016185784658695,0.3589021815622801,0.37016185784658695,0.3518648838845883
2014-03-23,0.3413089373680507,0.2730471498944405,0.39057002111189304,0.446164672765658,0.4398311048557354,0.41731175228712175
2014-03-24,0.4109781843771992,0.386347642505278,0.4588318085855032,0.517945109078114,0.5130190007037299,0.49753694581280794
2014-03-25,0.5200562983814216,0.5172413793103449,0.5186488388458832,0.5200562983814216,0.5200562983814216,0.48627726952850103
2014-03-26,0.4496833216045039,0.42646023926812104,0.5123152709359606,0.5475017593244195,0.5369458128078818,0.465869106263195
2014-03-27,0.4510907811400422,0.4405348346235046,0.44968332160450386,0.5038705137227305,0.5207600281491908,0.49753694581280794
2014-03-28,0.46938775510204084,0.477832512315271,0.458128078817734,0.5024630541871922,0.48064743138634763,0.4693877551020408
2014-03-29,0.4665728360309641,0.4665728360309641,0.5186488388458832,0.5151301900070373,0.5010555946516538,0.46938775510204084
2014-03-30,0.4602392681210416,0.43279380717804367,0.4532019704433498,0.5453905700211119,0.517945109078114,0.43490499648135117
