cluster high,cluster low,cluster mean,cluster label,cluster stream,window high,window low,window mean,window label,window stream,is the cluster and the window deviated,is the cluster and the window matched,cluster labels that are merged together into a cluster,new clusters (labels)
[0.24822695 0.0070922  0.         0.0212766  0.07092199 0.06382979],[0.09219858 0.         0.         0.         0.0141844  0.        ],[0.17021277 0.0035461  0.         0.0106383  0.04255319 0.03191489],31,,,,,,,,,,
[0.4964539  0.07801418 0.0141844  0.07092199 0.17730496 0.13475177],[0.33333333 0.0070922  0.         0.         0.11347518 0.        ],[0.41489362 0.04255319 0.0070922  0.03546099 0.14539007 0.06737589],20,,,,,,,,,,
[0.35460993 0.19858156 0.         0.04255319 0.07801418 0.21276596],[0.28368794 0.07801418 0.         0.02836879 0.0141844  0.06382979],[0.31914894 0.13829787 0.         0.03546099 0.04609929 0.13829787],50,,,,,,,,,,
[0.42553191 0.16312057 0.         0.02836879 0.07092199 0.06382979],[0.38297872 0.06382979 0.         0.0141844  0.04255319 0.0212766 ],[0.40425532 0.11347518 0.         0.0212766  0.05673759 0.04255319],10,,,,,,,,,,
[0.26241135 0.41134752 0.         0.07801418 0.17021277 0.16312057],[0.02836879 0.20567376 0.         0.0141844  0.04255319 0.0141844 ],[0.14539007 0.30851064 0.         0.04609929 0.10638298 0.08865248],17,,,,,,,,,,
[0.60992908 0.10638298 0.         0.11347518 0.13475177 0.18439716],[0.39716312 0.         0.         0.0212766  0.0141844  0.0212766 ],[0.5035461  0.05319149 0.         0.06737589 0.07446809 0.10283688],15,,,,,,,,,,
[0.29078014 0.17021277 0.0212766  0.14184397 0.14184397 0.07801418],[0.19858156 0.0070922  0.         0.         0.         0.0070922 ],[0.24468085 0.08865248 0.0106383  0.07092199 0.07092199 0.04255319],41,,,,,,,,,,
[0.20567376 0.20567376 0.0141844  0.09929078 0.34042553 0.17021277],[0.        0.        0.        0.        0.0070922 0.       ],[0.10283688 0.10283688 0.0070922  0.04964539 0.17375887 0.08510638],14,,,,,,,,,,
[0.26241135 0.41134752 0.         0.07801418 0.17021277 0.07801418],[0.02836879 0.14893617 0.         0.0141844  0.03546099 0.0141844 ],[0.14539007 0.28014184 0.         0.04609929 0.10283688 0.04609929],25,,,,,,,,,,
[0.20567376 0.29787234 0.0141844  0.09929078 0.34042553 0.17021277],[0.04964539 0.07092199 0.         0.         0.0212766  0.09929078],[0.12765957 0.18439716 0.0070922  0.04964539 0.18085106 0.13475177],46,,,,,,,,,,
[0.36170213 0.17021277 0.         0.14184397 0.04964539 0.07801418],[0.29078014 0.09219858 0.         0.12056738 0.04964539 0.04964539],[0.32624113 0.13120567 0.         0.13120567 0.04964539 0.06382979],51,,,,,,,,,,
