F1,SI,JI,IC_av,cluster count,segment,stream,size
,,,"[1.597426039705849, 1.597426039705849]",1,5,-,5
,,,"[1.8637648660229325, 1.8637648660229325]",1,6,-,5
,0.07235452234657715,,"[2.307512979433408, 1.898401721163966, 0.3832492233098409, 0.02586203495960122]",3,7,-,5
,-0.07250144350599486,,"[2.0301329834696906, 1.412131757344174, 0.19352288311003016, 0.4244783430154864]",3,8,-,5
,0.14822143660703022,,"[1.31732097391592, 0.20509411392632804, 1.112226859989592]",2,9,-,5
,0.07933381938713502,,"[1.5237787895684236, 0.46073813943805364, 1.06304065013037]",2,10,-,5
,0.11964203551768406,,"[1.4228929512029966, 0.4962569408806375, 0.9266360103223591]",2,11,-,5
,-0.05576657754943463,,"[1.1996953462545026, 0.07631268818491635, 0.10781329313934772, 0.14116243954022328, 0.6109005032857299, 0.2635064221042854]",5,1,-,7
,-0.07219592366539844,,"[3.131399942372361, 1.228184845643108, 0.8304294159660285, 1.0727856807632246]",3,2,-,7
,0.058492558897523035,,"[1.2959979388833613, 1.0325053800275483, 0.2634925588558131]",2,3,-,7
,0.04699716280779416,,"[1.5376400229280502, 1.0386569722512566, 0.16308882387344176, 0.3358942268033518]",3,4,-,7
,0.013511695236987588,,"[1.547068981656298, 0.15645822103748405, 1.3906107606188138]",2,5,-,7
,-0.04977619685430337,,"[1.6736901207790211, 0.7484591187400234, 0.15910109691744098, 0.7661299051215569]",3,6,-,7
,-0.1505560520573293,,"[1.5781720244839064, 0.6980141822045522, 0.16973663503890193, 0.3552106036202261, 0.3552106036202261]",4,7,-,7
,-0.07699267064359024,,"[1.9828553985487425, 0.2224713244570613, 1.515819578739085, 0.2445644953525963]",3,8,-,7
,0.05183813980570317,,"[1.3639697383204814, 0.91617725124503, 0.44779248707545144]",2,9,-,7
,0.004743058402242717,,"[1.507145476380951, 1.1861782442425934, 0.32096723213835776]",2,10,-,7
,0.0021378527015090305,,"[1.3913925236277422, 1.3653248240635867, 0.02606769956415547]",2,11,-,7
,0.14706398194565504,,"[5.1157783617452335, 3.684273553631189, 1.4315048081140445]",2,1,-,3
,0.09257774624834154,,"[4.509105925589389, 0.06335915316916163, 3.317607188938599, 1.1281395834816286]",3,2,-,3
,0.02714919825662759,,"[5.07446556790201, 0.35242394789777287, 1.1764682521721792, 0.6845633600509438, 2.8610100077811143]",4,3,-,3
,-0.0018834680241661165,,"[6.8379880196703935, 0.6304477409055893, 3.1769095543908237, 1.6617053310010705, 1.3689253933729104]",4,4,-,3
,-0.018652952017069555,,"[5.639029808270768, 1.1209532746350546, 1.431072521784287, 0.8306379444143881, 2.0347948259828788, 0.2215712414541604]",5,5,-,3
,-0.05830502428745235,,"[4.911572310184058, 0.4116119854493203, 3.5180166641739925, 0.12962087790449572, 0.8523227826562491]",4,6,-,3
,0.01684026062005127,,"[3.8401818888418804, 0.36800062481519763, 3.4721812640266827]",2,7,-,3
,-0.061844358505619916,,"[4.530035266976902, 0.15129097868339392, 0.15129097868339392, 0.15129097868339392, 1.0412497681147608, 3.034912562811959]",5,8,-,3
,-0.15190149969059394,,"[4.589384913636144, 0.5345817113530984, 0.3998544572990807, 0.3998544572990807, 0.1390543191494004, 3.116039968535484]",5,9,-,3
,-0.0901519257847596,,"[5.072684286095065, 0.4554825887557102, 0.4554825887557102, 0.20752524098986916, 0.965662110331786, 0.965662110331786, 2.022869646930203]",6,10,-,3
,-0.1301821931394317,,"[4.285273009851871, 0.39376742828881856, 0.7408219030634283, 0.39376742828881856, 2.5993595530888527, 0.15755669712195314]",5,11,-,3
,0.08347869041108633,,"[5.100930914556858, 3.0351227432864016, 2.065808171270456]",2,1,-,5
,0.07505062772683715,,"[4.5998589768566225, 3.4717193933749937, 1.1281395834816286]",2,2,-,5
,-0.07600393838213614,,"[5.402377200482354, 0.9123599880074624, 0.27827255523754096, 4.21174465723735]",3,3,-,5
,-0.02812354852366127,,"[6.972474540023052, 2.7443487190399667, 1.6617053310010705, 2.566420489982015]",3,4,-,5
,0.0032388283723756134,,"[6.107251326583057, 2.5431939280475917, 3.564057398535465]",2,5,-,5
,-0.05045751051645635,,"[5.338209374391141, 0.7897019182128492, 2.2193761498364464, 0.30719306830811205, 2.021938238033734]",4,6,-,5
,0.11899285732481041,,"[3.8618351880293296, 0.48244905184019826, 3.3793861361891313]",2,7,-,5
,,,"[4.69195602960797, 4.69195602960797]",1,8,-,5
,-0.04381598278325389,,"[5.294628911100599, 0.05485452405497938, 5.239774387045619]",2,9,-,5
,-0.0709968919870673,,"[5.215429682619722, 1.072794154209081, 0.3882199113183419, 0.3882199113183419, 0.8244589282361824, 2.5417367775377744]",5,10,-,5
,-0.02526461274453391,,"[4.4546027503297765, 1.1356467403894943, 1.1356467403894943, 2.1833092695507874]",3,11,-,5
,-0.03948090515219791,,"[5.0545307647764135, 1.6660349698666057, 3.3884957949098076]",2,1,-,7
,0.045419032023756425,,"[4.9056262600978995, 3.118547217888004, 1.7870790422098957]",2,2,-,7
,0.09087385132083191,,"[5.574202601697269, 1.7003524377289547, 3.873850163968315]",2,3,-,7
,-0.05541876282012446,,"[6.732767970580099, 1.5704226379963624, 1.5704226379963624, 3.591922694587374]",3,4,-,7
,-0.029888927027607634,,"[5.915425027519149, 1.783382858049057, 1.31261466438323, 2.819427505086862]",3,5,-,7
,-0.013966010613332113,,"[5.474319700138407, 2.3615209122321428, 0.5854613055519309, 0.5854613055519309, 1.9418761768024022]",4,6,-,7
,-0.043392863420646556,,"[3.637812356283062, 0.27945513974708097, 2.7130519456075204, 0.6453052709284607]",3,7,-,7
,0.008272731152881976,,"[4.621992171360295, 1.162884652027159, 3.4591075193331364]",2,8,-,7
,-0.026099012451206625,,"[4.726316471432619, 2.666454379484652, 0.46866296159966786, 1.5911991303482989]",3,9,-,7
,-0.08277122358395307,,"[5.273121165555256, 2.3721137224293853, 1.1711868900313072, 1.1711868900313072, 0.558633663063257]",4,10,-,7
,-0.04793965998620845,,"[4.457103046930467, 0.45681786366253985, 0.45681786366253985, 1.7043972919752413, 1.839070027630146]",4,11,-,7
