0,1,2,3,4,5,6,7,8,9,cluster
3225,97,11,247,29,1283,238,224,116,1749,1
3219,100,13,242,23,1253,241,222,109,1724,1
3211,101,14,240,15,1224,243,220,103,1698,1
3203,105,11,234,43,1194,239,226,116,1673,1
3199,112,8,212,39,1165,234,232,130,1648,1
3195,100,13,192,39,1136,241,222,110,1622,1
3188,94,19,170,32,1106,246,208,83,1598,1
3176,96,20,150,17,1077,248,207,79,1573,1
3165,96,20,127,6,1048,247,208,80,1548,1
3154,90,15,108,14,1019,242,215,99,1524,1
3149,78,12,85,9,990,235,219,114,1500,1
3143,81,17,67,3,960,241,208,91,1476,1
3130,84,18,60,-9,931,242,207,88,1452,1
3124,78,16,42,8,902,239,209,95,1429,1
3113,68,18,30,8,874,236,201,90,1406,1
3105,54,18,0,0,845,228,198,97,1383,1
3097,51,19,0,0,816,226,197,98,1360,1
3090,54,17,30,0,787,228,201,101,1338,1
3083,55,15,60,-3,759,228,207,109,1316,1
3076,67,15,85,-6,731,234,209,103,1294,1
3070,77,20,108,-9,702,241,200,82,1273,1
3057,74,25,134,5,674,240,185,61,1252,1
3041,67,26,150,0,646,235,177,57,1231,1
3028,64,25,150,-15,618,234,181,65,1211,1
3015,65,22,150,-18,591,234,190,77,1191,1
3005,52,16,150,-18,564,227,204,106,1172,1
3002,30,14,150,-13,537,215,208,126,1153,1
2999,36,18,150,-8,510,215,197,111,1134,1
2990,40,20,150,-8,484,217,192,101,1116,1
2985,42,20,150,-4,458,219,192,100,1099,1
2977,52,24,153,-1,433,224,182,79,1082,1
2964,54,25,162,-4,408,225,177,71,1065,1
2954,49,22,175,-5,384,223,188,89,1050,1
2947,47,17,180,-3,361,224,201,107,1034,1
2943,57,14,180,2,339,229,209,110,1020,1
2936,71,17,180,-6,319,237,204,92,997,1
2922,73,21,180,-10,297,239,194,75,967,1
2911,69,23,180,-11,277,237,189,71,938,1
2899,67,22,180,-12,255,236,189,74,908,1
2888,66,21,180,-11,234,235,193,80,878,1
2877,71,22,180,-9,212,238,191,73,849,1
2865,72,20,175,64,192,238,198,82,819,1
2858,64,18,162,63,170,234,201,94,789,1
2846,63,20,150,51,150,233,196,86,760,1
2837,61,18,127,35,127,232,200,94,730,1
2829,57,16,108,27,108,229,203,102,700,1
2824,58,16,85,26,95,230,204,102,671,1
2838,45,3,552,219,524,220,232,149,792,2
2832,63,11,531,213,551,230,218,120,805,2
2827,49,10,509,207,577,224,219,128,819,2
2825,52,13,488,205,604,226,211,116,834,2
2817,67,21,467,194,631,236,194,81,849,2
2805,73,22,446,182,658,239,192,72,865,2
2796,72,20,426,173,684,238,198,82,882,2
2786,74,18,408,162,708,239,202,88,900,2
2776,80,19,391,152,732,241,202,84,918,2
2762,79,19,376,138,757,241,202,83,937,2
2753,67,14,362,129,782,233,212,109,957,2
2751,50,7,350,124,808,224,225,136,977,2
2752,79,11,335,125,825,235,220,115,997,2
2742,77,17,309,113,836,239,206,92,1018,2
2732,62,16,283,103,847,232,205,101,1040,2
2725,57,17,258,94,859,230,203,100,1062,2
2715,59,17,234,80,872,231,202,98,1084,2
2709,60,18,210,70,886,231,200,95,1106,2
2700,61,19,180,61,900,232,197,90,1129,2
2691,56,17,150,54,916,229,203,101,1153,2
2685,58,16,120,48,932,230,204,102,1176,2
2675,74,23,90,37,949,240,191,69,1200,2
2659,84,26,60,20,966,246,185,52,1224,2
2646,90,23,30,13,984,248,196,64,1249,2
2636,106,9,0,0,1003,235,229,125,1273,2
2638,248,13,30,5,1022,191,249,196,1298,2
2646,251,25,60,7,1041,156,248,223,1323,2
2662,253,33,85,21,1062,129,240,236,1348,2
2685,256,36,108,39,1082,115,234,242,1374,2
2705,259,37,134,59,1103,108,231,244,1399,2
2729,261,37,162,83,1124,107,230,245,1425,2
2750,265,37,190,104,1146,104,227,246,1451,2
2774,267,40,218,128,1168,94,222,248,1477,2
2801,267,39,247,155,1191,94,221,248,1504,2
2824,269,35,277,178,1214,108,227,244,1530,2
2843,270,30,306,197,1237,128,233,236,1557,2
2859,270,28,335,213,1260,137,236,232,1583,2
2876,270,25,365,230,1284,145,239,228,1610,2
2889,272,22,395,243,1308,155,240,221,1637,2
2900,283,25,424,254,1332,145,232,223,1664,2
2911,287,34,454,265,1357,107,215,237,1691,2
2938,294,22,484,292,1381,154,229,213,1718,2
2936,327,8,514,290,1406,200,231,170,1745,2
2944,300,17,543,298,1431,172,231,199,1773,2
2952,300,18,573,306,1456,166,229,202,1800,2
2961,300,18,603,315,1482,166,229,202,1828,2
2969,299,18,633,323,1507,166,230,203,1855,2
2978,301,16,663,332,1533,174,232,197,1883,2
2983,303,11,693,337,1559,189,235,186,1911,2
2988,295,9,722,-132,1585,195,238,182,1939,2
2991,292,8,700,-129,1611,199,239,180,1967,2
2994,292,8,679,-126,1638,197,239,182,1994,2
3001,304,7,658,-119,1664,200,236,176,2022,2
3001,323,7,638,-119,1691,201,233,171,2051,2
3004,319,9,618,-116,1717,198,232,174,2079,2
3006,311,9,600,-114,1744,196,234,177,2107,2
3012,315,9,582,-108,1771,196,233,176,2135,2
3013,322,10,566,-107,1798,194,230,176,2163,2
3018,323,12,551,-102,1825,188,227,178,2192,2
3022,329,13,537,-98,1852,189,225,175,2220,2
3026,314,14,524,-94,1879,183,229,186,2248,2
3034,293,14,513,-86,1907,179,236,197,2277,2
3041,277,14,503,-79,1934,182,242,200,2305,2
3049,270,13,495,-71,1962,186,244,197,2334,2
3053,270,8,488,-67,1989,199,243,183,2362,2
3054,277,6,484,-66,2017,205,241,175,2391,2
3058,279,9,481,-10,2045,195,242,186,2420,2
3065,286,9,469,-3,2072,195,240,184,2448,2
3066,298,10,446,-2,2100,191,236,186,2477,2
3073,295,13,424,7,2128,182,236,194,2506,2
3080,285,12,404,14,2156,187,240,193,2534,2
3087,279,14,384,21,2184,182,241,198,2539,2
3095,291,12,366,29,2212,185,238,193,2532,2
3099,315,9,350,33,2240,196,233,176,2525,2
3100,328,9,335,34,2268,199,230,170,2519,2
3105,349,9,323,39,2297,204,225,160,2512,2
3103,351,9,313,37,2325,205,226,159,2506,2
3107,328,6,306,41,2353,205,233,167,2501,2
3109,297,3,301,43,2381,210,238,166,2496,2
3110,72,2,300,44,2410,222,234,149,2491,2
3104,69,4,300,38,2438,224,231,143,2486,2
3103,65,4,301,37,2467,223,231,143,2482,2
3100,63,8,306,34,2495,227,224,131,2478,2
3097,49,5,313,31,2522,222,229,142,2475,2
3098,124,2,323,32,2506,222,237,151,2472,1
3095,127,5,335,29,2484,229,237,142,2469,1
3092,209,2,350,26,2462,217,241,161,2467,1
3099,266,11,366,33,2440,192,245,192,2465,1
3106,270,14,384,40,2419,184,244,199,2463,2
3113,262,7,404,47,2397,202,244,180,2462,2
3111,258,6,424,44,2376,207,243,175,2461,2
3118,282,9,421,10,2355,195,241,186,2460,2
3121,304,11,391,13,2334,191,235,184,2460,2
3129,315,13,361,21,2313,185,229,184,2460,2
3133,335,11,331,25,2293,195,225,169,2461,2
3133,336,8,301,25,2272,202,229,166,2462,2
3135,320,8,272,27,2252,199,233,173,2463,2
3137,24,6,242,29,2232,217,226,146,2465,2
3132,52,5,212,24,2213,223,228,141,2467,1
3133,114,6,182,25,2193,232,233,135,2469,1
3127,124,11,153,19,2174,238,232,124,2472,1
3124,120,9,124,16,2155,236,233,128,2475,1
3118,111,11,95,10,2137,240,228,117,2478,1
3112,118,11,67,4,2118,240,230,118,2482,1
3107,117,7,42,0,2100,233,233,132,2486,1
3105,340,6,30,-7,2082,208,232,162,2491,1
3123,4,21,0,0,2030,187,195,140,2506,1
3118,33,19,30,22,2014,213,196,112,2512,1
3107,58,12,60,11,1997,228,214,117,2519,1
3099,157,2,90,3,1981,221,239,154,2525,1
3101,228,11,120,5,1965,204,250,183,2532,2
3107,226,13,150,11,1950,201,252,186,2539,2
3113,225,10,180,17,1935,206,250,180,2547,2
3116,238,12,210,20,1920,199,250,188,2555,2
3125,238,12,240,29,1906,198,250,189,2563,2
3128,221,9,270,32,1892,210,249,175,2572,2
3131,228,7,300,35,1878,210,247,174,2581,2
3134,259,2,330,38,1865,213,240,165,2590,2
3133,351,5,360,37,1852,212,232,158,2599,2
3134,347,8,390,38,1840,204,227,161,2609,1
3136,352,10,420,40,1828,203,223,158,2619,1
3137,349,10,450,62,1816,202,224,160,2630,1
3135,339,7,474,60,1805,206,231,163,2641,1
3132,335,8,492,57,1794,202,230,166,2652,1
3136,340,13,511,61,1784,192,221,167,2663,1
3143,348,15,531,68,1774,191,214,161,2675,1
3145,354,15,552,71,1765,194,213,156,2687,1
3145,1,14,573,70,1756,199,213,150,2699,1
3145,355,15,595,70,1747,195,213,154,2711,1
3148,343,16,618,72,1739,186,214,166,2724,1
3151,339,15,642,77,1732,187,218,169,2737,1
3154,353,12,666,78,1725,199,218,157,2736,1
3150,358,11,691,75,1718,202,219,154,2734,1
3154,345,11,716,79,1712,198,222,163,2733,1
3153,357,10,741,80,1707,204,221,155,2731,1
3154,338,9,767,81,1702,200,227,166,2731,1
3157,350,7,793,81,1697,208,228,159,2730,1
3156,29,6,819,80,1693,218,226,144,2730,1
3155,28,6,845,81,1690,218,228,146,2730,1
3155,45,8,845,74,1687,222,223,136,2731,1
3151,21,6,815,70,1668,216,227,148,2731,1
3151,27,6,785,70,1650,217,226,145,2733,1
3147,8,7,755,66,1632,212,227,152,2734,1
3154,321,9,726,73,1615,197,231,174,2736,1
3155,346,6,696,74,1598,209,231,160,2738,1
3152,52,8,666,71,1581,225,223,133,2741,1
3142,37,9,636,61,1565,220,220,135,2743,1
3144,5,10,607,63,1549,207,220,150,2746,1
3145,7,11,577,64,1533,206,217,148,2750,1
3147,9,9,547,66,1518,210,222,149,2754,1
3143,42,7,518,62,1504,222,224,137,2758,1
3139,68,11,488,58,1489,232,218,118,2762,1
3132,79,11,459,51,1476,234,220,117,2767,1
3126,81,6,430,45,1463,228,230,136,2772,1
3125,49,5,400,44,1450,222,229,142,2777,1
3124,45,8,371,43,1438,223,222,134,2783,1
3121,32,9,342,40,1426,218,220,137,2789,1
3120,9,12,313,39,1415,206,215,146,2795,1
3119,5,17,285,38,1405,195,204,143,2802,1
3119,17,19,256,38,1395,201,198,129,2809,1
3115,22,16,228,34,1385,208,205,130,2816,1
3114,29,14,201,33,1376,214,208,127,2823,1
3107,44,15,175,26,1368,222,205,114,2831,1
3099,61,14,150,18,1361,231,209,107,2839,1
3090,78,8,127,9,1354,231,226,128,2848,1
3090,135,0,108,9,1347,219,238,156,2856,1
3090,252,2,95,9,1342,215,239,161,2865,1
3091,270,3,90,10,1337,212,240,166,2875,1
3094,291,7,90,13,1332,201,239,177,2884,1
3099,304,10,95,18,1328,192,235,183,2894,2
3105,309,13,108,24,1325,183,231,188,2904,2
3111,317,12,127,30,1323,188,230,181,2914,2
3113,334,8,150,35,1321,202,229,167,2925,2
3114,11,5,170,39,1320,215,230,152,2936,2
3291,34,11,335,52,2489,219,216,132,1423,7
3287,58,9,319,48,2497,227,221,128,1433,7
3232,112,14,216,20,2563,244,224,106,1516,1
3223,105,15,201,21,2574,244,220,100,1530,1
3216,98,16,190,23,2585,244,216,97,1544,1
3208,88,17,170,15,2596,243,210,91,1559,1
3199,78,15,150,6,2608,238,211,99,1574,1
3191,71,13,134,-1,2611,234,214,110,1590,1
3184,71,11,124,11,2610,233,218,115,1606,1
3180,78,10,108,17,2610,234,221,118,1622,1
3174,91,12,85,11,2610,238,222,113,1639,1
3167,99,11,67,4,2610,239,224,114,1657,1
3162,103,11,60,0,2610,239,225,115,1674,1
3155,100,12,42,3,2611,240,223,111,1692,1
3149,94,13,30,8,2612,240,221,109,1710,1
3141,94,12,0,0,2613,239,221,110,1729,1
3135,101,8,0,0,2614,235,229,126,1748,1
3133,102,8,0,0,2616,234,230,128,1767,1
3128,95,13,0,0,2618,240,220,108,1786,1
3119,92,16,0,0,2621,243,214,96,1806,1
3110,91,12,0,0,2624,239,220,109,1826,1
3105,99,10,0,0,2627,236,227,121,1847,1
3100,103,14,0,0,2631,242,222,106,1867,1
3091,105,17,30,-14,2635,246,217,93,1888,1
3083,108,16,30,-14,2639,246,220,98,1909,1
3069,102,13,30,-11,2649,241,223,110,1952,1
3062,94,14,30,-10,2654,241,218,103,1974,1
3054,85,14,30,-11,2659,240,215,102,1996,1
3046,77,9,30,-9,2665,232,223,122,2018,1
3045,24,3,30,-3,2672,218,233,152,2040,1
3048,39,6,30,2,2678,220,227,142,2063,1
3043,55,11,30,0,2685,227,215,120,2086,1
3038,45,12,30,1,2692,223,214,124,2109,1
3033,20,11,0,0,2700,212,217,140,2132,1
3033,31,12,0,0,2701,216,213,131,2155,1
3027,65,16,30,0,2700,233,205,98,2179,1
3018,76,14,42,-3,2700,237,212,104,2202,1
3013,76,10,67,-3,2700,233,220,118,2226,1
3007,74,11,85,-3,2700,233,219,116,2250,1
3001,69,11,108,-11,2700,231,219,119,2274,1
2996,17,5,124,-10,2700,216,229,151,2298,1
2999,310,8,134,-3,2700,197,234,177,2323,1
3002,332,8,150,4,2700,201,230,168,2347,1
3003,329,12,162,10,2700,191,225,174,2372,1
