0,1,2,3,4,5,6,7,8,9,cluster
2064,329,33,95,64,153,126,183,186,534,3
2074,331,29,108,75,162,141,191,182,511,3
2079,345,25,124,75,175,164,193,162,488,3
2012,244,24,30,6,319,164,250,217,362,3
2030,243,35,42,22,339,131,242,231,351,3
2050,246,36,67,42,361,124,239,236,342,3
2071,247,34,95,63,382,131,242,234,335,3
2089,223,23,124,76,404,183,254,199,331,3
2090,159,24,108,71,426,237,236,114,330,3
2065,150,39,67,46,474,237,206,60,335,3
2053,156,41,60,34,499,229,208,67,342,3
2043,164,37,60,24,525,224,222,94,351,3
2042,174,31,60,23,551,220,237,124,362,3
2040,182,26,67,24,577,217,246,145,376,3
2043,195,23,85,26,591,209,252,166,391,3
2045,212,20,108,28,564,199,254,184,408,3
2053,235,21,120,30,537,179,253,206,426,3
2065,245,23,124,42,510,168,251,215,446,3
2087,247,23,150,61,457,166,250,217,488,3
2100,249,24,170,68,430,161,249,220,511,3
2113,242,20,192,81,402,177,252,209,534,3
2120,163,11,212,91,376,231,243,143,558,3
2110,116,26,234,81,350,254,205,61,573,3
2094,113,32,255,66,323,254,189,36,543,3
2076,114,33,256,123,295,254,187,31,514,3
2058,119,32,228,105,268,254,193,40,484,3
2042,127,32,201,89,242,253,201,49,454,3
2019,138,28,150,67,182,249,218,77,395,3
2008,127,28,120,56,153,252,209,64,365,3
1993,117,30,90,33,124,254,196,45,335,3
1975,113,28,60,15,95,254,197,50,306,3
1962,112,19,30,4,67,249,216,86,277,3
1956,112,4,0,0,42,227,235,142,247,3
3297,309,12,95,29,3408,186,232,186,1652,1
3302,306,10,124,34,3384,192,235,183,1667,1
3306,300,10,153,38,3360,192,236,184,1682,1
3311,302,9,182,43,3336,195,236,181,1698,1
3314,315,7,212,46,3313,202,235,172,1714,1
3316,310,7,242,48,3289,200,235,175,1731,1
3320,302,9,268,52,3266,195,236,181,1747,1
3324,302,9,295,56,3242,196,236,180,1765,1
3328,303,7,323,60,3219,202,237,174,1782,1
3330,301,6,351,62,3196,204,238,172,1800,1
3333,297,7,379,65,3173,199,238,178,1818,1
3337,289,10,408,69,3150,192,239,187,1837,1
3343,281,11,437,75,3127,190,241,191,1855,1
3348,277,10,466,80,3104,194,242,188,1874,1
3353,275,10,495,85,3082,192,243,190,1894,1
3359,276,13,510,-16,3059,184,242,198,1913,1
3367,281,14,480,-8,3037,180,240,200,1933,1
3374,294,10,450,-1,3015,191,238,187,1953,1
3377,310,7,420,1,2993,200,235,175,1974,1
3380,302,9,390,4,2971,194,236,181,1994,1
3385,299,11,360,9,2949,189,236,187,2015,1
3390,303,11,330,14,2928,190,235,185,2036,1
3395,311,10,300,19,2906,194,233,179,2058,1
3398,330,8,270,22,2885,202,231,168,2079,1
3399,352,7,240,23,2864,208,229,158,2101,7
3399,8,7,210,23,2843,212,227,152,2123,7
3398,36,8,180,22,2822,220,222,138,2145,7
3394,45,10,150,18,2801,223,219,130,2167,1
3391,50,11,120,15,2781,225,216,124,2190,7
3385,60,13,90,9,2761,230,212,113,2213,7
3377,34,5,30,1,2721,219,228,145,2259,7
3374,33,5,0,0,2681,219,229,147,2305,7
3373,18,4,30,1,2662,217,231,152,2329,7
3373,347,3,60,3,2643,213,234,159,2352,7
3374,0,3,90,7,2624,215,234,156,2376,7
3373,0,2,120,7,2605,216,234,156,2400,7
3374,301,1,150,10,2586,215,238,161,2424,7
3374,151,2,175,14,2568,222,239,152,2448,7
3373,127,9,201,17,2550,236,234,129,2473,7
3357,112,18,256,7,2514,248,219,93,2522,7
3342,118,14,255,49,2480,243,227,111,2571,7
3336,121,12,234,53,2463,240,230,117,2596,7
3331,111,14,212,48,2446,243,224,108,2621,7
3322,103,16,192,39,2430,245,217,96,2646,7
3314,97,21,175,31,2414,248,205,75,2671,7
3283,90,24,150,18,2382,248,195,62,2722,7
3272,87,20,124,7,2367,245,202,78,2748,7
3256,64,8,67,2,2337,228,224,129,2799,7
3253,50,7,42,0,2322,224,224,135,2812,7
3250,51,9,30,7,2308,225,221,129,2783,7
3246,36,9,0,0,2294,220,221,136,2753,1
3245,0,9,30,2,2281,206,222,154,2724,1
3246,349,12,42,6,2268,197,219,160,2695,1
3247,353,15,67,11,2255,194,214,157,2665,1
3248,357,16,85,13,2242,194,210,152,2636,1
3248,0,16,108,16,2230,194,208,149,2607,1
3248,358,17,127,18,2218,192,207,151,2577,1
3249,355,17,150,22,2206,190,208,154,2548,1
3250,350,16,170,26,2195,188,210,159,2519,1
3252,354,15,192,31,2180,193,212,156,2489,1
3252,9,14,210,33,2163,203,211,144,2460,1
3250,34,14,180,58,2147,217,207,122,2431,1
3243,58,17,150,52,2131,230,201,98,2401,1
3234,64,16,120,43,2115,233,206,100,2372,1
3228,68,17,90,38,2099,235,205,96,2343,1
3217,73,24,60,28,2084,240,188,66,2314,1
3202,70,22,30,11,2069,238,192,75,2285,1
3194,63,16,0,0,2054,232,206,101,2256,1
3187,61,15,0,0,2040,231,208,106,2226,1
3180,51,13,30,-6,2026,226,211,117,2197,1
3176,43,13,42,-9,2012,222,212,122,2168,1
3171,43,13,67,-14,1999,222,212,122,2139,1
3167,43,11,42,0,1986,222,215,126,2110,1
3163,47,11,30,4,1972,224,217,126,2081,1
3159,45,11,0,0,1959,223,216,126,2052,1
3155,23,10,0,0,1947,214,219,140,2023,1
3155,353,10,30,5,1934,203,223,158,1994,1
3156,345,11,42,6,1922,199,223,163,1966,1
3158,334,12,67,13,1911,192,224,171,1937,1
3162,329,13,85,-16,1900,189,225,175,1908,1
3165,326,12,67,-13,1889,191,227,175,1879,1
3169,324,11,60,-9,1879,192,228,176,1851,1
3172,325,10,60,-6,1869,196,230,173,1822,1
3175,324,8,42,-4,1860,200,231,171,1793,1
3177,317,8,30,-2,1851,199,233,174,1765,1
3181,310,8,30,1,1842,199,235,175,1736,1
3184,311,5,30,1,1834,206,236,169,1708,1
3185,18,2,30,1,1826,217,234,154,1679,1
3183,74,7,42,-1,1819,229,227,132,1651,1
3178,79,12,67,-6,1812,236,218,112,1622,1
3170,76,16,85,-12,1806,238,209,97,1594,1
3161,75,18,108,-21,1800,239,203,88,1566,1
3151,80,20,134,-31,1795,242,199,77,1538,1
3139,84,21,162,-43,1790,245,199,73,1510,1
3128,86,18,190,-54,1786,243,206,85,1482,1
3119,81,13,218,-63,1782,237,216,107,1454,1
3114,72,12,247,-68,1779,233,217,115,1426,1
3107,72,14,277,-75,1776,236,211,103,1398,1
3099,74,16,306,-83,1774,237,208,98,1371,1
3091,76,15,335,-91,1772,237,212,102,1343,1
3084,80,11,365,-98,1771,234,221,118,1316,1
3080,88,7,395,-102,1768,231,229,131,1289,1
3077,92,8,424,-105,1761,233,228,128,1261,1
3072,86,9,454,-110,1732,234,225,122,1234,1
3067,77,8,484,-115,1703,230,226,129,1207,1
3064,72,5,514,-118,1674,226,230,138,1181,1
3062,82,5,543,-120,1645,227,231,138,1154,1
3059,95,6,573,-123,1616,229,231,136,1128,1
3056,96,6,603,-126,1587,231,231,133,1101,1
3052,88,7,633,-130,1558,231,228,129,1075,2
3048,75,7,663,-134,1529,228,228,133,1050,1
3045,45,4,693,-137,1500,221,231,146,1024,1
3045,58,6,722,-137,1471,224,228,138,999,2
3040,83,14,752,-142,1442,239,214,102,973,2
3030,92,15,782,-152,1414,242,216,99,949,2
3024,99,9,812,-158,1385,235,228,125,924,2
3021,100,7,789,225,1357,232,231,131,900,2
3017,97,9,760,221,1328,236,227,122,876,2
3011,99,10,730,215,1300,237,226,119,853,2
3006,101,10,700,210,1271,236,227,121,830,2
3001,94,26,671,205,1243,250,190,51,807,2
2977,94,31,641,181,1215,251,178,0,785,2
2966,98,20,612,170,1187,248,208,79,764,2
2955,100,21,582,159,1159,249,207,77,743,2
2944,100,21,553,148,1131,249,207,76,722,2
2933,99,21,524,137,1103,249,206,75,703,2
2921,97,21,495,125,1075,249,205,74,684,2
2910,95,20,466,114,1048,247,206,79,666,2
2899,91,19,437,103,1020,245,207,84,649,2
2889,88,18,408,93,993,244,209,88,633,2
2880,90,18,379,84,966,244,209,87,618,2
2870,95,22,351,74,939,249,202,71,604,2
2856,102,24,323,60,912,252,201,63,591,2
2843,112,21,295,47,886,251,213,80,579,2
2834,120,16,268,38,860,245,225,104,569,2
2829,118,11,242,33,834,240,230,118,560,2
2824,108,9,216,27,808,237,229,123,553,2
2819,102,10,192,21,782,237,227,120,547,2
2813,103,11,170,15,757,239,225,115,543,2
2807,104,10,150,9,732,238,227,119,541,2
2802,107,6,134,4,708,230,233,137,540,2
2801,270,1,124,3,684,215,239,161,541,2
2804,281,7,120,6,659,200,241,180,543,2
2809,282,9,124,11,630,195,241,186,547,2
2814,295,5,134,16,600,206,238,172,553,2
2814,21,3,150,16,570,217,232,152,560,2
2812,45,6,170,14,540,222,227,141,569,2
2809,54,7,192,11,510,224,225,136,579,2
2806,48,6,216,9,480,222,227,140,591,5
2805,33,5,242,9,450,219,229,147,604,5
2804,51,6,268,8,420,223,226,138,618,5
2800,71,9,295,9,390,231,222,124,633,5
2787,87,17,330,155,330,242,210,92,666,5
2777,89,20,300,145,300,246,203,77,684,5
2765,89,22,270,129,270,247,198,68,703,5
2752,89,23,240,112,240,247,195,64,722,5
2739,90,25,210,95,210,248,192,59,743,5
2725,92,26,180,81,180,250,189,51,764,5
2709,96,28,150,78,150,251,187,44,785,5
2509,263,21,120,48,792,163,245,218,1559,2
2520,262,20,134,59,816,166,245,216,1554,2
2531,263,22,150,61,841,160,245,220,1549,2
2544,264,24,170,67,865,152,243,225,1544,2
2557,266,25,192,80,890,147,241,228,1541,2
2572,268,27,212,89,916,139,238,231,1537,2
2588,270,30,234,105,942,131,234,235,1535,2
2606,271,31,255,113,966,125,232,237,1533,2
2624,272,31,277,131,990,124,232,237,1531,2
2642,271,31,297,136,1015,124,232,238,1530,2
2660,270,32,319,154,1040,122,231,239,1530,2
2679,270,32,339,155,1065,120,231,239,1530,2
2698,271,31,361,174,1091,123,231,238,1531,2
2716,271,31,384,192,1115,124,232,238,1533,2
2734,270,31,408,210,1127,125,233,237,1535,2
2752,269,31,433,207,1140,127,234,237,1537,2
2770,270,30,458,225,1154,128,233,236,1541,2
2787,274,29,484,242,1168,132,233,233,1544,2
2803,279,28,510,258,1183,133,230,231,1549,2
2819,283,27,510,274,1199,134,228,228,1554,2
2833,286,26,510,138,1215,139,229,225,1559,2
2847,287,24,510,152,1231,147,231,220,1565,2
2859,286,21,510,164,1249,158,234,214,1572,2
2869,278,18,510,174,1266,170,240,209,1579,2
2878,262,15,511,183,1284,182,246,202,1587,2
2885,238,14,511,128,1302,193,251,194,1595,2
2890,220,16,510,133,1321,199,254,187,1604,2
2895,214,19,510,138,1341,199,254,185,1613,2
2901,203,19,510,144,1360,207,253,174,1622,2
2903,200,19,510,146,1380,209,253,172,1633,2
2908,216,20,510,151,1401,195,254,189,1643,2
2916,226,21,510,159,1421,187,254,198,1655,2
2924,230,21,510,167,1442,183,254,202,1666,2
2933,233,21,510,47,1464,180,253,205,1678,2
2943,234,21,499,57,1486,180,253,205,1691,2
2952,227,18,484,66,1507,191,254,195,1704,2
2958,209,15,470,72,1530,207,253,177,1717,2
2960,192,15,457,74,1552,218,251,163,1731,2
2961,182,14,446,75,1575,224,248,155,1745,2
2961,176,14,437,75,1598,226,247,149,1760,2
2960,174,16,430,74,1621,228,246,146,1775,2
2959,178,16,424,73,1645,226,248,149,1790,2
2959,186,17,421,73,1668,221,250,157,1806,2
2961,193,17,420,75,1692,216,251,164,1822,2
2963,196,18,420,77,1716,213,252,167,1839,2
2966,186,18,420,80,1740,220,250,157,1856,2
2965,173,16,420,79,1765,228,246,145,1873,2
2964,174,13,421,78,1789,227,246,148,1890,2
2964,162,12,424,78,1814,232,243,141,1908,2
2960,166,14,430,74,1839,231,244,142,1926,2
2960,177,15,430,39,1864,226,247,150,1944,2
2959,187,15,424,38,1889,221,250,159,1963,2
2962,203,15,421,41,1914,211,252,173,1982,2
2966,196,16,420,45,1940,215,252,167,2001,2
2967,182,15,420,46,1965,223,249,153,2021,2
2966,180,14,421,45,1991,225,248,153,2040,2
2967,199,13,424,46,2017,215,251,168,2060,2
2971,207,12,430,50,2043,212,251,173,2081,2
2973,203,10,437,52,2069,215,250,168,2101,2
2975,197,10,446,54,2095,218,249,165,2122,2
2976,186,9,457,55,2121,222,247,158,2143,2
2976,187,8,470,55,2148,221,246,159,2164,2
2977,187,8,484,56,2124,221,246,159,2185,2
2978,191,7,499,57,2100,220,246,161,2207,2
2980,214,7,516,59,2076,214,247,169,2228,2
2983,235,8,499,41,2052,207,247,177,2250,2
2986,228,6,484,44,2029,212,245,171,2272,2
2988,180,3,470,45,2005,221,241,156,2295,2
2986,140,4,457,45,1982,225,238,148,2317,2
2984,135,4,446,43,1959,226,238,146,2340,2
2981,135,4,437,40,1936,227,238,145,2362,2
2979,166,4,430,34,1913,223,241,153,2385,2
2981,198,4,424,36,1891,218,243,161,2408,2
2982,225,2,417,37,1869,216,241,162,2432,2
2982,273,5,402,50,1847,208,241,172,2455,2
2986,279,3,390,54,1825,211,239,166,2479,2
2986,144,2,376,54,1803,222,238,152,2502,2
2985,146,5,362,54,1782,228,239,145,2526,2
2981,171,5,350,58,1761,223,242,154,2550,2
2985,225,3,335,62,1740,215,242,164,2574,2
2987,180,0,319,62,1719,219,238,157,2598,2
2986,94,4,297,61,1699,225,234,144,2623,2
2981,106,4,277,57,1679,227,234,142,2647,2
2981,110,6,255,57,1660,230,234,138,2672,2
2975,105,9,234,56,1640,236,229,123,2696,2
2970,114,9,212,51,1621,235,232,128,2699,2
2967,115,10,192,48,1602,237,231,123,2687,2
2961,113,13,175,42,1584,241,227,113,2675,2
2955,126,13,162,41,1566,241,231,116,2663,2
2950,144,15,150,36,1548,240,236,122,2652,2
2945,162,16,134,31,1531,234,242,134,2641,2
2944,174,18,124,30,1514,228,246,142,2630,2
2943,179,21,120,41,1498,223,247,146,2619,2
2943,168,23,108,41,1482,231,241,128,2609,2
2937,146,25,95,35,1466,244,227,95,2599,2
2927,136,26,90,25,1451,249,219,80,2590,2
2916,137,24,90,14,1437,248,222,87,2581,2
2909,142,21,90,7,1422,245,230,104,2572,2
2902,140,16,85,8,1409,242,233,115,2563,2
2896,130,12,67,2,1396,240,233,121,2555,2
2892,115,11,60,-1,1383,239,230,120,2547,2
2886,97,12,42,4,1371,240,222,110,2539,2
2879,76,7,30,1,1359,229,227,131,2532,1
2880,310,8,0,0,1348,199,235,175,2525,1
2887,308,12,30,9,1338,188,232,185,2519,1
2890,327,11,42,8,1328,193,228,174,2512,1
2893,336,13,67,15,1319,191,222,170,2506,1
2896,342,14,85,17,1310,189,217,166,2501,2
2898,349,14,108,25,1302,193,215,161,2496,2
2899,5,13,127,25,1295,204,215,148,2491,2
2897,28,11,150,25,1289,216,215,134,2486,2
2894,45,10,162,23,1283,223,218,129,2482,2
2889,67,8,175,21,1277,228,224,129,2478,2
2886,88,8,180,21,1273,233,227,126,2475,2
2881,94,13,162,49,1269,240,221,109,2472,2
2873,99,18,134,41,1266,246,213,89,2469,2
2862,103,21,108,30,1263,250,208,76,2451,2
2849,101,22,85,17,1261,250,205,72,2423,2
2837,94,19,67,12,1260,246,208,83,2395,2
2829,79,13,42,4,1260,237,216,107,2368,2
2824,68,10,30,7,1260,231,220,121,2340,1
2819,62,9,0,0,1260,228,221,126,2312,1
2815,47,10,30,-1,1260,224,219,129,2285,1
2811,52,13,42,0,1260,226,211,115,2257,2
2803,63,19,30,3,1261,233,199,91,2230,2
2792,66,19,30,-7,1263,235,197,86,2202,2
2783,65,11,0,0,1266,230,218,119,2175,1
2780,169,5,0,0,1269,224,242,153,2148,1
2782,188,16,30,2,1273,219,250,159,2120,1
2784,187,25,30,8,1277,214,249,154,2093,2
2786,178,29,42,14,1283,219,242,135,2066,2
2783,174,32,67,11,1289,219,236,124,2039,2
2782,176,35,85,20,1295,214,233,121,2012,2
2780,179,37,95,18,1302,208,233,126,1986,2
2782,192,38,108,24,1310,189,237,150,1959,2
2791,193,40,120,40,1319,184,236,151,1932,2
2794,184,39,120,43,1328,198,232,132,1906,2
2793,191,39,120,44,1338,188,235,147,1879,2
2802,199,40,124,61,1348,174,237,163,1853,2
2809,188,37,134,76,1359,196,238,145,1827,2
2809,169,31,150,81,1371,226,235,117,1801,2
2803,151,30,150,75,1383,242,224,89,1775,2
2792,143,33,150,64,1396,245,213,68,1749,2
2780,145,35,150,82,1409,243,209,62,1724,2
2768,151,35,134,70,1422,238,215,74,1698,2
2760,161,35,124,62,1436,230,224,93,1673,2
2754,162,34,120,71,1449,230,225,96,1648,2
2747,154,33,108,64,1463,238,221,85,1622,2
2738,146,32,95,55,1476,244,216,73,1598,2
2726,137,34,85,53,1489,248,205,55,1573,2
2710,130,36,67,39,1504,251,195,39,1548,2
2692,127,33,42,21,1518,253,199,46,1524,2
2679,123,24,30,10,1533,252,213,74,1500,2
2669,105,16,0,0,1549,245,219,99,1476,2
2662,67,10,0,0,1565,231,219,120,1452,1
2658,12,9,30,-2,1581,211,221,147,1429,1
2660,351,12,30,4,1597,198,219,159,1406,1
2661,348,16,42,6,1610,189,213,161,1383,1
2664,339,20,60,9,1624,174,207,170,1360,1
2669,331,24,67,17,1638,158,203,181,1338,2
2677,328,26,85,29,1652,149,200,186,1316,2
2685,327,26,108,40,1667,147,199,187,1294,2
2693,331,26,124,53,1682,151,199,182,1273,2
2699,338,24,134,57,1698,160,199,173,1252,2
2704,355,22,150,65,1682,179,196,151,1231,2
2702,23,21,150,63,1667,203,191,117,1211,2
2695,45,21,153,58,1652,221,190,95,1191,2
2650,84,22,175,23,1597,245,197,70,1116,2
2639,77,19,150,12,1584,240,201,84,1099,2
2631,59,15,127,4,1572,230,207,106,1082,2
2627,44,14,108,11,1560,222,209,118,1065,2
2622,45,15,85,6,1549,223,207,115,1050,2
2617,51,15,60,14,1527,226,207,111,1034,2
2611,52,15,30,8,1506,227,206,108,1020,2
2603,15,12,0,0,1486,209,215,142,1006,2
2607,347,13,0,0,1465,195,218,162,993,2
2606,337,13,30,7,1445,190,221,170,981,2
2612,309,18,60,18,1425,167,225,197,969,6
2622,299,23,85,26,1406,148,223,213,959,6
2635,296,27,108,46,1387,134,220,221,949,6
2649,298,28,134,65,1368,131,217,220,940,6
2663,300,29,162,83,1350,127,214,220,931,6
2678,298,32,190,98,1332,116,210,226,924,6
2696,299,31,218,122,1315,118,211,224,918,6
2710,302,30,247,142,1298,125,211,219,912,6
2725,303,30,277,158,1282,125,210,218,908,6
2739,303,30,306,175,1266,126,211,218,904,6
2753,301,30,335,194,1250,124,211,221,902,6
2783,303,28,395,224,1221,130,213,217,900,6
2796,306,27,424,237,1207,135,213,213,900,6
2819,321,25,484,260,1182,148,206,194,904,2
2826,340,22,514,267,1170,167,201,169,908,2
2827,9,22,543,268,1159,190,190,131,912,2
2822,20,24,573,263,1148,195,181,113,918,2
2818,14,24,589,291,1138,191,184,122,924,2
2815,15,23,560,288,1129,194,187,123,931,2
2811,28,23,532,284,1121,204,183,106,940,2
2803,44,26,503,276,1113,216,173,77,949,2
2790,54,28,474,263,1106,223,168,60,959,2
2777,60,28,446,250,1100,228,169,55,969,2
2763,66,30,418,236,1095,233,164,41,981,2
2745,71,33,390,218,1090,235,158,29,993,2
2727,73,34,362,191,1087,236,156,23,1006,2
2706,72,33,335,162,1084,236,156,24,994,2
2688,67,30,306,144,1082,233,165,41,979,2
2674,60,27,277,127,1080,229,173,59,966,2
2662,53,26,247,105,1080,224,176,71,953,2
2651,44,24,218,87,1080,217,179,84,942,2
2643,29,24,190,75,1080,205,181,102,930,2
2638,9,24,162,70,1082,185,184,129,920,2
2639,4,26,134,67,1084,177,181,133,911,2
2636,17,27,108,56,1087,187,172,111,902,2
2630,29,29,85,41,1090,196,165,90,895,6
2620,37,29,60,31,1095,205,164,77,888,6
2610,33,25,30,13,1100,207,178,95,883,6
2604,358,16,0,0,1106,192,208,151,878,6
2611,300,20,30,14,1113,161,228,206,875,6
2625,279,26,42,9,1121,141,233,227,872,2
2641,274,31,67,25,1129,123,230,237,871,2
2662,275,33,85,39,1138,116,226,240,870,2
2680,278,30,108,57,1148,126,229,234,871,2
2695,280,28,127,65,1159,134,230,230,872,2
2710,281,25,150,80,1170,143,233,225,875,2
2722,282,22,175,92,1182,156,236,218,878,2
2732,280,19,201,83,1194,163,238,213,883,2
2742,279,16,228,93,1207,174,240,206,888,2
2750,281,14,256,101,1221,182,241,198,895,2
2757,282,10,283,83,1235,193,241,188,902,2
2759,285,5,309,85,1250,205,240,174,911,2
2761,307,5,335,87,1266,207,237,169,920,2
2763,357,5,330,69,1282,212,231,156,930,2
2761,45,7,300,67,1298,222,224,137,942,2
2757,47,8,270,63,1315,223,223,135,953,2
2755,34,9,240,61,1332,219,221,138,966,2
2754,42,12,210,60,1350,222,213,125,979,2
2748,54,16,180,54,1368,228,203,104,994,2
2739,56,19,150,45,1376,229,197,95,1008,2
2731,53,19,120,37,1385,227,195,94,1024,2
2722,51,21,90,28,1395,225,189,88,1040,2
2713,47,23,60,19,1405,220,182,85,1057,2
2703,41,25,30,9,1415,214,176,84,1074,2
2694,25,25,0,0,1426,199,178,105,1092,2
2692,1,26,0,0,1438,174,182,138,1110,2
2694,352,27,30,17,1450,162,182,150,1129,2
2696,348,27,60,32,1463,158,184,157,1149,2
2700,343,27,85,36,1476,156,188,164,1168,2
2705,341,26,108,54,1489,156,192,168,1189,2
2710,346,24,134,71,1499,165,194,162,1209,2
2712,358,22,162,86,1510,181,195,147,1230,2
2711,20,19,190,93,1521,203,196,125,1252,2
2704,52,19,218,94,1532,226,196,96,1273,2
2693,78,22,242,137,1544,242,193,69,1296,2
2679,93,26,216,124,1557,250,190,51,1318,2
2663,104,29,192,108,1570,253,190,44,1341,2
2646,111,32,170,91,1583,254,187,34,1364,2
2627,116,35,150,82,1597,254,185,27,1387,2
2609,120,36,120,64,1611,253,186,27,1410,2
2591,117,37,90,52,1626,253,179,18,1434,2
2571,112,37,60,32,1641,253,175,14,1458,2
2552,106,30,30,13,1657,254,188,39,1482,2
2539,87,15,0,0,1673,241,214,98,1507,6
2535,336,11,0,0,1650,195,225,169,1531,6
2542,309,24,30,14,1624,147,216,206,1556,6
2555,305,30,60,30,1597,123,208,218,1581,6
2571,304,32,90,49,1571,116,205,220,1606,6
2587,304,32,120,65,1544,115,204,220,1631,6
2603,308,31,150,87,1518,122,204,215,1657,6
2615,315,29,150,2,1492,132,203,204,1682,6
2626,321,28,120,13,1466,139,201,196,1708,6
2635,332,25,90,22,1441,155,200,180,1734,6
2639,359,21,60,26,1415,183,195,146,1760,6
2629,25,20,0,0,1365,206,192,116,1812,6
