0,1,2,3,4,5,6,7,8,9,cluster,timestamps
2671,103,24,212,116,1543,252,201,64,1360,2,232466
2658,112,28,182,113,1557,254,197,51,1383,2,232467
2642,113,32,153,97,1571,254,189,35,1406,2,232468
2625,113,33,124,86,1585,254,185,29,1429,2,232469
2605,110,36,95,66,1600,253,175,15,1452,2,232470
2580,106,39,67,41,1616,251,163,0,1476,2,232471
2555,100,35,42,16,1631,252,169,0,1500,2,232472
2536,88,24,30,11,1648,247,193,62,1524,2,232473
2528,17,9,0,0,1637,213,222,145,1548,6,232474
2534,309,20,30,9,1610,161,223,200,1573,6,232475
2546,303,28,60,24,1583,133,214,216,1598,6,232476
2561,303,31,85,39,1557,121,208,220,1622,6,232477
2576,304,32,108,60,1530,116,205,220,1648,6,232478
2592,309,30,134,80,1504,125,204,212,1673,6,232479
2603,316,28,150,-9,1477,136,204,202,1698,6,232480
2614,321,27,120,1,1451,141,202,196,1724,6,232481
2627,352,20,60,14,1399,180,201,155,1775,6,232482
2625,21,19,30,12,1374,205,197,124,1801,6,232483
2619,29,18,0,0,1348,211,197,117,1827,6,232484
2615,358,18,30,2,1323,189,204,150,1853,6,232485
2621,337,23,42,14,1298,163,201,173,1879,6,232486
2626,339,25,67,26,1273,160,196,170,1906,6,232487
2631,340,26,95,38,1249,157,193,170,1932,6,232488
2643,329,27,150,59,1200,147,198,184,1986,6,232489
2651,322,27,170,66,1176,143,202,193,2012,6,232490
2661,314,26,192,84,1153,141,209,203,2028,2,232491
2672,302,26,216,95,1129,139,218,215,2024,2,232492
2686,292,25,242,109,1106,143,226,220,2021,2,232493
2699,283,24,268,122,1084,148,233,221,2018,2,232494
2711,275,24,295,134,1062,147,237,225,2016,2,232495
2725,274,21,323,148,1040,161,240,217,2014,2,232496
2735,286,15,351,158,1018,178,239,200,2012,2,232497
2741,308,13,331,74,997,183,231,188,2011,2,232498
2746,338,13,301,79,977,192,222,168,2010,2,232499
2746,7,13,272,79,957,203,213,146,2010,2,232500
2236,125,17,212,39,162,246,226,102,272,3,232501
2005,334,10,0,0,42,197,227,169,765,3,232502
2013,334,14,30,8,85,187,221,172,711,3,232503
2016,341,16,42,9,95,185,215,168,685,3,232504
2019,333,22,60,17,108,164,206,178,659,3,232505
2027,329,29,60,24,120,137,191,186,633,3,232506
2036,335,34,67,33,124,125,174,176,607,3,232507
2043,338,37,85,41,134,119,164,169,582,3,232508
2053,334,36,90,54,150,119,169,176,558,3,232509
2064,329,33,95,64,153,126,183,186,534,3,232510
2074,331,29,108,75,162,141,191,182,511,3,232511
2079,345,25,124,75,175,164,193,162,488,3,232512
2012,244,24,30,6,319,164,250,217,362,3,232513
2030,243,35,42,22,339,131,242,231,351,3,232514
2050,246,36,67,42,361,124,239,236,342,3,232515
2071,247,34,95,63,382,131,242,234,335,3,232516
2089,223,23,124,76,404,183,254,199,331,3,232517
2090,159,24,108,71,426,237,236,114,330,3,232518
2065,150,39,67,46,474,237,206,60,335,3,232519
2053,156,41,60,34,499,229,208,67,342,3,232520
2043,164,37,60,24,525,224,222,94,351,3,232521
2042,174,31,60,23,551,220,237,124,362,3,232522
2040,182,26,67,24,577,217,246,145,376,3,232523
2043,195,23,85,26,591,209,252,166,391,3,232524
2045,212,20,108,28,564,199,254,184,408,3,232525
2053,235,21,120,30,537,179,253,206,426,3,232526
2065,245,23,124,42,510,168,251,215,446,3,232527
2087,247,23,150,61,457,166,250,217,488,3,232528
2100,249,24,170,68,430,161,249,220,511,3,232529
2113,242,20,192,81,402,177,252,209,534,3,232530
2120,163,11,212,91,376,231,243,143,558,3,232531
2110,116,26,234,81,350,254,205,61,573,3,232532
2094,113,32,255,66,323,254,189,36,543,3,232533
2076,114,33,256,123,295,254,187,31,514,3,232534
2058,119,32,228,105,268,254,193,40,484,3,232535
2042,127,32,201,89,242,253,201,49,454,3,232536
2019,138,28,150,67,182,249,218,77,395,3,232537
2008,127,28,120,56,153,252,209,64,365,3,232538
1993,117,30,90,33,124,254,196,45,335,3,232539
1975,113,28,60,15,95,254,197,50,306,3,232540
1962,112,19,30,4,67,249,216,86,277,3,232541
1956,112,4,0,0,42,227,235,142,247,3,232542
3297,309,12,95,29,3408,186,232,186,1652,1,232543
3302,306,10,124,34,3384,192,235,183,1667,1,232544
3306,300,10,153,38,3360,192,236,184,1682,1,232545
3311,302,9,182,43,3336,195,236,181,1698,1,232546
3314,315,7,212,46,3313,202,235,172,1714,1,232547
3316,310,7,242,48,3289,200,235,175,1731,1,232548
3320,302,9,268,52,3266,195,236,181,1747,1,232549
3324,302,9,295,56,3242,196,236,180,1765,1,232550
3328,303,7,323,60,3219,202,237,174,1782,1,232551
3330,301,6,351,62,3196,204,238,172,1800,1,232552
3333,297,7,379,65,3173,199,238,178,1818,1,232553
3337,289,10,408,69,3150,192,239,187,1837,1,232554
3343,281,11,437,75,3127,190,241,191,1855,1,232555
3348,277,10,466,80,3104,194,242,188,1874,1,232556
3353,275,10,495,85,3082,192,243,190,1894,1,232557
3359,276,13,510,-16,3059,184,242,198,1913,1,232558
3367,281,14,480,-8,3037,180,240,200,1933,1,232559
3374,294,10,450,-1,3015,191,238,187,1953,1,232560
3377,310,7,420,1,2993,200,235,175,1974,1,232561
3380,302,9,390,4,2971,194,236,181,1994,1,232562
3385,299,11,360,9,2949,189,236,187,2015,1,232563
3390,303,11,330,14,2928,190,235,185,2036,1,232564
3395,311,10,300,19,2906,194,233,179,2058,1,232565
3398,330,8,270,22,2885,202,231,168,2079,1,232566
3399,352,7,240,23,2864,208,229,158,2101,7,232567
3399,8,7,210,23,2843,212,227,152,2123,7,232568
3398,36,8,180,22,2822,220,222,138,2145,7,232569
3394,45,10,150,18,2801,223,219,130,2167,1,232570
3391,50,11,120,15,2781,225,216,124,2190,7,232571
3385,60,13,90,9,2761,230,212,113,2213,7,232572
3377,34,5,30,1,2721,219,228,145,2259,7,232573
3374,33,5,0,0,2681,219,229,147,2305,7,232574
3373,18,4,30,1,2662,217,231,152,2329,7,232575
3373,347,3,60,3,2643,213,234,159,2352,7,232576
3374,0,3,90,7,2624,215,234,156,2376,7,232577
3373,0,2,120,7,2605,216,234,156,2400,7,232578
3374,301,1,150,10,2586,215,238,161,2424,7,232579
3374,151,2,175,14,2568,222,239,152,2448,7,232580
3373,127,9,201,17,2550,236,234,129,2473,7,232581
3357,112,18,256,7,2514,248,219,93,2522,7,232582
3342,118,14,255,49,2480,243,227,111,2571,7,232583
3336,121,12,234,53,2463,240,230,117,2596,7,232584
3331,111,14,212,48,2446,243,224,108,2621,7,232585
3322,103,16,192,39,2430,245,217,96,2646,7,232586
3314,97,21,175,31,2414,248,205,75,2671,7,232587
3283,90,24,150,18,2382,248,195,62,2722,7,232588
3272,87,20,124,7,2367,245,202,78,2748,7,232589
3256,64,8,67,2,2337,228,224,129,2799,7,232590
3253,50,7,42,0,2322,224,224,135,2812,7,232591
3250,51,9,30,7,2308,225,221,129,2783,7,232592
3246,36,9,0,0,2294,220,221,136,2753,1,232593
3245,0,9,30,2,2281,206,222,154,2724,1,232594
3246,349,12,42,6,2268,197,219,160,2695,1,232595
3247,353,15,67,11,2255,194,214,157,2665,1,232596
3248,357,16,85,13,2242,194,210,152,2636,1,232597
3248,0,16,108,16,2230,194,208,149,2607,1,232598
3248,358,17,127,18,2218,192,207,151,2577,1,232599
3249,355,17,150,22,2206,190,208,154,2548,1,232600
3250,350,16,170,26,2195,188,210,159,2519,1,232601
3252,354,15,192,31,2180,193,212,156,2489,1,232602
3252,9,14,210,33,2163,203,211,144,2460,1,232603
3250,34,14,180,58,2147,217,207,122,2431,1,232604
3243,58,17,150,52,2131,230,201,98,2401,1,232605
3234,64,16,120,43,2115,233,206,100,2372,1,232606
3228,68,17,90,38,2099,235,205,96,2343,1,232607
3217,73,24,60,28,2084,240,188,66,2314,1,232608
3202,70,22,30,11,2069,238,192,75,2285,1,232609
3194,63,16,0,0,2054,232,206,101,2256,1,232610
3187,61,15,0,0,2040,231,208,106,2226,1,232611
3180,51,13,30,-6,2026,226,211,117,2197,1,232612
3176,43,13,42,-9,2012,222,212,122,2168,1,232613
3171,43,13,67,-14,1999,222,212,122,2139,1,232614
3167,43,11,42,0,1986,222,215,126,2110,1,232615
3163,47,11,30,4,1972,224,217,126,2081,1,232616
3159,45,11,0,0,1959,223,216,126,2052,1,232617
3155,23,10,0,0,1947,214,219,140,2023,1,232618
3155,353,10,30,5,1934,203,223,158,1994,1,232619
3156,345,11,42,6,1922,199,223,163,1966,1,232620
3158,334,12,67,13,1911,192,224,171,1937,1,232621
3162,329,13,85,-16,1900,189,225,175,1908,1,232622
3165,326,12,67,-13,1889,191,227,175,1879,1,232623
3169,324,11,60,-9,1879,192,228,176,1851,1,232624
3172,325,10,60,-6,1869,196,230,173,1822,1,232625
3175,324,8,42,-4,1860,200,231,171,1793,1,232626
3177,317,8,30,-2,1851,199,233,174,1765,1,232627
3181,310,8,30,1,1842,199,235,175,1736,1,232628
3184,311,5,30,1,1834,206,236,169,1708,1,232629
3185,18,2,30,1,1826,217,234,154,1679,1,232630
3183,74,7,42,-1,1819,229,227,132,1651,1,232631
3178,79,12,67,-6,1812,236,218,112,1622,1,232632
3170,76,16,85,-12,1806,238,209,97,1594,1,232633
3161,75,18,108,-21,1800,239,203,88,1566,1,232634
3151,80,20,134,-31,1795,242,199,77,1538,1,232635
3139,84,21,162,-43,1790,245,199,73,1510,1,232636
3128,86,18,190,-54,1786,243,206,85,1482,1,232637
3119,81,13,218,-63,1782,237,216,107,1454,1,232638
3114,72,12,247,-68,1779,233,217,115,1426,1,232639
3107,72,14,277,-75,1776,236,211,103,1398,1,232640
3099,74,16,306,-83,1774,237,208,98,1371,1,232641
3091,76,15,335,-91,1772,237,212,102,1343,1,232642
3084,80,11,365,-98,1771,234,221,118,1316,1,232643
3080,88,7,395,-102,1768,231,229,131,1289,1,232644
3077,92,8,424,-105,1761,233,228,128,1261,1,232645
3072,86,9,454,-110,1732,234,225,122,1234,1,232646
3067,77,8,484,-115,1703,230,226,129,1207,1,232647
3064,72,5,514,-118,1674,226,230,138,1181,1,232648
3062,82,5,543,-120,1645,227,231,138,1154,1,232649
3059,95,6,573,-123,1616,229,231,136,1128,1,232650
3056,96,6,603,-126,1587,231,231,133,1101,1,232651
3052,88,7,633,-130,1558,231,228,129,1075,2,232652
3048,75,7,663,-134,1529,228,228,133,1050,1,232653
3045,45,4,693,-137,1500,221,231,146,1024,1,232654
3045,58,6,722,-137,1471,224,228,138,999,2,232655
3040,83,14,752,-142,1442,239,214,102,973,2,232656
3030,92,15,782,-152,1414,242,216,99,949,2,232657
3024,99,9,812,-158,1385,235,228,125,924,2,232658
3021,100,7,789,225,1357,232,231,131,900,2,232659
3017,97,9,760,221,1328,236,227,122,876,2,232660
3011,99,10,730,215,1300,237,226,119,853,2,232661
3006,101,10,700,210,1271,236,227,121,830,2,232662
3001,94,26,671,205,1243,250,190,51,807,2,232663
2977,94,31,641,181,1215,251,178,0,785,2,232664
2966,98,20,612,170,1187,248,208,79,764,2,232665
2955,100,21,582,159,1159,249,207,77,743,2,232666
2944,100,21,553,148,1131,249,207,76,722,2,232667
2933,99,21,524,137,1103,249,206,75,703,2,232668
2921,97,21,495,125,1075,249,205,74,684,2,232669
2910,95,20,466,114,1048,247,206,79,666,2,232670
2899,91,19,437,103,1020,245,207,84,649,2,232671
2889,88,18,408,93,993,244,209,88,633,2,232672
2880,90,18,379,84,966,244,209,87,618,2,232673
2870,95,22,351,74,939,249,202,71,604,2,232674
2856,102,24,323,60,912,252,201,63,591,2,232675
2843,112,21,295,47,886,251,213,80,579,2,232676
2834,120,16,268,38,860,245,225,104,569,2,232677
2829,118,11,242,33,834,240,230,118,560,2,232678
2824,108,9,216,27,808,237,229,123,553,2,232679
2819,102,10,192,21,782,237,227,120,547,2,232680
2813,103,11,170,15,757,239,225,115,543,2,232681
2807,104,10,150,9,732,238,227,119,541,2,232682
2802,107,6,134,4,708,230,233,137,540,2,232683
2801,270,1,124,3,684,215,239,161,541,2,232684
2804,281,7,120,6,659,200,241,180,543,2,232685
2809,282,9,124,11,630,195,241,186,547,2,232686
2814,295,5,134,16,600,206,238,172,553,2,232687
2814,21,3,150,16,570,217,232,152,560,2,232688
2812,45,6,170,14,540,222,227,141,569,2,232689
2809,54,7,192,11,510,224,225,136,579,2,232690
2806,48,6,216,9,480,222,227,140,591,5,232691
2805,33,5,242,9,450,219,229,147,604,5,232692
2804,51,6,268,8,420,223,226,138,618,5,232693
2800,71,9,295,9,390,231,222,124,633,5,232694
2787,87,17,330,155,330,242,210,92,666,5,232695
2777,89,20,300,145,300,246,203,77,684,5,232696
2765,89,22,270,129,270,247,198,68,703,5,232697
2752,89,23,240,112,240,247,195,64,722,5,232698
2739,90,25,210,95,210,248,192,59,743,5,232699
2725,92,26,180,81,180,250,189,51,764,5,232700
2709,96,28,150,78,150,251,187,44,785,5,232701
2509,263,21,120,48,792,163,245,218,1559,2,232702
2520,262,20,134,59,816,166,245,216,1554,2,232703
2531,263,22,150,61,841,160,245,220,1549,2,232704
2544,264,24,170,67,865,152,243,225,1544,2,232705
2557,266,25,192,80,890,147,241,228,1541,2,232706
2572,268,27,212,89,916,139,238,231,1537,2,232707
2588,270,30,234,105,942,131,234,235,1535,2,232708
2606,271,31,255,113,966,125,232,237,1533,2,232709
2624,272,31,277,131,990,124,232,237,1531,2,232710
2642,271,31,297,136,1015,124,232,238,1530,2,232711
2660,270,32,319,154,1040,122,231,239,1530,2,232712
2679,270,32,339,155,1065,120,231,239,1530,2,232713
2698,271,31,361,174,1091,123,231,238,1531,2,232714
2716,271,31,384,192,1115,124,232,238,1533,2,232715
2734,270,31,408,210,1127,125,233,237,1535,2,232716
2752,269,31,433,207,1140,127,234,237,1537,2,232717
2770,270,30,458,225,1154,128,233,236,1541,2,232718
2787,274,29,484,242,1168,132,233,233,1544,2,232719
2803,279,28,510,258,1183,133,230,231,1549,2,232720
2819,283,27,510,274,1199,134,228,228,1554,2,232721
2833,286,26,510,138,1215,139,229,225,1559,2,232722
2847,287,24,510,152,1231,147,231,220,1565,2,232723
2859,286,21,510,164,1249,158,234,214,1572,2,232724
2869,278,18,510,174,1266,170,240,209,1579,2,232725
2878,262,15,511,183,1284,182,246,202,1587,2,232726
2885,238,14,511,128,1302,193,251,194,1595,2,232727
2890,220,16,510,133,1321,199,254,187,1604,2,232728
2895,214,19,510,138,1341,199,254,185,1613,2,232729
2901,203,19,510,144,1360,207,253,174,1622,2,232730
2903,200,19,510,146,1380,209,253,172,1633,2,232731
2908,216,20,510,151,1401,195,254,189,1643,2,232732
2916,226,21,510,159,1421,187,254,198,1655,2,232733
2924,230,21,510,167,1442,183,254,202,1666,2,232734
2933,233,21,510,47,1464,180,253,205,1678,2,232735
2943,234,21,499,57,1486,180,253,205,1691,2,232736
2952,227,18,484,66,1507,191,254,195,1704,2,232737
2958,209,15,470,72,1530,207,253,177,1717,2,232738
2960,192,15,457,74,1552,218,251,163,1731,2,232739
2961,182,14,446,75,1575,224,248,155,1745,2,232740
2961,176,14,437,75,1598,226,247,149,1760,2,232741
2960,174,16,430,74,1621,228,246,146,1775,2,232742
2959,178,16,424,73,1645,226,248,149,1790,2,232743
2959,186,17,421,73,1668,221,250,157,1806,2,232744
2961,193,17,420,75,1692,216,251,164,1822,2,232745
2963,196,18,420,77,1716,213,252,167,1839,2,232746
2966,186,18,420,80,1740,220,250,157,1856,2,232747
2965,173,16,420,79,1765,228,246,145,1873,2,232748
2964,174,13,421,78,1789,227,246,148,1890,2,232749
2964,162,12,424,78,1814,232,243,141,1908,2,232750
2960,166,14,430,74,1839,231,244,142,1926,2,232751
2960,177,15,430,39,1864,226,247,150,1944,2,232752
2959,187,15,424,38,1889,221,250,159,1963,2,232753
2962,203,15,421,41,1914,211,252,173,1982,2,232754
2966,196,16,420,45,1940,215,252,167,2001,2,232755
2967,182,15,420,46,1965,223,249,153,2021,2,232756
2966,180,14,421,45,1991,225,248,153,2040,2,232757
2967,199,13,424,46,2017,215,251,168,2060,2,232758
2971,207,12,430,50,2043,212,251,173,2081,2,232759
2973,203,10,437,52,2069,215,250,168,2101,2,232760
2975,197,10,446,54,2095,218,249,165,2122,2,232761
2976,186,9,457,55,2121,222,247,158,2143,2,232762
2976,187,8,470,55,2148,221,246,159,2164,2,232763
2977,187,8,484,56,2124,221,246,159,2185,2,232764
2978,191,7,499,57,2100,220,246,161,2207,2,232765
2980,214,7,516,59,2076,214,247,169,2228,2,232766
2983,235,8,499,41,2052,207,247,177,2250,2,232767
2986,228,6,484,44,2029,212,245,171,2272,2,232768
2988,180,3,470,45,2005,221,241,156,2295,2,232769
2986,140,4,457,45,1982,225,238,148,2317,2,232770
2984,135,4,446,43,1959,226,238,146,2340,2,232771
2981,135,4,437,40,1936,227,238,145,2362,2,232772
2979,166,4,430,34,1913,223,241,153,2385,2,232773
2981,198,4,424,36,1891,218,243,161,2408,2,232774
2982,225,2,417,37,1869,216,241,162,2432,2,232775
2982,273,5,402,50,1847,208,241,172,2455,2,232776
2986,279,3,390,54,1825,211,239,166,2479,2,232777
2986,144,2,376,54,1803,222,238,152,2502,2,232778
2985,146,5,362,54,1782,228,239,145,2526,2,232779
2981,171,5,350,58,1761,223,242,154,2550,2,232780
2985,225,3,335,62,1740,215,242,164,2574,2,232781
2987,180,0,319,62,1719,219,238,157,2598,2,232782
2986,94,4,297,61,1699,225,234,144,2623,2,232783
2981,106,4,277,57,1679,227,234,142,2647,2,232784
2981,110,6,255,57,1660,230,234,138,2672,2,232785
2975,105,9,234,56,1640,236,229,123,2696,2,232786
2970,114,9,212,51,1621,235,232,128,2699,2,232787
2967,115,10,192,48,1602,237,231,123,2687,2,232788
2961,113,13,175,42,1584,241,227,113,2675,2,232789
2955,126,13,162,41,1566,241,231,116,2663,2,232790
2950,144,15,150,36,1548,240,236,122,2652,2,232791
2945,162,16,134,31,1531,234,242,134,2641,2,232792
2944,174,18,124,30,1514,228,246,142,2630,2,232793
2943,179,21,120,41,1498,223,247,146,2619,2,232794
2943,168,23,108,41,1482,231,241,128,2609,2,232795
2937,146,25,95,35,1466,244,227,95,2599,2,232796
2927,136,26,90,25,1451,249,219,80,2590,2,232797
2916,137,24,90,14,1437,248,222,87,2581,2,232798
2909,142,21,90,7,1422,245,230,104,2572,2,232799
2902,140,16,85,8,1409,242,233,115,2563,2,232800
2896,130,12,67,2,1396,240,233,121,2555,2,232801
2892,115,11,60,-1,1383,239,230,120,2547,2,232802
2886,97,12,42,4,1371,240,222,110,2539,2,232803
2879,76,7,30,1,1359,229,227,131,2532,1,232804
2880,310,8,0,0,1348,199,235,175,2525,1,232805
2887,308,12,30,9,1338,188,232,185,2519,1,232806
2890,327,11,42,8,1328,193,228,174,2512,1,232807
2893,336,13,67,15,1319,191,222,170,2506,1,232808
2896,342,14,85,17,1310,189,217,166,2501,2,232809
2898,349,14,108,25,1302,193,215,161,2496,2,232810
2899,5,13,127,25,1295,204,215,148,2491,2,232811
2897,28,11,150,25,1289,216,215,134,2486,2,232812
2894,45,10,162,23,1283,223,218,129,2482,2,232813
2889,67,8,175,21,1277,228,224,129,2478,2,232814
2886,88,8,180,21,1273,233,227,126,2475,2,232815
2881,94,13,162,49,1269,240,221,109,2472,2,232816
2873,99,18,134,41,1266,246,213,89,2469,2,232817
2862,103,21,108,30,1263,250,208,76,2451,2,232818
2849,101,22,85,17,1261,250,205,72,2423,2,232819
2837,94,19,67,12,1260,246,208,83,2395,2,232820
2829,79,13,42,4,1260,237,216,107,2368,2,232821
2824,68,10,30,7,1260,231,220,121,2340,1,232822
2819,62,9,0,0,1260,228,221,126,2312,1,232823
2815,47,10,30,-1,1260,224,219,129,2285,1,232824
2811,52,13,42,0,1260,226,211,115,2257,2,232825
2803,63,19,30,3,1261,233,199,91,2230,2,232826
2792,66,19,30,-7,1263,235,197,86,2202,2,232827
2783,65,11,0,0,1266,230,218,119,2175,1,232828
2780,169,5,0,0,1269,224,242,153,2148,1,232829
2782,188,16,30,2,1273,219,250,159,2120,1,232830
2784,187,25,30,8,1277,214,249,154,2093,2,232831
2786,178,29,42,14,1283,219,242,135,2066,2,232832
2783,174,32,67,11,1289,219,236,124,2039,2,232833
2782,176,35,85,20,1295,214,233,121,2012,2,232834
2780,179,37,95,18,1302,208,233,126,1986,2,232835
2782,192,38,108,24,1310,189,237,150,1959,2,232836
2791,193,40,120,40,1319,184,236,151,1932,2,232837
2794,184,39,120,43,1328,198,232,132,1906,2,232838
2793,191,39,120,44,1338,188,235,147,1879,2,232839
2802,199,40,124,61,1348,174,237,163,1853,2,232840
2809,188,37,134,76,1359,196,238,145,1827,2,232841
2809,169,31,150,81,1371,226,235,117,1801,2,232842
2803,151,30,150,75,1383,242,224,89,1775,2,232843
2792,143,33,150,64,1396,245,213,68,1749,2,232844
2780,145,35,150,82,1409,243,209,62,1724,2,232845
2768,151,35,134,70,1422,238,215,74,1698,2,232846
2760,161,35,124,62,1436,230,224,93,1673,2,232847
2754,162,34,120,71,1449,230,225,96,1648,2,232848
2747,154,33,108,64,1463,238,221,85,1622,2,232849
2738,146,32,95,55,1476,244,216,73,1598,2,232850
2726,137,34,85,53,1489,248,205,55,1573,2,232851
2710,130,36,67,39,1504,251,195,39,1548,2,232852
2692,127,33,42,21,1518,253,199,46,1524,2,232853
2679,123,24,30,10,1533,252,213,74,1500,2,232854
2669,105,16,0,0,1549,245,219,99,1476,2,232855
2662,67,10,0,0,1565,231,219,120,1452,1,232856
2658,12,9,30,-2,1581,211,221,147,1429,1,232857
2660,351,12,30,4,1597,198,219,159,1406,1,232858
2661,348,16,42,6,1610,189,213,161,1383,1,232859
2664,339,20,60,9,1624,174,207,170,1360,1,232860
2669,331,24,67,17,1638,158,203,181,1338,2,232861
2677,328,26,85,29,1652,149,200,186,1316,2,232862
2685,327,26,108,40,1667,147,199,187,1294,2,232863
2693,331,26,124,53,1682,151,199,182,1273,2,232864
2699,338,24,134,57,1698,160,199,173,1252,2,232865
2704,355,22,150,65,1682,179,196,151,1231,2,232866
2702,23,21,150,63,1667,203,191,117,1211,2,232867
2695,45,21,153,58,1652,221,190,95,1191,2,232868
2650,84,22,175,23,1597,245,197,70,1116,2,232869
2639,77,19,150,12,1584,240,201,84,1099,2,232870
2631,59,15,127,4,1572,230,207,106,1082,2,232871
2627,44,14,108,11,1560,222,209,118,1065,2,232872
2622,45,15,85,6,1549,223,207,115,1050,2,232873
2617,51,15,60,14,1527,226,207,111,1034,2,232874
2611,52,15,30,8,1506,227,206,108,1020,2,232875
2603,15,12,0,0,1486,209,215,142,1006,2,232876
2607,347,13,0,0,1465,195,218,162,993,2,232877
2606,337,13,30,7,1445,190,221,170,981,2,232878
2612,309,18,60,18,1425,167,225,197,969,6,232879
2622,299,23,85,26,1406,148,223,213,959,6,232880
2635,296,27,108,46,1387,134,220,221,949,6,232881
2649,298,28,134,65,1368,131,217,220,940,6,232882
2663,300,29,162,83,1350,127,214,220,931,6,232883
2678,298,32,190,98,1332,116,210,226,924,6,232884
2696,299,31,218,122,1315,118,211,224,918,6,232885
2710,302,30,247,142,1298,125,211,219,912,6,232886
2725,303,30,277,158,1282,125,210,218,908,6,232887
2739,303,30,306,175,1266,126,211,218,904,6,232888
2753,301,30,335,194,1250,124,211,221,902,6,232889
2783,303,28,395,224,1221,130,213,217,900,6,232890
2796,306,27,424,237,1207,135,213,213,900,6,232891
2819,321,25,484,260,1182,148,206,194,904,2,232892
2826,340,22,514,267,1170,167,201,169,908,2,232893
2827,9,22,543,268,1159,190,190,131,912,2,232894
2822,20,24,573,263,1148,195,181,113,918,2,232895
2818,14,24,589,291,1138,191,184,122,924,2,232896
2815,15,23,560,288,1129,194,187,123,931,2,232897
2811,28,23,532,284,1121,204,183,106,940,2,232898
2803,44,26,503,276,1113,216,173,77,949,2,232899
2790,54,28,474,263,1106,223,168,60,959,2,232900
2777,60,28,446,250,1100,228,169,55,969,2,232901
2763,66,30,418,236,1095,233,164,41,981,2,232902
2745,71,33,390,218,1090,235,158,29,993,2,232903
2727,73,34,362,191,1087,236,156,23,1006,2,232904
2706,72,33,335,162,1084,236,156,24,994,2,232905
2688,67,30,306,144,1082,233,165,41,979,2,232906
2674,60,27,277,127,1080,229,173,59,966,2,232907
2662,53,26,247,105,1080,224,176,71,953,2,232908
2651,44,24,218,87,1080,217,179,84,942,2,232909
2643,29,24,190,75,1080,205,181,102,930,2,232910
2638,9,24,162,70,1082,185,184,129,920,2,232911
