0,1,2,3,4,5,6,7,8,9,cluster,timestamps
3101,195,15,335,42,466,216,251,165,1371,2,464875
3102,190,11,365,43,459,220,248,161,1343,2,464876
3104,190,8,395,45,454,220,247,160,1316,2,464877
3105,160,10,424,46,451,231,242,142,1289,2,464878
3100,155,12,454,41,450,234,241,137,1261,2,464879
3101,150,8,484,42,450,230,240,142,1234,2,464880
3098,113,6,514,39,450,231,234,136,1207,2,464881
3094,94,7,543,35,450,231,230,132,1181,2,464882
3090,76,9,573,31,451,232,223,124,1154,2,464883
3085,66,10,603,26,454,230,219,121,1128,2,464884
3079,57,10,633,20,459,227,220,126,1101,2,464885
3077,56,11,663,18,459,227,218,123,1075,2,464886
3070,64,12,693,11,454,231,215,114,1050,2,464887
3063,70,9,698,247,451,230,223,125,1024,2,464888
3059,84,7,671,248,450,231,227,129,999,2,464889
3056,90,12,644,241,450,238,221,112,973,2,464890
3047,82,11,618,232,450,235,220,115,949,2,464891
3044,70,15,591,230,451,235,210,103,924,2,464892
3032,68,19,564,215,454,236,199,87,900,2,464893
3026,61,18,537,206,459,232,200,94,876,2,464894
3017,59,22,510,193,466,230,187,78,853,2,464895
3003,61,28,484,179,474,229,171,56,830,2,464896
2990,60,27,458,170,485,229,172,59,807,2,464897
2977,56,22,433,161,497,228,186,80,785,2,464898
2969,53,22,408,146,510,226,187,84,764,2,464899
2958,44,24,384,135,525,218,181,85,743,2,464900
2951,36,25,361,128,541,210,178,92,722,2,464901
2941,37,26,335,114,558,210,174,87,703,2,464902
2932,38,26,306,105,576,210,174,85,684,2,464903
2923,40,26,277,103,595,212,174,83,666,2,464904
2914,42,26,247,94,616,214,174,81,649,2,464905
2905,37,26,218,88,636,209,174,88,633,2,464906
2897,27,24,190,77,658,201,180,105,618,2,464907
2892,18,19,162,72,680,202,197,126,604,2,464908
2889,29,12,134,68,684,216,213,132,591,2,464909
2886,72,14,108,65,677,235,212,105,579,2,464910
2876,73,22,85,48,671,239,191,71,569,2,464911
2863,67,32,60,35,666,233,160,35,560,2,464912
2841,67,33,30,19,663,232,156,30,553,2,464913
2826,63,18,0,0,661,233,202,94,547,2,464914
2836,249,9,30,8,663,201,247,184,540,1,464915
2837,225,0,60,9,666,218,238,157,541,1,464916
2836,67,4,85,10,671,223,232,144,543,1,464917
2835,82,5,108,9,677,227,231,138,547,1,464918
2830,74,3,127,6,684,224,233,144,553,1,464919
2829,315,5,150,5,693,206,236,168,560,1,464920
2834,329,7,175,10,702,204,232,167,569,1,464921
2834,27,6,201,11,713,217,226,145,579,1,464922
2830,49,5,201,-9,725,222,229,143,591,1,464923
2830,270,2,190,-15,738,214,239,163,604,1,464924
2830,240,9,182,-15,752,203,248,182,618,1,464925
2837,223,15,175,-8,767,200,253,187,633,1,464926
2842,222,22,162,-3,782,186,254,197,649,1,464927
2854,223,26,153,8,799,178,253,201,666,2,464928
2862,221,25,150,16,816,182,254,199,684,2,464929
2873,221,23,150,-3,834,186,254,197,700,2,464930
2878,223,22,127,1,853,186,254,197,716,2,464931
2889,222,21,108,-1,872,188,254,196,732,2,464932
2896,217,21,85,5,892,194,254,190,721,2,464933
2904,213,19,67,2,912,200,254,184,693,2,464934
2908,199,15,42,6,933,214,252,169,664,1,464935
2908,195,13,30,-7,955,217,250,165,636,1,464936
2910,221,13,0,0,976,204,252,183,607,1,464937
2917,236,15,30,1,997,192,252,195,579,1,464938
2924,234,14,60,-1,1019,195,252,192,552,2,464939
2928,229,18,85,0,1041,190,254,196,524,2,464940
2939,220,20,67,10,1064,191,254,193,497,2,464941
2945,211,18,60,16,1087,202,254,182,470,2,464942
2950,191,15,60,21,1110,218,250,162,443,2,464943
2947,191,13,60,18,1134,219,250,162,417,2,464944
2952,210,15,60,19,1158,207,253,178,391,2,464945
2956,204,15,60,22,1182,211,252,173,366,2,464946
2957,218,13,60,15,1207,206,252,180,342,2,464947
2962,237,13,60,16,1231,197,251,190,319,2,464948
2969,240,14,60,15,1256,193,251,194,297,2,464949
2977,233,14,42,1,1282,196,252,192,277,2,464950
2982,220,12,30,-3,1307,205,252,181,258,2,464951
2986,215,11,0,0,1333,209,251,177,242,2,464952
2988,228,13,0,0,1358,201,252,186,228,2,464953
2995,241,15,30,1,1384,191,251,196,218,2,464954
3002,244,14,42,3,1410,190,251,197,212,2,464955
3009,246,14,60,4,1437,190,250,197,210,2,464956
3016,250,15,67,4,1463,187,249,199,212,2,464957
3023,256,14,85,4,1489,186,248,200,218,2,464958
3030,257,14,90,1,1516,187,248,199,228,2,464959
3037,255,14,90,-1,1543,187,248,199,242,2,464960
3044,258,13,90,2,1570,187,247,198,258,2,464961
3052,265,11,90,6,1597,191,245,193,277,2,464962
3055,278,11,90,11,1624,189,242,192,297,2,464963
3062,289,14,90,18,1650,179,238,198,319,2,464964
3070,293,15,95,22,1668,177,236,199,342,2,464965
3077,303,12,108,28,1687,188,234,187,366,2,464966
3081,317,10,120,22,1706,194,231,178,391,2,464967
3086,330,9,120,27,1725,199,229,170,417,2,464968
3087,355,9,120,27,1744,206,224,157,443,2,464969
3086,339,9,120,26,1764,200,227,166,470,2,464970
3090,336,8,124,25,1784,202,229,166,497,1,464971
3091,351,8,134,22,1804,206,227,159,524,1,464972
3091,337,8,150,20,1825,203,229,165,552,1,464973
3095,306,11,153,16,1846,190,234,184,579,1,464974
3102,298,11,162,20,1867,188,236,188,607,1,464975
3103,294,10,175,23,1888,192,238,186,636,1,464976
3111,286,11,180,30,1909,189,240,190,664,1,464977
3116,278,15,182,31,1931,177,241,203,693,1,464978
3128,276,21,190,40,1952,158,239,218,721,1,464979
3140,288,18,201,52,1973,166,236,209,750,1,464980
3148,312,12,210,56,1994,188,231,183,779,1,464981
3149,358,6,212,49,2015,211,229,156,808,1,464982
3148,60,9,218,46,2036,227,221,127,837,1,464983
3141,36,7,228,36,2058,220,225,141,866,1,464984
3143,308,11,242,36,2079,190,233,183,860,1,464985
3149,297,16,258,40,2101,175,234,199,845,1,464986
3158,288,18,277,48,2123,166,236,209,832,1,464987
3168,280,16,268,-14,2145,173,240,206,819,1,464988
3174,269,15,255,-8,2167,181,244,202,808,1,464989
3184,258,15,234,1,2190,183,248,203,797,1,464990
3190,248,14,216,7,2213,189,250,198,787,1,464991
3199,243,14,201,16,2236,192,250,195,779,1,464992
3203,236,12,190,20,2259,199,250,188,771,1,464993
3208,227,11,182,25,2282,205,250,181,765,1,464994
3212,213,10,180,29,2305,212,249,173,760,1,464995
3213,200,8,182,30,2329,217,247,165,755,1,464996
3214,195,7,190,31,2352,219,246,162,752,1,464997
3215,211,7,201,32,2376,215,247,168,751,1,464998
3218,223,8,216,35,2400,210,248,174,750,1,464999
3221,220,7,234,38,2424,212,247,172,751,1,465000
3224,198,5,255,41,2448,218,244,161,752,1,465001
3223,158,4,277,40,2473,225,240,150,755,1,465002
3223,157,6,300,40,2497,227,241,148,760,1,465003
3220,164,7,324,37,2522,227,242,149,765,1,465004
3219,196,8,313,61,2546,219,247,163,771,1,465005
3223,164,9,285,65,2571,228,243,147,779,1,465006
3216,136,13,256,58,2596,240,234,121,787,1,465007
3212,139,15,228,54,2621,241,234,118,797,1,465008
3206,133,17,201,39,2646,245,230,108,808,1,465009
3200,129,17,175,33,2671,245,228,106,819,1,465010
3192,129,17,150,25,2697,245,228,106,832,1,465011
3184,136,14,124,17,2722,241,234,119,845,1,465012
3213,287,14,162,22,3007,180,239,198,1040,1,465013
3221,283,14,190,23,3034,179,240,200,1061,1,465014
3228,268,14,212,30,3060,183,245,201,1082,1,465015
3237,255,15,234,32,3087,186,248,200,1104,1,465016
3244,252,15,258,33,3113,184,249,202,1126,1,465017
3253,254,15,283,38,3140,183,249,203,1149,1,465018
3259,260,18,309,41,3166,174,247,210,1172,2,465019
3272,260,19,335,54,3193,171,247,212,1195,2,465020
3281,258,19,362,60,3220,171,247,213,1218,2,465021
3293,257,20,390,69,3247,169,247,214,1242,2,465022
3302,258,16,418,73,3274,179,248,206,1266,2,465023
3308,259,16,446,79,3301,180,247,205,1290,2,465024
3317,253,15,474,88,3328,185,249,201,1315,2,465025
3324,232,11,492,45,3355,202,250,184,1340,2,465026
3327,223,11,469,48,3382,206,251,180,1365,2,465027
3332,219,10,446,53,3409,208,250,177,1390,2,465028
3334,214,10,424,55,3436,211,250,174,1415,1,465029
3338,206,10,404,59,3464,214,250,170,1441,1,465030
3339,187,10,384,60,3491,221,247,159,1466,1,465031
3339,187,10,366,60,3518,222,248,159,1492,1,465032
3340,194,10,350,61,3546,218,249,164,1518,1,465033
3342,200,10,335,63,3573,216,249,167,1544,1,465034
3344,201,11,323,65,3601,216,250,168,1571,1,465035
3350,181,12,306,71,3766,224,248,155,1731,1,465036
3350,184,12,313,71,3794,222,248,157,1758,1,465037
3351,189,12,323,72,3822,220,249,160,1785,1,465038
3352,183,12,335,73,3849,223,248,156,1812,1,465039
3352,179,13,350,73,3877,225,247,152,1840,1,465040
3352,180,13,366,73,3905,224,248,153,1867,1,465041
3352,177,13,384,73,3933,226,247,151,1895,1,465042
3350,176,14,424,71,3989,226,247,149,1950,7,465043
3343,170,14,541,64,4129,230,245,143,2089,7,465044
3342,172,14,566,63,4157,229,246,145,2117,7,465045
3341,172,15,592,62,4186,229,246,145,2145,7,465046
3340,166,15,618,61,4214,232,244,139,2173,7,465047
3337,166,15,644,58,4242,232,244,139,2202,7,465048
3336,176,15,671,57,4270,226,247,149,2230,7,465049
3336,181,16,655,104,4327,224,248,152,2287,7,465050
3336,182,16,644,104,4355,223,249,154,2315,7,465051
3337,192,17,631,105,4383,217,251,163,2343,7,465052
3340,190,17,618,107,4412,218,251,161,2372,7,465053
3340,187,16,600,101,4440,220,250,158,2400,1,465054
3342,190,15,582,103,4468,219,250,161,2429,1,465055
3343,185,15,566,104,4497,222,249,156,2457,1,465056
3343,187,15,551,104,4525,221,250,159,2486,1,465057
3345,190,15,534,96,4531,219,250,161,2514,1,465058
3346,183,15,516,97,4526,222,249,155,2543,1,465059
3346,183,16,499,97,4520,222,249,154,2572,1,465060
3347,184,17,484,89,4513,222,249,155,2601,1,465061
3347,181,17,470,89,4507,224,248,151,2629,1,465062
3347,182,18,457,89,4501,223,249,152,2658,1,465063
3348,183,18,443,86,4495,222,249,153,2687,1,465064
3348,181,19,430,86,4489,223,248,150,2716,1,465065
3348,185,20,417,86,4484,220,249,154,2744,1,465066
3350,187,20,402,88,4478,218,250,157,2773,1,465067
3351,186,20,390,89,4473,219,250,155,2802,1,465068
3352,188,21,376,72,4468,217,250,157,2831,1,465069
3354,190,21,362,74,4464,215,251,160,2860,1,465070
3356,193,21,351,70,4459,212,251,163,2889,1,465071
3359,196,22,339,73,4455,209,252,167,2918,1,465072
3363,202,24,319,71,4451,202,253,175,2947,1,465073
3369,199,25,297,77,4447,203,252,171,2976,1,465074
3372,189,25,277,80,4443,212,249,157,3005,1,465075
3373,178,24,258,81,4439,222,245,142,3034,1,465076
3371,165,25,242,66,4436,233,239,122,3063,1,465077
3366,156,24,228,54,4433,239,234,110,3092,1,465078
3360,151,22,212,48,4430,242,233,109,3121,1,465079
3354,149,20,192,42,4427,242,234,113,3151,1,465080
3349,151,17,175,37,4425,239,238,121,3180,1,465081
3345,158,15,162,23,4422,235,241,133,3209,1,465082
3343,168,13,150,18,4420,230,245,143,3238,1,465083
3342,177,12,127,17,4418,226,247,151,3267,7,465084
3343,189,11,85,7,4415,220,249,161,3326,7,465085
3344,202,13,67,0,4414,214,251,170,3355,7,465086
3348,206,12,42,3,4413,212,251,172,3384,7,465087
3350,192,10,30,0,4412,219,248,162,3413,7,465088
3350,205,10,0,0,4411,215,249,169,3443,7,465089
3354,231,13,0,0,4410,199,252,189,3472,7,465090
3361,231,13,30,2,4410,199,252,189,3501,7,465091
3365,225,12,42,0,4410,204,251,182,3531,7,465092
3370,230,12,67,1,4410,201,251,186,3560,7,465093
3375,223,11,95,3,4410,205,251,181,3589,7,465094
3378,208,9,124,4,4411,213,249,171,3619,7,465095
3380,212,9,150,3,4412,213,249,172,3648,7,465096
3369,87,4,0,0,4555,226,233,142,4468,7,465097
3367,45,2,0,0,4563,220,234,150,4454,7,465098
3365,63,7,42,0,4578,226,226,134,4428,7,465099
3361,70,10,67,-5,4586,231,220,120,4415,7,465100
3355,69,9,85,-9,4595,230,222,125,4402,7,465101
3352,65,5,108,-13,4603,225,230,140,4390,7,465102
3350,34,2,127,-11,4612,219,235,153,4377,7,465103
3351,0,2,150,-13,4621,216,235,156,4365,7,465104
3350,356,3,124,-4,4630,214,234,157,4353,7,465105
3351,318,7,95,-3,4639,202,234,171,4341,7,465106
3357,329,11,42,2,4658,193,227,173,4318,7,465107
3407,357,35,240,116,4802,146,156,132,4097,7,465108
3410,358,38,247,132,4747,136,145,127,4084,7,465109
3411,1,40,268,142,4692,135,136,116,4071,7,465110
3413,11,19,361,182,4472,197,199,134,3899,7,465111
3410,14,18,376,184,4444,200,199,132,3876,7,465112
3408,12,18,391,193,4417,199,201,135,3853,7,465113
3406,12,18,408,194,4390,199,201,135,3830,7,465114
3404,9,18,426,204,4362,197,202,138,3807,7,465115
3403,6,18,446,204,4335,195,203,142,3785,7,465116
3402,6,18,467,202,4308,195,203,142,3762,7,465117
3401,4,18,488,203,4281,194,203,144,3740,7,465118
3401,1,18,511,204,4254,191,203,147,3717,7,465119
3401,2,18,534,203,4227,192,202,145,3695,7,465120
3400,5,18,558,204,4200,195,203,142,3673,7,465121
3399,6,18,577,205,4173,195,202,141,3651,7,465122
3398,6,19,591,211,4146,194,200,140,3629,7,465123
3397,0,18,618,208,4092,190,203,147,3586,7,465124
3396,0,18,592,48,4038,191,204,148,3543,7,465125
3397,358,18,566,49,4012,189,204,150,3521,7,465126
3397,357,18,541,49,3985,188,203,150,3500,7,465127
3398,356,18,516,50,3958,188,204,151,3479,7,465128
3398,356,18,492,50,3932,189,205,152,3458,7,465129
3399,355,17,469,51,3905,189,207,154,3438,7,465130
3400,355,17,446,52,3879,190,208,154,3417,7,465131
3401,354,17,424,53,3852,190,209,155,3396,7,465132
3402,354,17,382,70,3800,189,207,155,3356,7,465133
3403,3,16,339,69,3747,197,208,146,3316,7,465134
3402,7,13,297,68,3695,203,213,146,3277,7,465135
3401,19,11,277,67,3669,212,216,140,3257,7,465136
3259,145,24,67,14,3226,245,228,98,2954,7,465137
3252,145,20,60,7,3200,243,233,110,2938,7,465138
3247,148,15,42,8,3174,239,237,124,2922,7,465139
3243,138,11,30,4,3149,237,236,129,2907,7,465140
3239,121,7,30,2,3123,232,234,135,2892,7,465141
3237,100,4,0,0,3097,227,234,142,2876,7,465142
3235,90,6,0,0,3072,229,231,136,2862,7,465143
3231,84,6,30,-3,3046,229,229,133,2847,7,465144
3228,63,5,30,-2,3021,225,229,139,2832,7,465145
3226,63,8,30,0,2996,228,223,128,2818,7,465146
3220,66,11,42,-3,2971,231,217,117,2804,1,465147
3215,59,11,60,-8,2946,228,217,120,2791,1,465148
3210,45,9,60,-7,2920,223,220,132,2777,1,465149
3208,23,8,42,-3,2896,216,223,144,2764,1,465150
3207,18,10,30,2,2871,212,219,143,2751,1,465151
3205,7,13,0,0,2846,203,213,146,2739,1,465152
3205,351,17,0,0,2821,187,208,158,2726,1,465153
3208,342,20,30,12,2797,174,205,167,2714,1,465154
3212,342,21,60,22,2773,171,203,167,2702,1,465155
3215,346,22,85,26,2748,172,199,162,2691,1,465156
3218,347,24,108,36,2724,168,194,159,2680,1,465157
3221,347,25,124,39,2700,163,190,159,2669,1,465158
3224,351,25,134,43,2676,166,187,153,2658,1,465159
3225,352,24,150,46,2652,170,191,153,2648,1,465160
3228,349,22,170,51,2629,173,197,158,2638,1,465161
3230,349,20,192,59,2605,178,202,159,2628,1,465162
3232,345,18,212,61,2582,182,209,164,2618,1,465163
3235,343,16,234,68,2558,187,215,166,2609,1,465164
3237,343,13,255,69,2535,193,219,165,2601,1,465165
3239,346,12,277,75,2512,197,221,162,2592,1,465166
3240,354,11,300,76,2489,202,221,157,2584,1,465167
3240,0,10,324,76,2467,205,221,153,2576,1,465168
3240,356,11,342,79,2444,203,221,156,2568,1,465169
3241,355,11,361,84,2422,201,220,156,2561,1,465170
3241,359,12,382,86,2399,202,218,153,2554,1,465171
3241,4,12,404,91,2377,204,216,149,2548,1,465172
3240,4,12,424,89,2356,204,216,149,2542,1,465173
3240,10,13,446,95,2334,206,214,145,2536,1,465174
3238,27,15,467,91,2312,212,206,127,2530,1,465175
3233,30,17,484,90,2291,213,202,120,2525,1,465176
3229,27,17,488,86,2270,211,202,123,2520,1,465177
3225,28,17,495,87,2249,211,201,121,2516,1,465178
3220,30,18,503,84,2228,212,198,117,2512,1,465179
3215,26,17,513,81,2208,210,200,122,2508,1,465180
3212,22,16,524,80,2188,208,205,130,2505,1,465181
3209,26,15,532,80,2167,212,206,128,2502,1,465182
3205,29,15,541,78,2148,214,207,125,2499,1,465183
3201,27,14,552,76,2128,213,209,129,2496,1,465184
3198,26,13,564,71,2109,213,211,131,2495,1,465185
3195,27,13,577,69,2090,214,212,131,2493,1,465186
3192,26,12,589,67,2071,214,213,133,2492,1,465187
3189,23,12,598,64,2052,213,215,137,2491,1,465188
3187,15,11,607,63,2034,211,218,143,2490,1,465189
3186,12,10,618,62,2016,210,219,146,2490,1,465190
3185,18,10,631,63,1998,212,219,143,2490,1,465191
3183,20,10,644,63,1981,213,218,141,2491,1,465192
3181,15,11,655,63,1964,211,218,143,2492,1,465193
3180,9,11,660,63,1947,207,217,146,2493,1,465194
3179,0,12,660,63,1931,203,218,152,2495,1,465195
3180,351,11,660,64,1914,199,221,159,2496,1,465196
3181,355,10,661,67,1899,203,222,157,2499,1,465197
3181,5,10,663,68,1883,208,221,150,2502,1,465198
3180,5,10,666,68,1868,208,221,150,2505,1,465199
3180,11,10,671,69,1853,210,221,147,2508,1,465200
3178,18,9,677,68,1839,213,221,144,2512,1,465201
3177,15,8,684,160,1825,213,223,147,2516,1,465202
3176,18,8,674,159,1811,214,223,145,2520,1,465203
3174,24,9,664,157,1798,215,220,141,2525,1,465204
3170,29,11,648,153,1773,216,216,134,2536,1,465205
3166,32,12,641,149,1761,217,213,129,2542,1,465206
3163,27,13,636,146,1749,214,212,132,2548,1,465207
3160,26,13,633,143,1738,213,211,132,2554,1,465208
3157,32,13,631,140,1728,216,211,128,2561,1,465209
3153,34,12,630,136,1717,218,214,130,2568,1,465210
3150,28,10,630,133,1708,216,218,137,2576,1,465211
3148,30,9,630,131,1698,218,220,138,2584,1,465212
3145,33,8,630,128,1690,219,222,139,2592,1,465213
3143,24,8,631,126,1681,216,224,144,2601,1,465214
3142,23,8,633,125,1674,216,223,144,2608,1,465215
3140,18,8,636,123,1666,214,223,145,2580,1,465216
3139,7,8,641,122,1660,210,224,151,2550,1,465217
3139,0,8,655,122,1648,209,226,155,2490,1,465218
3139,5,8,664,122,1642,210,225,152,2460,1,465219
3138,0,8,674,121,1638,208,225,154,2430,1,465220
3139,355,8,685,122,1634,207,226,157,2400,1,465221
3139,358,8,698,122,1630,208,226,155,2370,1,465222
3139,353,8,711,122,1627,206,226,158,2340,1,465223
3140,355,8,726,123,1624,207,226,157,2310,1,465224
3140,358,7,741,123,1611,209,227,156,2280,1,465225
3140,350,7,757,123,1599,208,228,159,2250,1,465226
3141,343,6,774,124,1588,207,230,162,2220,1,465227
3333,86,12,268,18,1865,237,221,113,2789,7,465228
3325,77,17,283,18,1839,239,207,94,2760,7,465229
3315,67,17,295,15,1812,235,205,97,2730,7,465230
3298,61,21,300,8,1760,232,190,81,2672,7,465231
3287,63,23,300,1,1734,233,185,71,2642,1,465232
3274,67,26,300,-6,1708,236,180,60,2613,1,465233
3260,70,25,300,7,1682,237,181,60,2584,1,465234
3247,70,22,300,-5,1657,238,192,75,2554,1,465235
3237,73,19,300,-15,1631,238,201,86,2525,1,465236
3228,78,18,300,-24,1606,240,204,87,2496,1,465237
3218,84,17,300,-34,1581,242,209,92,2467,1,465238
3209,98,14,300,-43,1556,242,219,103,2438,1,465239
3202,120,14,301,-48,1531,243,228,111,2408,1,465240
3196,126,19,306,-49,1507,248,224,96,2379,1,465241
3185,121,24,313,-54,1482,252,212,72,2350,1,465242
3173,115,25,323,-61,1458,253,206,64,2321,1,465243
3161,114,24,331,-65,1434,253,208,69,2292,1,465244
3139,124,20,342,-74,1387,249,221,92,2234,1,465245
3131,124,17,351,-77,1364,247,225,100,2205,1,465246
3124,126,13,360,-78,1341,241,231,116,2176,1,465247
3120,147,7,330,5,1318,229,239,143,2147,1,465248
3120,236,5,300,5,1292,211,245,172,2118,1,465249
3125,262,8,270,10,1265,200,245,184,2089,1,465250
3129,270,9,240,14,1237,197,243,186,2060,1,465251
3134,276,7,210,19,1209,200,242,181,2032,1,465252
3137,297,2,180,22,1182,213,238,163,2003,1,465253
3137,80,4,150,22,1155,225,232,142,1974,1,465254
3133,90,9,120,18,1127,233,227,125,1945,1,465255
3128,94,9,90,13,1100,235,226,122,1917,1,465256
3123,97,8,60,8,1073,234,228,127,1888,1,465257
3119,99,7,30,4,1047,233,230,130,1860,1,465258
3112,120,5,0,0,993,229,235,140,1802,1,465259
3110,162,3,30,-2,966,222,240,153,1774,1,465260
3111,198,4,30,0,939,218,243,161,1746,1,465261
3112,187,6,42,0,912,221,244,159,1717,1,465262
3112,182,7,67,-1,886,223,245,156,1689,1,465263
3112,175,8,95,-1,859,225,244,153,1661,1,465264
3111,164,8,124,-2,832,227,243,148,1633,1,465265
3110,169,8,153,-3,805,226,244,151,1605,1,465266
3110,163,9,182,-3,778,229,243,146,1577,1,465267
3107,146,10,210,-6,752,234,239,135,1549,1,465268
3103,144,10,212,-2,726,235,238,133,1521,1,465269
3100,146,10,218,-5,700,234,239,135,1493,1,465270
3097,142,10,228,-8,674,235,238,132,1465,1,465271
3093,137,10,242,-12,649,236,236,131,1438,1,465272
3090,137,8,256,-15,624,233,237,136,1410,1,465273
3088,135,7,258,30,600,231,237,138,1383,1,465274
3085,122,9,242,36,576,236,233,128,1356,1,465275
3080,114,13,228,31,553,242,227,112,1328,1,465276
3072,113,16,212,43,531,245,222,101,1301,1,465277
3064,115,15,192,35,509,244,225,106,1275,1,465278
3058,120,12,175,29,488,240,230,118,1248,1,465279
3053,125,10,162,29,469,237,233,126,1221,1,465280
3049,128,8,150,25,450,234,235,132,1195,1,465281
3047,122,9,134,23,433,235,233,129,1168,1,465282
3042,116,10,124,18,417,238,230,122,1142,1,465283
3037,121,10,120,21,402,237,232,125,1116,1,465284
3033,133,9,108,20,390,235,236,131,1091,1,465285
3030,137,10,85,17,379,236,236,131,1065,1,465286
3026,135,11,67,13,371,237,235,127,1040,1,465287
3011,343,16,60,10,216,187,215,166,850,1,465288
3013,354,17,67,17,192,189,207,155,828,1,465289
3012,7,17,85,14,170,196,203,141,806,1,465290
3011,357,16,95,17,150,193,210,153,785,1,465291
3012,344,16,108,16,134,186,213,165,765,1,465292
3015,337,19,120,23,124,176,211,173,745,1,465293
3021,329,19,120,26,120,170,213,181,726,1,465294
3026,329,16,124,34,120,180,219,178,708,1,465295
3031,343,12,134,42,124,195,221,165,691,1,465296
3031,3,9,150,45,134,209,224,153,674,1,465297
3030,56,7,153,45,150,225,226,135,659,1,465298
3024,81,10,162,42,170,233,223,121,644,1,465299
3020,78,7,175,40,192,229,228,132,631,1,465300
3017,31,3,192,35,216,219,233,151,618,1,465301
3018,8,5,212,36,242,214,230,153,607,1,465302
3018,358,6,234,40,268,210,228,156,598,1,465303
3018,350,5,255,37,268,210,231,159,589,1,465304
3018,351,5,268,40,255,212,232,158,582,1,465305
2955,275,8,0,0,313,199,242,182,765,1,465306
2963,278,14,30,8,342,180,241,201,785,1,465307
2971,285,13,60,19,371,182,239,197,806,1,465308
2976,315,6,90,24,400,204,235,170,828,2,465309
2974,311,5,120,24,430,205,236,170,850,2,465310
2981,286,10,150,34,459,191,240,188,872,2,465311
2986,300,8,170,38,488,199,237,178,895,2,465312
2987,317,8,192,42,518,198,233,174,918,2,465313
2992,322,10,201,28,547,194,230,176,942,2,465314
2995,320,12,190,31,577,189,228,180,966,2,465315
2999,331,11,182,35,607,194,226,172,990,2,465316
3000,347,11,180,36,636,200,223,161,1015,2,465317
3002,340,12,180,38,666,195,223,166,1040,2,465318
