0,1,2,3,4,5,6,7,8,9,cluster,timestamps
2706,211,36,150,68,1800,167,245,188,1155,2,348714
2717,210,37,170,85,1800,167,244,187,1167,2,348715
2728,208,36,192,96,1800,170,244,183,1181,2,348716
2738,202,36,212,119,1800,180,244,172,1195,2,348717
2744,195,35,228,125,1800,189,243,161,1209,2,348718
2749,193,35,242,130,1800,193,242,156,1224,2,348719
2753,193,34,247,134,1800,195,243,156,1240,2,348720
2758,192,34,256,137,1800,196,243,156,1256,2,348721
2762,188,32,268,139,1800,204,243,149,1273,2,348722
2763,182,31,272,140,1800,213,241,139,1290,2,348723
2763,175,30,277,141,1800,221,239,128,1308,2,348724
2760,169,29,285,140,1800,227,237,120,1326,2,348725
2757,164,29,295,138,1800,232,234,112,1345,2,348726
2751,159,28,300,132,1800,236,231,105,1364,2,348727
2745,161,28,300,128,1800,235,233,110,1383,2,348728
2741,169,27,301,126,1801,229,239,123,1403,2,348729
2739,179,26,306,126,1802,220,244,140,1423,2,348730
2740,194,26,313,131,1798,206,250,163,1443,2,348731
2746,204,27,323,137,1784,194,252,178,1464,2,348732
2753,200,26,335,144,1771,200,252,172,1485,2,348733
2756,189,25,342,148,1758,212,249,156,1506,2,348734
2757,180,25,351,149,1745,220,246,143,1507,2,348735
2756,176,25,362,148,1733,224,244,137,1482,2,348736
2755,180,25,376,148,1722,220,246,143,1456,2,348737
2756,189,25,390,146,1710,212,249,156,1431,2,348738
2759,198,26,402,149,1699,202,251,170,1406,2,348739
2765,203,27,417,157,1689,196,252,176,1381,2,348740
2771,200,26,433,162,1679,199,252,173,1357,2,348741
2775,196,25,450,164,1670,206,251,166,1332,2,348742
2778,194,23,446,17,1661,210,251,164,1308,2,348743
2781,192,21,437,20,1651,213,251,162,1284,2,348744
2783,185,19,430,22,1639,220,250,155,1260,2,348745
2783,177,18,424,22,1627,226,247,147,1237,2,348746
2782,170,17,421,21,1616,230,245,140,1214,2,348747
2780,162,16,420,19,1605,234,242,135,1191,3,348748
2777,152,15,420,16,1594,237,239,128,1168,3,348749
2773,143,14,420,12,1584,240,236,122,1146,3,348750
2768,139,13,420,7,1575,239,236,124,1124,3,348751
2764,132,12,420,3,1566,239,234,123,1103,2,348752
2759,118,13,420,-1,1558,241,228,115,1082,2,348753
2752,108,14,420,-8,1550,243,223,106,1062,2,348754
2737,100,14,420,-23,1536,242,220,105,1022,3,348755
2730,102,15,420,-30,1530,243,220,102,1003,3,348756
2722,108,15,418,19,1524,245,221,101,984,3,348757
2714,117,15,390,18,1519,245,225,105,966,3,348758
2707,129,16,362,11,1515,244,229,109,949,3,348759
2701,137,16,335,14,1511,243,233,114,932,3,348760
2696,135,16,309,12,1505,244,231,112,916,3,348761
2689,125,17,283,5,1486,246,226,103,900,3,348762
2681,120,16,258,1,1465,246,224,102,886,3,348763
2673,130,14,234,-1,1445,243,231,114,872,3,348764
2669,148,14,212,-1,1425,238,238,126,859,3,348765
2666,156,17,192,-4,1403,237,240,128,847,3,348766
2662,158,17,170,-1,1380,236,240,128,836,3,348767
2659,160,16,150,-4,1358,235,242,132,825,3,348768
2656,158,15,127,-1,1337,235,241,133,816,3,348769
2653,148,15,108,-4,1315,238,238,125,808,3,348770
2648,142,16,85,0,1291,241,235,118,800,3,348771
2643,139,17,67,-5,1266,243,232,112,794,3,348772
2636,138,18,42,13,1240,244,231,109,789,3,348773
2632,215,8,30,0,1165,213,248,171,781,3,348774
2634,173,4,90,-5,1116,222,241,155,781,3,348775
2633,157,2,120,-6,1092,221,239,154,782,3,348776
2633,315,1,150,-6,1068,216,237,159,785,3,348777
2634,315,4,180,-5,1045,210,236,165,789,5,348778
2637,332,5,240,-2,999,209,234,163,800,5,348779
2638,349,5,270,-1,977,211,232,159,808,5,348780
2638,358,6,300,-1,955,211,229,156,816,3,348781
2638,11,7,330,-1,933,213,225,150,825,3,348782
2633,38,11,390,-6,892,220,216,129,847,3,348783
2629,23,11,420,-10,872,214,217,138,859,3,348784
2628,1,11,450,-11,853,205,220,152,872,3,348785
2629,347,11,480,-10,834,198,222,162,886,3,348786
2631,338,12,503,103,816,194,223,168,900,3,348787
2634,333,12,495,106,799,192,225,171,916,3,348788
2637,336,11,488,109,782,194,225,169,932,3,348789
2639,343,11,484,111,767,199,224,164,949,3,348790
2640,337,10,481,112,752,197,225,167,966,3,348791
2643,329,11,480,115,738,194,227,172,984,3,348792
2646,333,10,481,118,725,198,228,169,1003,3,348793
2648,340,8,484,120,713,204,229,164,1022,3,348794
2649,349,5,474,96,693,211,232,159,1062,3,348795
2650,357,4,458,97,684,213,232,157,1082,3,348796
2650,0,4,443,97,677,214,232,156,1103,3,348797
2650,340,5,418,97,666,210,233,162,1146,3,348798
2652,318,6,408,99,663,205,235,169,1168,3,348799
2655,307,5,400,102,661,207,237,169,1191,3,348800
2656,315,2,390,108,649,214,237,161,1214,3,348801
2656,45,1,379,108,624,219,235,153,1237,3,348802
2655,31,3,371,107,600,219,233,151,1260,3,348803
2654,16,3,365,106,576,217,232,153,1284,3,348804
2654,40,4,361,106,553,220,231,148,1308,3,348805
2652,50,4,351,104,531,221,231,146,1332,3,348806
2651,15,3,342,103,509,217,233,154,1357,3,348807
2651,0,3,335,103,488,215,233,156,1381,3,348808
2651,17,5,331,118,469,216,229,151,1406,3,348809
2650,38,8,309,117,450,220,222,136,1431,3,348810
2639,56,18,256,103,417,229,200,98,1482,6,348811
2630,59,22,228,93,402,231,189,80,1507,6,348812
2618,61,25,201,81,390,231,180,67,1533,6,348813
2605,61,26,175,68,379,231,176,62,1559,6,348814
2592,59,25,150,56,371,230,178,66,1585,6,348815
2580,58,24,127,44,365,229,182,73,1611,6,348816
2558,56,22,85,25,360,228,187,81,1663,6,348817
2548,56,21,67,15,361,228,191,87,1645,6,348818
2539,56,19,42,11,365,229,197,95,1626,6,348819
2531,55,16,30,3,371,229,203,103,1608,6,348820
2518,58,10,30,-3,361,228,218,123,1573,6,348821
2515,72,8,30,-2,339,229,226,130,1556,6,348822
2508,61,5,30,-4,300,224,229,141,1523,6,348823
2507,24,6,42,-1,283,217,227,147,1507,6,348824
2506,14,8,60,-5,268,213,224,148,1492,6,348825
2505,11,10,60,0,256,210,221,147,1477,6,348826
2504,11,11,60,2,242,208,217,145,1463,6,348827
2503,14,12,60,4,228,208,214,141,1449,6,348828
2501,22,13,42,8,218,212,212,135,1436,6,348829
2497,33,13,30,4,212,217,212,128,1423,6,348830
2493,45,10,30,0,210,223,217,128,1410,6,348831
2489,72,7,0,0,210,228,227,133,1398,6,348832
3461,52,27,95,24,3333,223,173,68,2634,7,348833
3450,53,24,67,13,3340,225,180,75,2605,7,348834
3439,54,24,42,2,3347,226,181,75,2576,7,348835
3428,54,26,30,-8,3355,225,176,69,2547,7,348836
3415,54,27,30,12,3363,224,172,65,2518,7,348837
3403,50,24,0,0,3371,223,180,78,2489,7,348838
3395,41,19,0,0,3379,219,194,103,2460,7,348839
3390,32,16,0,0,3388,215,204,122,2431,7,348840
3386,26,13,30,3,3397,213,211,131,2402,7,348841
3383,29,12,60,6,3406,216,213,132,2374,7,348842
3380,31,11,85,6,3415,217,217,134,2345,7,348843
3378,7,8,108,9,3425,211,225,151,2316,7,348844
3379,333,6,134,16,3435,205,232,165,2287,7,348845
3381,354,2,190,26,3455,215,235,157,2230,7,348846
3381,336,3,218,26,3466,213,235,160,2201,7,348847
3380,220,21,395,125,3581,191,254,193,725,1,348848
3385,207,19,400,130,3551,204,254,178,738,1,348849
3388,199,19,408,133,3522,210,253,170,752,1,348850
3391,201,21,418,136,3492,207,253,173,751,1,348851
3396,208,22,430,141,3462,198,254,181,750,1,348852
3403,216,25,443,148,3433,187,254,193,751,1,348853
3413,226,27,457,158,3403,173,253,206,752,1,348854
3425,235,29,470,170,3373,159,250,217,755,1,348855
3440,239,30,484,185,3344,151,248,223,760,1,348856
3455,240,30,497,200,3314,151,248,223,765,1,348857
3677,218,5,957,422,2665,214,245,168,1104,1,348858
3675,97,10,983,420,2636,236,226,120,1126,1,348859
3667,91,18,1008,412,2607,245,208,85,1149,1,348860
3655,95,23,1034,400,2577,249,199,66,1172,1,348861
3641,100,24,1048,356,2548,251,199,62,1195,1,348862
3628,103,25,1019,343,2519,252,200,61,1218,1,348863
3615,105,26,990,330,2489,253,197,54,1242,1,348864
3599,105,29,960,314,2460,254,190,43,1266,1,348865
3582,105,30,931,297,2431,254,187,38,1290,1,348866
3565,103,29,902,280,2401,253,188,41,1315,1,348867
3549,101,28,874,264,2372,253,190,46,1340,1,348868
3534,100,27,845,249,2343,252,193,51,1365,1,348869
3520,102,23,816,235,2314,251,202,66,1390,1,348870
3509,106,19,787,224,2285,248,214,86,1415,1,348871
3500,108,16,759,215,2256,246,220,98,1441,1,348872
3493,102,15,731,208,2226,243,220,102,1466,1,348873
3485,86,18,702,200,2197,244,207,86,1492,1,348874
3473,77,24,674,188,2168,242,188,63,1518,1,348875
3459,73,26,646,174,2139,240,180,54,1544,1,348876
3444,71,24,618,159,2110,238,185,63,1571,1,348877
3433,70,23,591,148,2081,238,189,70,1597,1,348878
3420,72,25,564,135,2052,239,183,60,1624,1,348879
3406,72,26,537,121,2023,238,180,57,1650,1,348880
3392,71,26,510,107,1994,238,181,58,1677,1,348881
3378,73,24,484,93,1965,240,188,66,1704,1,348882
3366,78,19,458,81,1935,241,202,84,1731,1,348883
3358,86,15,433,73,1905,241,214,99,1758,1,348884
3351,94,13,408,66,1875,240,221,109,1785,1,348885
3345,95,10,384,60,1846,237,225,118,1812,1,348886
3340,92,8,361,55,1816,233,227,126,1840,1,348887
3336,88,8,339,51,1786,233,227,126,1867,1,348888
3331,84,9,319,46,1756,233,225,123,1895,1,348889
3327,81,9,300,42,1727,233,224,123,1922,1,348890
3322,87,9,283,37,1697,234,225,123,1950,1,348891
3317,94,11,268,32,1667,238,223,115,1978,1,348892
3310,90,14,256,25,1638,241,216,101,2006,1,348893
3302,86,19,247,17,1608,244,204,81,2033,1,348894
3289,85,22,242,4,1578,245,198,71,2012,1,348895
3277,81,17,240,-7,1549,241,208,92,1986,1,348896
3271,70,11,240,-13,1519,232,218,117,1959,1,348897
3267,65,11,242,-17,1489,230,218,119,1932,1,348898
3261,64,13,247,-23,1460,232,213,111,1906,1,348899
3255,65,14,256,-29,1430,232,211,109,1879,1,348900
3248,70,13,268,-36,1401,234,214,109,1853,1,348901
3242,80,12,270,-42,1371,236,218,111,1827,1,348902
3235,89,11,268,39,1342,237,222,115,1801,1,348903
3230,94,10,256,34,1312,236,225,119,1775,1,348904
3225,97,11,247,29,1283,238,224,116,1749,1,348905
3219,100,13,242,23,1253,241,222,109,1724,1,348906
3211,101,14,240,15,1224,243,220,103,1698,1,348907
3203,105,11,234,43,1194,239,226,116,1673,1,348908
3199,112,8,212,39,1165,234,232,130,1648,1,348909
3195,100,13,192,39,1136,241,222,110,1622,1,348910
3188,94,19,170,32,1106,246,208,83,1598,1,348911
3176,96,20,150,17,1077,248,207,79,1573,1,348912
3165,96,20,127,6,1048,247,208,80,1548,1,348913
3154,90,15,108,14,1019,242,215,99,1524,1,348914
3149,78,12,85,9,990,235,219,114,1500,1,348915
3143,81,17,67,3,960,241,208,91,1476,1,348916
3130,84,18,60,-9,931,242,207,88,1452,1,348917
3124,78,16,42,8,902,239,209,95,1429,1,348918
3113,68,18,30,8,874,236,201,90,1406,1,348919
3105,54,18,0,0,845,228,198,97,1383,1,348920
3097,51,19,0,0,816,226,197,98,1360,1,348921
3090,54,17,30,0,787,228,201,101,1338,1,348922
3083,55,15,60,-3,759,228,207,109,1316,1,348923
3076,67,15,85,-6,731,234,209,103,1294,1,348924
3070,77,20,108,-9,702,241,200,82,1273,1,348925
3057,74,25,134,5,674,240,185,61,1252,1,348926
3041,67,26,150,0,646,235,177,57,1231,1,348927
3028,64,25,150,-15,618,234,181,65,1211,1,348928
3015,65,22,150,-18,591,234,190,77,1191,1,348929
3005,52,16,150,-18,564,227,204,106,1172,1,348930
3002,30,14,150,-13,537,215,208,126,1153,1,348931
2999,36,18,150,-8,510,215,197,111,1134,1,348932
2990,40,20,150,-8,484,217,192,101,1116,1,348933
2985,42,20,150,-4,458,219,192,100,1099,1,348934
2977,52,24,153,-1,433,224,182,79,1082,1,348935
2964,54,25,162,-4,408,225,177,71,1065,1,348936
2954,49,22,175,-5,384,223,188,89,1050,1,348937
2947,47,17,180,-3,361,224,201,107,1034,1,348938
2943,57,14,180,2,339,229,209,110,1020,1,348939
2936,71,17,180,-6,319,237,204,92,997,1,348940
2922,73,21,180,-10,297,239,194,75,967,1,348941
2911,69,23,180,-11,277,237,189,71,938,1,348942
2899,67,22,180,-12,255,236,189,74,908,1,348943
2888,66,21,180,-11,234,235,193,80,878,1,348944
2877,71,22,180,-9,212,238,191,73,849,1,348945
2865,72,20,175,64,192,238,198,82,819,1,348946
2858,64,18,162,63,170,234,201,94,789,1,348947
2846,63,20,150,51,150,233,196,86,760,1,348948
2837,61,18,127,35,127,232,200,94,730,1,348949
2829,57,16,108,27,108,229,203,102,700,1,348950
2824,58,16,85,26,95,230,204,102,671,1,348951
2838,45,3,552,219,524,220,232,149,792,2,348952
2832,63,11,531,213,551,230,218,120,805,2,348953
2827,49,10,509,207,577,224,219,128,819,2,348954
2825,52,13,488,205,604,226,211,116,834,2,348955
2817,67,21,467,194,631,236,194,81,849,2,348956
2805,73,22,446,182,658,239,192,72,865,2,348957
2796,72,20,426,173,684,238,198,82,882,2,348958
2786,74,18,408,162,708,239,202,88,900,2,348959
2776,80,19,391,152,732,241,202,84,918,2,348960
2762,79,19,376,138,757,241,202,83,937,2,348961
2753,67,14,362,129,782,233,212,109,957,2,348962
2751,50,7,350,124,808,224,225,136,977,2,348963
2752,79,11,335,125,825,235,220,115,997,2,348964
2742,77,17,309,113,836,239,206,92,1018,2,348965
2732,62,16,283,103,847,232,205,101,1040,2,348966
2725,57,17,258,94,859,230,203,100,1062,2,348967
2715,59,17,234,80,872,231,202,98,1084,2,348968
2709,60,18,210,70,886,231,200,95,1106,2,348969
2700,61,19,180,61,900,232,197,90,1129,2,348970
2691,56,17,150,54,916,229,203,101,1153,2,348971
2685,58,16,120,48,932,230,204,102,1176,2,348972
2675,74,23,90,37,949,240,191,69,1200,2,348973
2659,84,26,60,20,966,246,185,52,1224,2,348974
2646,90,23,30,13,984,248,196,64,1249,2,348975
2636,106,9,0,0,1003,235,229,125,1273,2,348976
2638,248,13,30,5,1022,191,249,196,1298,2,348977
2646,251,25,60,7,1041,156,248,223,1323,2,348978
2662,253,33,85,21,1062,129,240,236,1348,2,348979
2685,256,36,108,39,1082,115,234,242,1374,2,348980
2705,259,37,134,59,1103,108,231,244,1399,2,348981
2729,261,37,162,83,1124,107,230,245,1425,2,348982
2750,265,37,190,104,1146,104,227,246,1451,2,348983
2774,267,40,218,128,1168,94,222,248,1477,2,348984
2801,267,39,247,155,1191,94,221,248,1504,2,348985
2824,269,35,277,178,1214,108,227,244,1530,2,348986
2843,270,30,306,197,1237,128,233,236,1557,2,348987
2859,270,28,335,213,1260,137,236,232,1583,2,348988
2876,270,25,365,230,1284,145,239,228,1610,2,348989
2889,272,22,395,243,1308,155,240,221,1637,2,348990
2900,283,25,424,254,1332,145,232,223,1664,2,348991
2911,287,34,454,265,1357,107,215,237,1691,2,348992
2938,294,22,484,292,1381,154,229,213,1718,2,348993
2936,327,8,514,290,1406,200,231,170,1745,2,348994
2944,300,17,543,298,1431,172,231,199,1773,2,348995
2952,300,18,573,306,1456,166,229,202,1800,2,348996
2961,300,18,603,315,1482,166,229,202,1828,2,348997
2969,299,18,633,323,1507,166,230,203,1855,2,348998
2978,301,16,663,332,1533,174,232,197,1883,2,348999
2983,303,11,693,337,1559,189,235,186,1911,2,349000
2988,295,9,722,-132,1585,195,238,182,1939,2,349001
2991,292,8,700,-129,1611,199,239,180,1967,2,349002
2994,292,8,679,-126,1638,197,239,182,1994,2,349003
3001,304,7,658,-119,1664,200,236,176,2022,2,349004
3001,323,7,638,-119,1691,201,233,171,2051,2,349005
3004,319,9,618,-116,1717,198,232,174,2079,2,349006
3006,311,9,600,-114,1744,196,234,177,2107,2,349007
3012,315,9,582,-108,1771,196,233,176,2135,2,349008
3013,322,10,566,-107,1798,194,230,176,2163,2,349009
3018,323,12,551,-102,1825,188,227,178,2192,2,349010
3022,329,13,537,-98,1852,189,225,175,2220,2,349011
3026,314,14,524,-94,1879,183,229,186,2248,2,349012
3034,293,14,513,-86,1907,179,236,197,2277,2,349013
3041,277,14,503,-79,1934,182,242,200,2305,2,349014
3049,270,13,495,-71,1962,186,244,197,2334,2,349015
3053,270,8,488,-67,1989,199,243,183,2362,2,349016
3054,277,6,484,-66,2017,205,241,175,2391,2,349017
3058,279,9,481,-10,2045,195,242,186,2420,2,349018
3065,286,9,469,-3,2072,195,240,184,2448,2,349019
3066,298,10,446,-2,2100,191,236,186,2477,2,349020
3073,295,13,424,7,2128,182,236,194,2506,2,349021
3080,285,12,404,14,2156,187,240,193,2534,2,349022
3087,279,14,384,21,2184,182,241,198,2539,2,349023
3095,291,12,366,29,2212,185,238,193,2532,2,349024
3099,315,9,350,33,2240,196,233,176,2525,2,349025
3100,328,9,335,34,2268,199,230,170,2519,2,349026
3105,349,9,323,39,2297,204,225,160,2512,2,349027
3103,351,9,313,37,2325,205,226,159,2506,2,349028
3107,328,6,306,41,2353,205,233,167,2501,2,349029
3109,297,3,301,43,2381,210,238,166,2496,2,349030
3110,72,2,300,44,2410,222,234,149,2491,2,349031
3104,69,4,300,38,2438,224,231,143,2486,2,349032
3103,65,4,301,37,2467,223,231,143,2482,2,349033
3100,63,8,306,34,2495,227,224,131,2478,2,349034
3097,49,5,313,31,2522,222,229,142,2475,2,349035
3098,124,2,323,32,2506,222,237,151,2472,1,349036
3095,127,5,335,29,2484,229,237,142,2469,1,349037
3092,209,2,350,26,2462,217,241,161,2467,1,349038
3099,266,11,366,33,2440,192,245,192,2465,1,349039
3106,270,14,384,40,2419,184,244,199,2463,2,349040
3113,262,7,404,47,2397,202,244,180,2462,2,349041
3111,258,6,424,44,2376,207,243,175,2461,2,349042
3118,282,9,421,10,2355,195,241,186,2460,2,349043
3121,304,11,391,13,2334,191,235,184,2460,2,349044
3129,315,13,361,21,2313,185,229,184,2460,2,349045
3133,335,11,331,25,2293,195,225,169,2461,2,349046
3133,336,8,301,25,2272,202,229,166,2462,2,349047
3135,320,8,272,27,2252,199,233,173,2463,2,349048
3137,24,6,242,29,2232,217,226,146,2465,2,349049
3132,52,5,212,24,2213,223,228,141,2467,1,349050
3133,114,6,182,25,2193,232,233,135,2469,1,349051
3127,124,11,153,19,2174,238,232,124,2472,1,349052
3124,120,9,124,16,2155,236,233,128,2475,1,349053
3118,111,11,95,10,2137,240,228,117,2478,1,349054
3112,118,11,67,4,2118,240,230,118,2482,1,349055
3107,117,7,42,0,2100,233,233,132,2486,1,349056
3105,340,6,30,-7,2082,208,232,162,2491,1,349057
3123,4,21,0,0,2030,187,195,140,2506,1,349058
3118,33,19,30,22,2014,213,196,112,2512,1,349059
3107,58,12,60,11,1997,228,214,117,2519,1,349060
3099,157,2,90,3,1981,221,239,154,2525,1,349061
3101,228,11,120,5,1965,204,250,183,2532,2,349062
3107,226,13,150,11,1950,201,252,186,2539,2,349063
3113,225,10,180,17,1935,206,250,180,2547,2,349064
3116,238,12,210,20,1920,199,250,188,2555,2,349065
3125,238,12,240,29,1906,198,250,189,2563,2,349066
3128,221,9,270,32,1892,210,249,175,2572,2,349067
3131,228,7,300,35,1878,210,247,174,2581,2,349068
3134,259,2,330,38,1865,213,240,165,2590,2,349069
3133,351,5,360,37,1852,212,232,158,2599,2,349070
3134,347,8,390,38,1840,204,227,161,2609,1,349071
3136,352,10,420,40,1828,203,223,158,2619,1,349072
3137,349,10,450,62,1816,202,224,160,2630,1,349073
3135,339,7,474,60,1805,206,231,163,2641,1,349074
3132,335,8,492,57,1794,202,230,166,2652,1,349075
3136,340,13,511,61,1784,192,221,167,2663,1,349076
3143,348,15,531,68,1774,191,214,161,2675,1,349077
3145,354,15,552,71,1765,194,213,156,2687,1,349078
3145,1,14,573,70,1756,199,213,150,2699,1,349079
3145,355,15,595,70,1747,195,213,154,2711,1,349080
3148,343,16,618,72,1739,186,214,166,2724,1,349081
3151,339,15,642,77,1732,187,218,169,2737,1,349082
3154,353,12,666,78,1725,199,218,157,2736,1,349083
3150,358,11,691,75,1718,202,219,154,2734,1,349084
3154,345,11,716,79,1712,198,222,163,2733,1,349085
3153,357,10,741,80,1707,204,221,155,2731,1,349086
3154,338,9,767,81,1702,200,227,166,2731,1,349087
3157,350,7,793,81,1697,208,228,159,2730,1,349088
3156,29,6,819,80,1693,218,226,144,2730,1,349089
3155,28,6,845,81,1690,218,228,146,2730,1,349090
3155,45,8,845,74,1687,222,223,136,2731,1,349091
3151,21,6,815,70,1668,216,227,148,2731,1,349092
3151,27,6,785,70,1650,217,226,145,2733,1,349093
3147,8,7,755,66,1632,212,227,152,2734,1,349094
3154,321,9,726,73,1615,197,231,174,2736,1,349095
3155,346,6,696,74,1598,209,231,160,2738,1,349096
3152,52,8,666,71,1581,225,223,133,2741,1,349097
3142,37,9,636,61,1565,220,220,135,2743,1,349098
3144,5,10,607,63,1549,207,220,150,2746,1,349099
3145,7,11,577,64,1533,206,217,148,2750,1,349100
3147,9,9,547,66,1518,210,222,149,2754,1,349101
3143,42,7,518,62,1504,222,224,137,2758,1,349102
3139,68,11,488,58,1489,232,218,118,2762,1,349103
3132,79,11,459,51,1476,234,220,117,2767,1,349104
3126,81,6,430,45,1463,228,230,136,2772,1,349105
3125,49,5,400,44,1450,222,229,142,2777,1,349106
3124,45,8,371,43,1438,223,222,134,2783,1,349107
3121,32,9,342,40,1426,218,220,137,2789,1,349108
3120,9,12,313,39,1415,206,215,146,2795,1,349109
