,x,y,cluster
187,0.7747326232,0.794483681,4
188,0.9078765248,0.7043838044,4
189,0.8580249141,0.7513339531,4
190,0.8290677581,0.7592262147,4
191,0.8611784536,0.7962528612,4
192,0.8206887475,0.7761100872,4
193,0.8392087599,0.7126131563,4
194,0.8318561621,0.7651633529,4
195,0.8755047149,0.6564713174,4
196,0.8323040899,0.7395401436,4
197,0.8525807862,0.7423249441,4
198,0.8516159369,0.740701474,4
199,0.8401874079,0.7312651215,4
200,0.8068019225,0.7864815932,4
201,0.8862326932,0.7207424685,4
202,0.8317680625,0.7445714876,4
203,0.8182400044,0.7554769012,4
204,0.8447123284,0.741937834,4
205,0.8719244764,0.7071860031,4
206,0.8621220741,0.7613988158,4
207,0.8132724633,0.7071348959,4
208,0.8544595358,0.7110168708,4
209,0.8630051926,0.7938856177,4
210,0.8472714613,0.8121037151,4
211,0.8892588598,0.7157894165,4
212,0.8584441831,0.6538561495,4
213,0.8670821852,0.7466842824,4
214,0.802624093,0.7929515514,4
215,0.8536772542,0.7208522947,4
216,0.8605606953,0.7175335867,4
217,0.8941085811,0.7443855443,4
218,0.844159318,0.7104525165,4
219,0.8583263632,0.6570911285,4
220,0.8120051034,0.783330343,4
221,0.9133981378,0.7125022427,4
222,0.7935827435,0.7353961082,4
223,0.8547089743,0.7427881714,4
224,0.8427263734,0.7472779962,4
225,0.8714723028,0.7468734879,4
226,0.871557218,0.7486557167,4
227,0.8581119522,0.7730240802,4
228,0.8523876041,0.7363714952,4
229,0.8863568817,0.7810435662,4
230,0.8595417125,0.7407069109,4
231,0.8657033741,0.7394977355,4
232,0.8475633574,0.815335432,4
233,0.8529544133,0.7072392852,4
234,0.840997287,0.6946081869,4
235,0.8599089709,0.7051101796,4
236,0.8934441194,0.6638731671,4
237,0.8460953853,0.7573743931,4
238,0.8010595298,0.7677111028,4
239,0.8318954354,0.7188830351,4
240,0.8260352228,0.7212198318,4
241,0.9149128133,0.7355700903,4
242,0.890582476,0.7057865349,4
243,0.8652448318,0.736592235,4
244,0.8696232736,0.7450107923,4
245,0.8716654849,0.7471475096,4
246,0.8706624237,0.7369423739,4
247,0.9072226775,0.6904641515,4
248,0.8927945179,0.1208414208,5
249,0.8921958655,0.1159264273,5
250,0.8889860697,0.1125642238,5
251,0.8953844325,0.0816552219,5
252,0.8695946147,0.1178967743,5
253,0.8803724807,0.1228411272,5
254,0.9087575203,0.0900672549,5
255,0.940543415,0.1076350944,5
256,0.9298218054,0.0786877402,5
257,0.8472884443,0.0624323781,5
258,0.9331557897,0.1602059513,5
259,0.9014303971,0.1118226253,5
260,0.880802364,0.1008073855,5
261,0.8644986392,0.1201063465,5
262,0.8750504184,0.1109962105,5
263,0.865384942,0.1753228183,5
264,0.8580089925,0.1136624857,5
265,0.9081418849,0.0845520234,5
266,0.8821949739,0.1142877337,5
267,0.8289647984,0.1364573989,5
268,0.8627239109,0.1083331974,5
269,0.9096841578,0.1364367385,5
270,0.8558999104,0.1324275392,5
271,0.8946286869,0.1492744404,5
272,0.8705286822,0.1122586678,5
273,0.8857752124,0.0912818673,5
274,0.8867252016,0.0981215373,5
275,0.8817417388,0.1185666052,5
276,0.900745768,0.1185220223,5
277,0.9222632882,0.1679351047,5
278,0.8962272162,0.1197333725,5
279,0.8825293276,0.1140974408,5
280,0.9085823826,0.1672815845,5
281,0.8709543199,0.1137799236,5
282,0.9261120711,0.1064868127,5
283,0.9061431926,0.0818857482,5
284,0.8667701217,0.162086045,5
285,0.8562257726,0.0996166958,5
286,0.8863950936,0.1180131248,5
287,0.9167682111,0.1734677345,5
288,0.8359745509,0.1279485883,5
289,0.8708736504,0.0737096783,5
290,0.8648266243,0.1766744415,5
291,0.896087106,0.0959119651,5
292,0.8880212203,0.071791526,5
293,0.8896324869,0.1186264116,5
294,0.8812195101,0.0627509827,5
295,0.8333379329,0.1064106955,5
296,0.8964278284,0.107681852,5
297,0.8902852727,0.1076296574,5
298,0.902661668,0.0764857797,5
299,0.8871741909,0.1206772252,5
300,0.8813574974,0.0834972571,5
301,0.881231186,0.1160536517,5
302,0.8578243019,0.1021796691,5
303,0.8939016002,0.1185633431,5
304,0.880679237,0.1156861146,5
305,0.899347851,0.1279214036,5
306,0.8685841234,0.1148814475,5
307,0.8786699302,0.1231216733,5
308,0.8879097691,0.1163820429,5
309,0.8924283209,0.1106112751,5
310,0.9016437466,0.1278126648,5
311,0.8687815513,0.1463482795,5
312,0.8928316683,0.0969939161,5
313,0.3405716494,0.5635387953,6
314,0.3143243507,0.5828823392,6
315,0.4095217574,0.6217869046,6
316,0.3608854961,0.5478847586,6
317,0.3497032213,0.5508348421,6
318,0.2861515992,0.552407205,6
319,0.412745352,0.556090188,6
320,0.3199998726,0.5693563207,6
321,0.2831211868,0.5397249996,6
322,0.3719541967,0.5808217391,6
323,0.3398010436,0.5561782664,6
324,0.4151102412,0.6126343604,6
325,0.2799389884,0.5574004904,6
326,0.3474752578,0.5874015234,6
327,0.3420268842,0.5642716947,6
328,0.3157742783,0.5490928466,6
329,0.3353695299,0.5330256025,6
330,0.3297046224,0.5628722265,6
331,0.3682763057,0.577906452,6
332,0.380910631,0.5878886732,6
333,0.3398159038,0.5592403508,6
334,0.3380762029,0.5608127137,6
335,0.3382163131,0.5569916325,6
336,0.4375437844,0.6117666248,6
337,0.3399040033,0.5430284841,6
338,0.3338431785,0.572972973,6
339,0.2939553091,0.5668672897,6
340,0.3539903791,0.5887618457,6
341,0.3334844117,0.556390307,6
342,0.327563697,0.523647969,6
343,0.3673560368,0.5660854578,6
344,0.3432825682,0.5581072926,6
345,0.323974967,0.5763156035,6
346,0.330156796,0.5740723222,6
347,0.3808586204,0.5746388513,6
348,0.3388966964,0.5608116264,6
349,0.3327233589,0.5942194458,6
350,0.3685459115,0.5462275794,6
351,0.3460348832,0.5550789172,6
352,0.3684249073,0.5765037216,6
353,0.3597837209,0.5392628597,6
354,0.3966974343,0.5747062693,6
355,0.3020477309,0.5372783767,6
356,0.3546739467,0.5739255248,6
357,0.3366538728,0.5854561864,6
358,0.3268206887,0.5529400251,6
359,0.3340501594,0.5742256439,6
360,0.2943108917,0.5495267144,6
361,0.3264651062,0.5412516922,6
362,0.4182701493,0.5581975458,6
363,0.3250215472,0.5465766309,6
364,0.3375125781,0.5516677812,6
365,0.333362346,0.5238110772,6
366,0.3404145562,0.5627591381,6
367,0.3594546744,0.5478303892,6
368,0.3165533756,0.5768538605,6
369,0.3692921042,0.5732361209,6
370,0.3309910881,0.5646435814,6
371,0.3202195908,0.5544852034,6
372,0.2969305266,0.5664540823,6
373,0.3394454611,0.5278789955,6
374,0.3398286411,0.5360202689,6
375,0.2641256491,0.4977550876,6
376,0.3323635306,0.5634702898,6
377,0.3451878537,0.560931239,6
378,0.1727844554,0.3213688039,7
379,0.1609419647,0.322964002,7
380,0.176943179,0.3032703192,7
381,0.1670770903,0.2626237583,7
382,0.2429085166,0.361329223,7
383,0.163697464,0.3346816944,7
384,0.207413949,0.2597378308,7
385,0.1601214712,0.3180337851,7
386,0.1323265925,0.3200139186,7
387,0.1548153306,0.3325906474,7
388,0.1577385375,0.3444921083,7
389,0.1542517057,0.3184143709,7
390,0.1484700398,0.3279344523,7
391,0.1655273873,0.3152533342,7
392,0.2267714379,0.2587417834,7
393,0.1795893499,0.3432002914,7
394,0.1578765248,0.3254182366,7
395,0.1596788506,0.2775818667,7
396,0.1835655057,0.3250278643,7
397,0.1403425905,0.320247707,7
398,0.126803918,0.2859014718,7
399,0.1934135499,0.2952573575,7
400,0.1219170463,0.3254291105,7
401,0.1484095377,0.3595524311,7
402,0.1785958417,0.2967688268,7
403,0.1734404256,0.3121260065,7
404,0.1455754918,0.4130214705,7
405,0.172925627,0.4183159623,7
406,0.1900753198,0.3497866001,7
407,0.1896602966,0.2985967259,7
408,0.1502044334,0.3258716774,7
409,0.2023763528,0.3356918778,7
410,0.1296634385,0.3045425631,7
411,0.1602276153,0.3505999663,7
412,0.1556220253,0.3391726065,7
413,0.1439780239,0.3205315152,7
414,0.1767775943,0.3401534304,7
415,0.1162245414,0.3367531684,7
416,0.2169478069,0.3543297069,7
417,0.1550870593,0.3204836702,7
418,0.2162313346,0.2958521587,7
419,0.1092434477,0.4172938177,7
420,0.1557653198,0.3241764396,7
421,0.1694451639,0.3165951709,7
422,0.1368345299,0.3357027516,7
423,0.1673573106,0.3054820663,7
424,0.1490124358,0.3582617017,7
425,0.1688051153,0.3469202455,7
426,0.1593933231,0.3467451761,7
427,0.1533983076,0.322464891,7
428,0.1593551113,0.3452478429,7
429,0.1337754586,0.3398032915,7
430,0.1716625129,0.333817221,7
431,0.1539937757,0.3253888771,7
432,0.1561782201,0.3159025048,7
433,0.1415388339,0.24667069,7
434,0.1440056214,0.3310661295,7
435,0.1496630988,0.3225877658,7
436,0.203191539,0.3758784735,7
437,0.1946883399,0.3387039423,7
438,0.1253900794,0.3299330713,7
439,0.1637048941,0.3336845596,7
440,0.1695905812,0.3884628141,7
441,0.1662969316,0.3269840752,7
442,0.1624470872,0.3217657005,7
443,0.1705426933,0.304315299,7
444,0.6891752183,0.3295590098,8
445,0.6303332074,0.3787513524,8
446,0.6342785814,0.3713777749,8
447,0.6468545275,0.3403056647,8
448,0.6594039375,0.4064612591,8
449,0.6259282296,0.3667802987,8
450,0.6469840232,0.3775824104,8
451,0.6220847539,0.3576081815,8
452,0.639746061,0.3702338428,8
453,0.6242012661,0.3831291762,8
454,0.7001579423,0.3782946495,8
455,0.6250567871,0.3507304528,8
456,0.6407523065,0.3785925938,8
457,0.6170970454,0.3475041729,8
458,0.5892628933,0.387226454,8
459,0.5770860489,0.3697532173,8
460,0.7089169487,0.3570568758,8
461,0.6328360839,0.3041793755,8
462,0.6720923963,0.3438222773,8
463,0.6237076963,0.382758377,8
464,0.6372941336,0.3761285727,8
465,0.6149773489,0.3700772589,8
466,0.6025192227,0.406418851,8
467,0.6305868916,0.3728892441,8
468,0.6416333021,0.3708123332,8
469,0.6539024918,0.3625242623,8
470,0.5732224057,0.3805118335,8
471,0.6346564542,0.3805248822,8
472,0.7148058201,0.366918397,8
473,0.5732818464,0.3836685207,8
474,0.6751015798,0.3973043653,8
475,0.6433220538,0.3826115796,8
476,0.6107315872,0.3701142301,8
477,0.6343783568,0.356861146,8
478,0.6143850651,0.4256438696,8
479,0.6175555876,0.4194163989,8
480,0.6339803166,0.3512012918,8
481,0.6063117493,0.3678872596,8
482,0.634169253,0.3650828861,8
483,0.6332903804,0.3729707982,8
484,0.6480613852,0.3535902831,8
485,0.5720473912,0.3691953873,8
486,0.6554362732,0.3946087306,8
487,0.5699351248,0.3893762199,8
488,0.5918995113,0.3621969586,8
489,0.6689399182,0.4149678949,8
490,0.6105702482,0.3017371022,8
491,0.7372850052,0.4162031676,8
492,0.6195956761,0.390665862,8
493,0.5758537165,0.3610715121,8
494,0.5586689962,0.4047149141,8
495,0.6439801468,0.3738298347,8
496,0.683551707,0.3970999364,8
497,0.7335349362,0.4495968509,8
498,0.6416141961,0.3776356924,8
499,0.6503562194,0.3682210877,8
500,0.6871913862,0.3979687593,8
501,0.624630088,0.3549332072,8
502,0.6278653584,0.3723825213,8
503,0.6776065792,0.4187128589,8
504,0.6317661519,0.3817862522,8
505,0.64566996,0.3868154213,8
506,0.6501906347,0.3393487634,8
507,0.5893976962,0.3201737646,8
508,0.6431787593,0.4249098827,8
509,0.6358643734,0.4008318518,8
510,0.5941189832,0.4103551953,8
511,0.1874790366,0.9099936388,9
512,0.3355584663,0.8652421885,9
513,0.2680763303,0.8552077726,9
514,0.203085395,0.8420558156,9
515,0.2192914673,0.8552577925,9
516,0.2121299288,0.8795620001,9
517,0.2359072556,0.8624443393,9
518,0.2056254219,0.8944777004,9
519,0.2391520789,0.8640362753,9
520,0.2421803684,0.8997711048,9
521,0.279945357,0.8241835076,9
522,0.2174265165,0.8788562854,9
523,0.2954827219,0.8370516564,9
524,0.2394959856,0.8789400142,9
525,0.215333356,0.8414077324,9
526,0.2452840202,0.835677198,9
527,0.2434668342,0.8164239073,9
528,0.2237049365,0.89571841,9
529,0.227419978,0.8970058773,9
530,0.2833345363,0.8819053211,9
531,0.2175464592,0.8869638498,9
532,0.2390236446,0.8678725799,9
533,0.2587696207,0.8705388551,9
534,0.2445165988,0.8419601255,9
535,0.2244182245,0.8831623416,9
536,0.3054507088,0.8580295443,9
537,0.2725778991,0.896553524,9
538,0.22350114,0.8605772943,9
539,0.2698553044,0.8128181289,9
540,0.2421188049,0.8480418862,9
541,0.2017660246,0.8687196551,9
542,0.2981490602,0.8825316566,9
543,0.2153577691,0.7827475031,9
544,0.2331666164,0.9068119417,9
545,0.2884209588,0.8637437679,9
546,0.2136541572,0.8499991845,9
547,0.1851396219,0.9390355956,9
548,0.2219397611,0.8741718182,9
549,0.2598321226,0.8237398533,9
550,0.2187427026,0.8614374181,9
551,0.2339266078,0.862093113,9
552,0.2725407487,0.8396700865,9
553,0.1963866445,0.8252100018,9
554,0.2743727949,0.8459595383,9
555,0.2401105596,0.8645473476,9
556,0.2454018401,0.897091781,9
557,0.2817306998,0.8672429823,9
558,0.2559217761,0.9118519848,9
559,0.2399842482,0.8874249023,9
560,0.2135267844,0.8909893599,9
561,0.2898125072,0.9196050607,9
562,0.2569333288,0.920315125,9
563,0.2652412229,0.8683260206,9
564,0.2378751661,0.8613580388,9
565,0.2436377261,0.8934881774,9
566,0.230635081,0.8761008444,9
567,0.2522375164,0.8682422918,9
568,0.2482369475,0.8520282503,9
569,0.2316540638,0.8476928347,9
570,0.2188223106,0.8901498964,9
571,0.2249680506,0.8137173988,9
572,0.2940794976,0.9243460721,9
573,0.2279644969,0.8387468941,9
574,0.2352555312,0.8804938916,9
575,0.2123188652,0.8606827709,9
576,0.2293411852,0.87582791,9
577,0.1988948282,0.8994090047,9
578,0.2516823831,0.8365808174,9
579,0.2913017081,0.1344718285,10
580,0.3286145231,0.0162401388,10
581,0.324910096,0.1232597715,10
582,0.2476276807,0.1121912498,10
583,0.3184353095,0.1296840594,10
584,0.2339181162,0.0731681591,10
585,0.2801661367,0.1382983466,10
586,0.3786985891,0.1180664068,10
587,0.3384742431,0.1418617169,10
588,0.3019246038,0.1441169594,10
589,0.3127895079,0.1040260538,10
590,0.2664894769,0.1351144748,10
591,0.2880674991,0.0545335921,10
592,0.2880059356,0.06418416,10
593,0.3202227751,0.1225823289,10
594,0.1940228167,0.1394629391,10
595,0.3057776325,0.0438195588,10
596,0.309153013,0.1289783447,10
597,0.3204913195,0.1236631925,10
598,0.2918929304,0.0795565632,10
599,0.2926412459,0.0433987397,10
600,0.3855247125,0.1405959973,10
601,0.3383182113,0.1534684957,10
602,0.3376006776,0.1350187846,10
603,0.3608483456,0.1248310471,10
604,0.31464066,0.122532309,10
605,0.3196389829,0.1297210306,10
606,0.2738781636,0.0660827393,10
607,0.3693504834,0.0792075117,10
608,0.3603770661,0.1216145536,10
609,0.3514737039,0.106605338,10
610,0.3315578973,0.1419922034,10
611,0.2846050805,0.1076666286,10
612,0.3472045905,0.1105427697,10
613,0.2260326754,0.1291012195,10
614,0.2894091598,0.0522479027,10
615,0.3340289306,0.1257498899,10
616,0.3644699803,0.2039156839,10
617,0.1878324962,0.1513165549,10
618,0.3539882562,0.0674561103,10
619,0.37506634,0.0406128518,10
620,0.3332434647,0.1087899003,10
621,0.3395516051,0.1218276816,10
622,0.3205412072,0.1478640983,10
623,0.2727445453,0.0986554448,10
624,0.3059166812,0.1232673833,10
625,0.3094024515,0.1178250067,10
626,0.385533204,0.0412554981,10
627,0.3152318823,0.1078503972,10
628,0.3127470503,0.1388594388,10
629,0.3088674855,0.1020209105,10
630,0.3325577742,0.1622132694,10
631,0.2980917424,0.1356222849,10
632,0.339286245,0.1088910274,10
633,0.317766602,0.1229411669,10
634,0.3203533323,0.1234631131,10
635,0.3066798568,0.1254736934,10
636,0.3059400329,0.1029799866,10
637,0.3612166655,0.1132503656,10
638,0.3492754608,0.1569198649,10
639,0.31784621,0.117287837,10
640,0.3316459969,0.1555671544,10
641,0.2893136302,0.144970559,10
642,0.3623672669,0.1856791009,10
643,0.3117853852,0.0631772388,10
644,0.3087284368,0.1121716768,10
645,0.3445934471,0.1791199769,10
646,0.3596340578,0.1470550816,10
647,0.154194388,0.5352928064,11
648,0.127445028,0.5884073573,11
649,0.1198047799,0.5508196187,11
650,0.1002806448,0.5985896579,11
651,0.0877015145,0.52405139,11
652,0.1763052533,0.5475063476,11
653,0.1099715959,0.5907713386,11
654,0.0821353209,0.5578006492,11
655,0.0967110207,0.5310933142,11
656,0.086738788,0.5073686843,11
657,0.1201423179,0.5691942999,11
658,0.1323987704,0.5685027212,11
659,0.1238658509,0.5508022204,11
660,0.1631869112,0.4960533255,11
661,0.1691447762,0.5272820195,11
662,0.128862051,0.5511588837,11
663,0.1449874538,0.6132824436,11
664,0.0523651015,0.6310862462,11
665,0.0127447151,0.5596176744,11
666,0.1324518424,0.5700620355,11
667,0.1444238289,0.5552137533,11
668,0.1248423761,0.5482805678,11
669,0.0515361166,0.5689855214,11
670,0.1554532563,0.5117171487,11
671,0.2023784757,0.516889853,11
672,0.1363781106,0.5800344702,11
673,0.1225974296,0.5452500177,11
674,0.1239454589,0.5558455257,11
675,0.1236217196,0.5637269134,11
676,0.105667455,0.6191891348,11
677,0.1267115727,0.5508620268,11
678,0.068639106,0.6019235893,11
679,0.1663988299,0.5691725522,11
680,0.0914006343,0.5194169426,11
681,0.1285977523,0.5285085931,11
682,0.1259016936,0.5489656222,11
683,0.1155208064,0.5692149603,11
684,0.0805781878,0.5998619017,11
685,0.1269748099,0.55036944,11
686,0.1174006173,0.5562011015,11
687,0.1359174454,0.5183491276,11
688,0.0407115472,0.6058740696,11
689,0.139967902,0.5687310727,11
690,0.1364481656,0.5295883693,11
691,0.1303799108,0.5370119667,11
692,0.1331216114,0.546265638,11
693,0.1299521503,0.5382722493,11
694,0.1943263887,0.5163407221,11
695,0.1833415418,0.5398196023,11
696,0.1691989097,0.5718464391,11
697,0.1730200952,0.579731089,11
698,0.132050618,0.5508196187,11
699,0.1231419485,0.5431404851,11
700,0.0866050465,0.6141229944,11
701,0.1310135907,0.5407210469,11
702,0.098229942,0.5399511763,11
703,0.1247319863,0.6217097,11
704,0.1266415176,0.5636964665,11
705,0.1124288304,0.5746714729,11
706,0.0607929384,0.5018621518,11
707,0.125502592,0.5492951008,11
708,0.1939379015,0.5981927613,11
709,0.0,0.5645381048,11
710,0.1043417159,0.5741712745,11
711,0.1926397599,0.5692116981,11
712,0.0991640095,0.5627917598,11
713,0.1265417422,0.6080662437,11
714,0.1670823975,0.5663322949,11
715,0.093552174,0.5981394792,11
716,0.5195156435,0.1407373578,12
717,0.5045344735,0.1217787492,12
718,0.4827611462,0.1545210872,12
719,0.517930913,0.1614303501,12
720,0.5804285247,0.1567295721,12
721,0.5160479177,0.1383712016,12
722,0.5536473216,0.1691062215,12
723,0.5174267288,0.1377437788,12
724,0.4690144313,0.1493168485,12
725,0.5161084198,0.1289663834,12
726,0.4854179315,0.1195017588,12
727,0.5150204433,0.1408439218,12
728,0.4753788281,0.1271819798,12
729,0.5222637127,0.1303451913,12
730,0.509905362,0.1374871552,12
731,0.4678627685,0.1344979258,12
732,0.5879530758,0.1815154926,12
733,0.5559623231,0.1018523653,12
734,0.5200728997,0.1354809245,12
735,0.5545771434,0.1204401746,12
736,0.4841325272,0.1502944103,12
737,0.5285071053,0.1608290246,12
738,0.5319058375,0.1283802813,12
739,0.572372192,0.1518526372,12
740,0.4213154219,0.0494957238,12
741,0.5620847114,0.1710776558,12
742,0.5618331501,0.1308486519,12
743,0.5318294138,0.1629276833,12
744,0.4930528725,0.16494805,12
745,0.4963688123,0.1260043387,12
746,0.5146850282,0.1342054185,12
747,0.4732952205,0.0684717306,12
748,0.5842497102,0.148875369,12
749,0.5155936212,0.1359387148,12
750,0.5253111082,0.1506064906,12
751,0.5102917263,0.1417355799,12
752,0.5140141978,0.1537262066,12
753,0.56604813,0.1243438973,12
754,0.5123318148,0.1674577414,12
755,0.5646470286,0.1851712908,12
756,0.5125717003,0.1340923301,12
757,0.523657384,0.1373349209,12
758,0.5234758777,0.0977964084,12
759,0.5474156049,0.1371489776,12
760,0.5251115574,0.1363638835,12
761,0.4566263602,0.1287641292,12
762,0.5321181256,0.1101719704,12
763,0.5155171975,0.166083283,12
764,0.5202045183,0.1454403106,12
765,0.4993397841,0.1800757909,12
766,0.541436511,0.1402893539,12
767,0.5184000696,0.1841078254,12
768,0.5462448361,0.138027587,12
769,0.5187429149,0.1339498823,12
770,0.5578187824,0.172860972,12
771,0.5207203784,0.0993481109,12
772,0.51804661,0.137363193,12
773,0.5163408752,0.1379558194,12
774,0.5229982295,0.1888738467,12
775,0.4610101092,0.0559428469,12
776,0.4429189187,0.1059877016,12
777,0.5298370901,0.119199465,12
778,0.5194031308,0.1380221501,12
779,0.5178120316,0.1047263316,12
780,0.5240617928,0.1935300418,12
781,0.4813908266,0.1456501764,12
782,0.5283266604,0.1296253405,12
783,0.5195220122,0.1342913221,12
784,0.5208074165,0.1339520571,12
785,0.4100864437,0.3733927047,13
