x,y,cluster,_id
0.8559381223,0.3539850049,2,374
0.8231088316,0.283715822,2,375
0.8373183345,0.3056516988,2,376
0.8382821224,0.3194212921,2,377
0.8273291187,0.2968427691,2,378
0.9110863206,0.4743958201,2,379
0.8264767821,0.294787606,2,380
0.854445737,0.3435819646,2,381
0.7715971282,0.1675284216,2,382
0.7821393544,0.1697434308,2,383
0.8233105053,0.256795359,2,384
0.8286113387,0.2931510871,2,385
0.8105753432,0.2576109,2,386
0.8250862951,0.2772991459,2,387
0.8283873748,0.2882110837,2,388
0.8353451167,0.2973951622,2,389
0.8311269525,0.2868714218,2,390
0.8289520611,0.2886949714,2,391
0.8420810176,0.3301918696,2,392
0.8297842304,0.2921735254,2,393
0.8253389179,0.2877848277,2,394
0.8534034026,0.3450162293,2,395
0.8401895308,0.3182947582,2,396
0.8292184826,0.2943689616,2,397
0.8323847594,0.2778287038,2,398
0.8321109078,0.3080787486,2,399
0.8643712664,0.3643162777,2,400
0.8310537131,0.2856916059,2,401
0.835839748,0.3222311026,2,402
0.8462694615,0.3101360866,2,403
0.8139125118,0.2373017556,2,404
0.8542355718,0.3594850131,2,405
0.8253548395,0.2922017975,2,406
0.828918095,0.2978377291,2,407
0.8351317672,0.2912514204,2,408
0.8289955802,0.2835005192,2,409
0.7956037261,0.2270150658,2,410
0.8252030536,0.2969732557,2,411
0.8359628751,0.2983846852,2,412
0.8236788251,0.261787557,2,413
0.8263165045,0.2920115046,2,414
0.8338007209,0.285195757,2,415
0.8182676019,0.2793575712,2,416
0.8288066438,0.2880207909,2,417
0.8230090562,0.2884970668,2,418
0.8377089445,0.3201487547,2,419
0.8370699574,0.2925030039,2,420
0.8067605263,0.2484148602,2,421
0.8096741802,0.2437782381,2,422
0.8255183014,0.2943319904,2,423
0.8299572452,0.2903206163,2,424
0.8149835052,0.2681433395,2,425
0.4244551626,0.8031479881,3,678
0.4295023118,0.7942618539,3,679
0.3798736037,0.7353221659,3,680
0.4548282802,0.8028446068,3,681
0.4165007281,0.8006752679,3,682
0.4128047926,0.8413935964,3,683
0.4215839663,0.7869948403,3,684
0.3985061288,0.7998575522,3,685
0.4168340204,0.8215226693,3,686
0.4163754782,0.7446421678,3,687
0.4109769922,0.8006045877,3,688
0.3787484768,0.8316506005,3,689
0.3998584038,0.7973456861,3,690
0.5187259318,0.8477156698,3,691
0.4183975222,0.8322203918,3,692
0.4468101593,0.7951785219,3,693
0.442743781,0.8300412664,3,694
0.3968969851,0.7609888706,3,695
0.4230636142,0.8098952302,3,696
0.431110394,0.8002174776,3,697
0.4189791915,0.8005719661,3,698
0.4127697651,0.8186574021,3,699
0.3800200825,0.8271422901,3,700
0.4217463667,0.8059719345,3,701
0.4676027156,0.7932364471,3,702
0.3917118486,0.7565914738,3,703
0.3988956774,0.8236419884,3,704
0.3891251184,0.8049574016,3,705
0.4466880936,0.7803530749,3,706
0.4443210815,0.7385310476,3,707
0.3725698322,0.7359039184,3,708
0.4278475262,0.7937834032,3,709
0.3945586318,0.8024466228,3,710
0.4063522963,0.8296106608,3,711
0.4824596971,0.8274130497,3,712
0.4100779522,0.7717616228,3,713
0.4712084287,0.8068777287,3,714
0.4526746176,0.8105411386,3,715
0.4059733621,0.8000478451,3,716
0.4183253442,0.8001544091,3,717
0.4301147629,0.8040635687,3,718
0.4214884367,0.7981340423,3,719
0.4290214793,0.7463091335,3,720
0.4220414471,0.7957874592,3,721
0.4201573904,0.801081951,3,722
0.4205257102,0.8007970554,3,723
0.4221136251,0.8008905707,3,724
0.4663916121,0.8183670695,3,725
0.4542943756,0.8352890005,3,726
0.4228396503,0.8702561342,3,727
0.4219841293,0.7833716638,3,728
0.447482051,0.7927993171,3,729
0.403134009,0.7620621225,3,730
0.3752457235,0.7971760535,3,731
0.4239308111,0.7917206283,3,732
0.4403725231,0.8232657522,3,733
0.4010482786,0.8058599336,3,734
0.4162895015,0.7854996819,3,735
0.4114875451,0.8179788721,3,736
0.3665281133,0.8040189858,3,737
0.4664956332,0.8208039059,3,738
0.4348052681,0.880494979,3,739
0.4885735939,0.7986418525,3,740
0.89426249,0.75752554,4,993
0.8495960158,0.7214862418,4,994
0.8470581117,0.7406492793,4,995
0.8755758314,0.6870769381,4,996
0.8774386594,0.7266350237,4,997
0.8213786837,0.7322383337,4,998
0.8513505768,0.7413017121,4,999
0.8561896836,0.6479298852,4,1000
0.8496989755,0.7580137772,4,1001
0.8435320067,0.7134417459,4,1002
0.8686701001,0.7777640042,4,1003
0.9018379902,0.7553496768,4,1004
0.8451390275,0.741665987,4,1005
0.8293479784,0.7464124354,4,1006
0.8798789109,0.7588434542,4,1007
0.8430702801,0.7308703997,4,1008
0.8684716107,0.7595306834,4,1009
0.8708428686,0.7332637405,4,1010
0.8170607441,0.7208696929,4,1011
0.8569369377,0.7146574456,4,1012
0.8168983437,0.7469419933,4,1013
0.8652809208,0.6713609204,4,1014
0.8792080805,0.7511110386,4,1015
0.8451783008,0.7575211905,4,1016
0.8297024995,0.7720160716,4,1017
0.8521615173,0.693719791,4,1018
0.9062971014,0.7430328337,4,1019
0.8367525867,0.7459644315,4,1020
0.7812137783,0.7619729567,4,1021
0.8436986528,0.7373447074,4,1022
0.8628693282,0.7136864082,4,1023
0.8793280233,0.7735993084,4,1024
0.8279957033,0.7975055321,4,1025
0.8309369547,0.7358169274,4,1026
0.8579750264,0.8238235822,4,1027
0.8500779097,0.7113659223,4,1028
0.8542037286,0.7508881241,4,1029
0.8328475474,0.7568230874,4,1030
0.8526264282,0.7417953862,4,1031
0.8700404197,0.7370337145,4,1032
0.8575122384,0.7412473427,4,1033
0.8829156919,0.7287989257,4,1034
0.8454956714,0.7179141725,4,1035
0.8259832123,0.7316750667,4,1036
0.8181338604,0.7469452555,4,1037
0.8513537611,0.7365172052,4,1038
0.8978926162,0.7309345556,4,1039
0.7594181608,0.829608486,4,1040
0.9105842593,0.7097696369,4,1041
0.8206579657,0.6897856215,4,1042
0.8386249676,0.7734677345,4,1043
0.8168346573,0.7188602,4,1044
0.9121870343,0.6571911682,4,1045
0.9097605815,0.6888069723,4,1046
0.8487320033,0.7446693525,4,1047
0.8365148241,0.7392378498,4,1048
0.8816493935,0.7751923317,4,1049
0.840568465,0.7774649725,4,1050
0.8543852349,0.7720378194,4,1051
0.8796698071,0.8024172634,4,1052
0.8410811408,0.7482468588,4,1053
0.9061484998,0.7195039336,4,1054
0.8733054104,0.7239176412,4,1055
0.8629117858,0.7433992834,4,1056
0.859123505,0.10061818,5,1313
0.898207864,0.1324558113,5,1314
0.9040510935,0.156177179,5,1315
0.8976113345,0.1203096881,5,1316
0.8831237342,0.0645408233,5,1317
0.8771966509,0.1119389758,5,1318
0.8663964947,0.1384331827,5,1319
0.891474086,0.1649404383,5,1320
0.8811048746,0.1140898291,5,1321
0.9280056808,0.1641205478,5,1322
0.8963758178,0.1299124109,5,1323
0.8791624386,0.1203357854,5,1324
0.8468001817,0.1422390405,5,1325
0.8897237707,0.1577386681,5,1326
0.893103397,0.1202661926,5,1327
0.9191628207,0.1315674153,5,1328
0.881783135,0.1151848288,5,1329
0.9099622552,0.1197279355,5,1330
0.9171153021,0.0654172579,5,1331
0.9254316878,0.1297188559,5,1332
0.8306397514,0.0399223605,5,1333
0.8947136021,0.116205886,5,1334
0.8537695995,0.1264066722,5,1335
0.842029007,0.1152729072,5,1336
0.8709118622,0.1237349601,5,1337
0.8897067877,0.1381798213,5,1338
0.8771977124,0.1024156323,5,1339
0.8902099105,0.1089345229,5,1340
0.8825314505,0.111597536,5,1341
0.939555214,0.1228802732,5,1342
0.8889287519,0.0958586831,5,1343
0.8764886702,0.1541861717,5,1344
0.9291955555,0.1085822092,5,1345
0.8960255425,0.107992845,5,1346
0.8945894136,0.1177184426,5,1347
0.8935162974,0.1285890598,5,1348
0.8906535926,0.1215188635,5,1349
0.9470044029,0.1187938693,5,1350
0.8735537874,0.1377840121,5,1351
0.8541676397,0.0897725728,5,1352
0.8729774253,0.1352754082,5,1353
0.8926820052,0.1133645414,5,1354
0.8717196184,0.1496474145,5,1355
0.8508432083,0.1112908926,5,1356
0.8709352139,0.1286553905,5,1357
0.8576088295,0.1500127768,5,1358
0.8755811386,0.1233630734,5,1359
0.8788482522,0.0691839697,5,1360
0.9207295068,0.1251126806,5,1361
0.8601106445,0.090479375,5,1362
0.8821525163,0.1160134184,5,1363
0.8782793202,0.0768391808,5,1364
0.903035295,0.1072827807,5,1365
0.8070322551,0.0927846374,5,1366
0.8433611148,0.0886590876,5,1367
0.8647003129,0.1329418737,5,1368
0.883742554,0.1182566997,5,1369
0.8854291828,0.1156197839,5,1370
0.9165962578,0.1167430557,5,1371
0.8814031393,0.0646473873,5,1372
0.8667881662,0.1088301337,5,1373
0.9143056694,0.1317903299,5,1374
0.8421510727,0.0963762797,5,1375
0.9037315999,0.0970156638,5,1376
0.8168006912,0.1177227922,5,1377
0.352806873,0.5998814747,6,1638
0.3333973736,0.5288435086,6,1639
0.3105254555,0.548123984,6,1640
0.3336606108,0.5517156263,6,1641
0.3348770215,0.5564805602,6,1642
0.3012389133,0.5644978714,6,1643
0.3537887054,0.5760926889,6,1644
0.3240397149,0.5492298575,6,1645
0.2913388585,0.5571786633,6,1646
0.373338315,0.5400240313,6,1647
0.3758125326,0.5482892669,6,1648
0.4109950367,0.5726380575,6,1649
0.3369680591,0.5593142932,6,1650
0.3587435093,0.5673272548,6,1651
0.3017908623,0.5598808223,6,1652
0.3355032714,0.5604440892,6,1653
0.3293564699,0.5643010542,6,1654
0.3389996561,0.5301799083,6,1655
0.3581724543,0.5436722178,6,1656
0.3343006594,0.5594110707,6,1657
0.3251372442,0.556861146,6,1658
0.3461017539,0.5547777107,6,1659
0.232363106,0.5436037123,6,1660
0.3304688595,0.5444779722,6,1661
0.3531253052,0.5607746552,6,1662
0.3416139838,0.5535630984,6,1663
0.3554880715,0.5450890843,6,1664
0.4167905014,0.5910540595,6,1665
0.2729939838,0.5281725902,6,1666
0.3209519847,0.5394814247,6,1667
0.3776435174,0.5465972913,6,1668
0.2847133474,0.5554497165,6,1669
0.3448991419,0.5645587652,6,1670
0.2804283124,0.5605843623,6,1671
0.3233221811,0.5619185873,6,1672
0.3570802322,0.542209681,6,1673
0.4082140628,0.5724129682,6,1674
0.3364702436,0.5557715833,6,1675
0.2905756828,0.5121716768,6,1676
0.3429811191,0.5775236915,6,1677
0.3386260291,0.5546004665,6,1678
0.3229114037,0.5868513051,6,1679
0.3274501229,0.5327907268,6,1680
0.3586628398,0.5936953248,6,1681
0.395597782,0.5896056588,6,1682
0.2959614315,0.5623143965,6,1683
0.343419494,0.57043066,6,1684
0.3386292134,0.5567273973,6,1685
0.3625190529,0.5451749879,6,1686
0.3387056371,0.5615880213,6,1687
0.3505746638,0.5270982509,6,1688
0.3727407241,0.5479793614,6,1689
0.3702113116,0.546896323,6,1690
0.3311269525,0.5203510088,6,1691
0.3443333942,0.5682460976,6,1692
0.2762664046,0.5120553263,6,1693
0.3277961525,0.5586379379,6,1694
0.4592024761,0.5940835223,6,1695
0.3331160919,0.5340238247,6,1696
0.3192738474,0.5583465179,6,1697
0.3150429459,0.5461068794,6,1698
0.3405918167,0.5568046018,6,1699
0.3504027105,0.5267926949,6,1700
0.2565533331,0.5162907023,6,1701
0.4152068323,0.6048280024,6,1702
0.1763381579,0.3358321508,7,1965
0.1339909311,0.2889613814,7,1966
0.1413010712,0.2938481028,7,1967
0.152162791,0.3051188787,7,1968
0.1773444034,0.3377263806,7,1969
0.1479180908,0.2807559521,7,1970
0.1598423124,0.2882273946,7,1971
0.1509421345,0.288892876,7,1972
0.1859272107,0.3302484138,7,1973
0.1134329531,0.3263262055,7,1974
0.2051010704,0.260783898,7,1975
0.1281975893,0.3250082913,7,1976
0.1624534558,0.3278474612,7,1977
0.1595557235,0.3180033383,7,1978
0.1772297679,0.3076753277,7,1979
0.1339930539,0.2584492761,7,1980
0.1586407619,0.3235685897,7,1981
0.1588626029,0.3916793076,7,1982
0.1411991729,0.3880278589,7,1983
0.1445745535,0.2653183056,7,1984
0.1037558008,0.3705502727,7,1985
0.1530023904,0.3185709548,7,1986
0.1473587117,0.282333752,7,1987
0.1287293709,0.3261391748,7,1988
0.1528060239,0.3196594301,7,1989
0.1491684676,0.3288032752,7,1990
0.2290970539,0.2708824697,7,1991
0.1284778095,0.3080722243,7,1992
0.0938281486,0.3501291273,7,1993
0.183231152,0.3666693851,7,1994
0.1209076165,0.2803253465,7,1995
0.2084393005,0.4205026994,7,1996
0.1455340956,0.3134678432,7,1997
0.1910847496,0.2883894154,7,1998
0.1482418301,0.3050340624,7,1999
0.1571037961,0.3156556677,7,2000
0.1725902118,0.3418606295,7,2001
0.1209617499,0.3364345637,7,2002
0.1589963444,0.3413114986,7,2003
0.1564849764,0.3788524795,7,2004
0.1675940118,0.3279192288,7,2005
0.1176585474,0.3393552877,7,2006
0.1893206357,0.3194876228,7,2007
0.1888302502,0.3309530412,7,2008
0.1615353099,0.3172584775,7,2009
0.1759082746,0.3171508261,7,2010
0.1933689694,0.3112452223,7,2011
0.1460106823,0.3211915597,7,2012
0.1721815573,0.4058349236,7,2013
0.1165769396,0.3154240541,7,2014
0.1627750723,0.3307040293,7,2015
0.172658144,0.2819781761,7,2016
0.1597987934,0.314100703,7,2017
0.1722271992,0.2938013451,7,2018
0.176051569,0.3119552866,7,2019
0.0874478302,0.3518091417,7,2020
0.1550191272,0.3407308334,7,2021
0.1539513181,0.3239176412,7,2022
0.1478427285,0.3150249827,7,2023
0.1575591541,0.3518439381,7,2024
0.1684081366,0.3510022998,7,2025
0.1698049922,0.3163950915,7,2026
0.1515429098,0.3393346273,7,2027
0.1635393094,0.3381526366,7,2028
0.1207335402,0.3234772491,7,2029
0.1812929618,0.3328853295,7,2030
0.1769081514,0.3463656777,7,2031
0.7074383622,0.3404785594,8,2300
0.6012072823,0.375543558,8,2301
0.6404869464,0.3792885221,8,2302
0.6255959988,0.3389203325,8,2303
0.5491637972,0.3541144041,8,2304
0.6214468282,0.3728544477,8,2305
0.6529323353,0.4343255748,8,2306
0.6109396295,0.394270553,8,2307
0.6296485783,0.4001207001,8,2308
0.6343263462,0.3768386371,8,2309
0.6511607912,0.3424630424,8,2310
0.6079771493,0.4295562914,8,2311
0.6493871243,0.3119194028,8,2312
0.6366540851,0.3741734492,8,2313
0.6373896633,0.3778770925,8,2314
0.6391240569,0.3895980471,8,2315
0.6353899095,0.3492439935,8,2316
0.6474298282,0.4079792526,8,2317
0.6250313125,0.3521038238,8,2318
0.7014115035,0.3529019665,8,2319
0.6071396728,0.4217716812,8,2320
0.5628298426,0.4254524893,8,2321
0.6373896633,0.3758610753,8,2322
0.5640504991,0.381385006,8,2323
0.6340440031,0.3951611237,8,2324
0.599823164,0.3188699865,8,2325
0.6398373449,0.4411772062,8,2326
0.6688688017,0.3883845221,8,2327
0.6303724807,0.3606941885,8,2328
0.5913836513,0.3712201036,8,2329
0.6155622025,0.3899742833,8,2330
0.5989092638,0.3777335573,8,2331
0.7171929996,0.2940296966,8,2332
0.5748262422,0.3313412386,8,2333
0.7130385218,0.3770756876,8,2334
0.6271425175,0.4333969455,8,2335
0.6159315838,0.3937377329,8,2336
0.6442688586,0.3493929657,8,2337
0.6543313138,0.3365628755,8,2338
0.5843749602,0.372356424,8,2339
0.6441510387,0.3812023248,8,2340
0.6413976623,0.3778651313,8,2341
0.5344288814,0.3844035949,8,2342
0.6284990383,0.3368912666,8,2343
0.6301782371,0.3748008721,8,2344
0.5908539925,0.3770974354,8,2345
0.6717962544,0.3865272635,8,2346
0.6191997588,0.3487753293,8,2347
0.6264525812,0.4281448618,8,2348
0.647361896,0.3849309781,8,2349
0.6672150775,0.4039309074,8,2350
0.5762952757,0.3607768299,8,2351
0.6570188809,0.3921588456,8,2352
0.6346660072,0.3762155638,8,2353
0.5944989789,0.3565414539,8,2354
0.6271658692,0.3753717507,8,2355
0.6610353714,0.3518580741,8,2356
0.6387684744,0.3763308269,8,2357
0.6787762866,0.384319866,8,2358
0.5905854481,0.4474503471,8,2359
0.6143542833,0.4067592034,8,2360
0.6407565523,0.4015234305,8,2361
0.6858284967,0.4329456795,8,2362
0.6252818124,0.3636812431,8,2363
0.6281009982,0.3877070794,8,2364
0.634463272,0.3650654879,8,2365
0.6050496966,0.3997466386,8,2366
0.6724118898,0.3758980465,8,2367
0.1961138543,0.8830035829,9,2639
0.324206361,0.8865604289,9,2640
0.2329957245,0.8304033666,9,2641
0.1783846151,0.8917646675,9,2642
0.2548921789,0.882347888,9,2643
0.1803567714,0.8855056626,9,2644
0.2397496699,0.8626737782,9,2645
0.1790066191,0.8911415942,9,2646
0.3036568745,0.873930418,9,2647
0.2362851284,0.8706454191,9,2648
0.2200397828,0.8408238051,9,2649
0.223045782,0.899992932,9,2650
0.2782417452,0.8417741821,9,2651
0.234929669,0.8634762705,9,2652
0.2186684018,0.8948822087,9,2653
0.2804771387,0.9286945364,9,2654
0.2538328613,0.8549391878,9,2655
0.2357851899,0.8586319572,9,2656
0.2396382186,0.8764770806,9,2657
0.2202786069,0.854112773,9,2658
0.2527194103,0.9632365014,9,2659
0.2312390406,0.8572846836,9,2660
0.2631990116,0.8664198296,9,2661
0.1992504108,0.7839740767,9,2662
0.1928976899,0.902403671,9,2663
0.2603607199,0.8367885085,9,2664
0.2688947009,0.871699098,9,2665
0.2869869528,0.8345397902,9,2666
0.2511919976,0.8892419275,9,2667
0.2670159513,0.8818085436,9,2668
0.2463847339,0.908458247,9,2669
0.2435135376,0.8752668178,9,2670
0.2637191174,0.8994264029,9,2671
0.2924692925,0.8817291643,9,2672
0.2510104913,0.8348583949,9,2673
0.2405595489,0.8610057251,9,2674
0.3129455396,0.8677812393,9,2675
0.2962947238,0.7862064841,9,2676
0.1836822642,0.9096500242,9,2677
0.2207626237,0.924132944,9,2678
0.2443096179,0.8790400539,9,2679
0.2441546476,0.8632272586,9,2680
0.2107320118,0.8701995901,9,2681
0.2470513185,0.8213617359,9,2682
0.2793520119,0.869627624,9,2683
0.2210555813,0.8614472046,9,2684
0.2623296919,0.8425831988,9,2685
0.2351578786,0.8626041854,9,2686
0.2910660683,0.8993774704,9,2687
0.2478505832,0.7609758219,9,2688
0.2351918447,0.8632859776,9,2689
0.2913558415,0.8225687365,9,2690
0.2526451095,0.8648017964,9,2691
0.2424064553,0.9082048856,9,2692
0.209115438,0.7464341831,9,2693
0.2387264413,0.8479092249,9,2694
0.2730237041,0.8804493087,9,2695
0.2760679152,0.8207995563,9,2696
0.2284283464,0.8401278768,9,2697
0.2321253434,0.8610013755,9,2698
0.2405415044,0.9046415154,9,2699
0.2555470876,0.8447199161,9,2700
0.2703690416,0.8636219805,9,2701
0.2392688374,0.9317500965,9,2702
0.2971884566,0.8864027576,9,2703
0.256109651,0.8188379085,9,2704
0.240834462,0.9008802405,9,2705
0.2340189531,0.8625378547,9,2706
0.3297874147,0.1777161591,10,2980
0.319031839,0.1184154583,10,2981
0.2630535942,0.0827002017,10,2982
0.3998955543,0.0344930326,10,2983
0.2890917891,0.0807885737,10,2984
0.3229814588,0.0491771192,10,2985
0.3200338387,0.1256063547,10,2986
0.2282118126,0.1086659381,10,2987
0.3696200892,0.027856704,10,2988
0.3473192261,0.1080330783,10,2989
0.2398303394,0.0631859379,10,2990
0.4041062884,0.1013858759,10,2991
0.343250725,0.1108222284,10,2992
0.3138180436,0.1187623351,10,2993
0.3476970989,0.1137266415,10,2994
0.3364872266,0.1322579067,10,2995
0.3578954184,0.1055864555,10,2996
0.331198069,0.1282802416,10,2997
0.3208787453,0.1240611764,10,2998
0.3643288088,0.1208272847,10,2999
0.317267725,0.142461955,10,3000
0.3469657664,0.1381624231,10,3001
0.3099236187,0.0973788514,10,3002
0.3313785139,0.115919903,10,3003
0.2994832908,0.1329494854,10,3004
0.3202588641,0.1220386349,10,3005
0.3141810563,0.056170111,10,3006
0.3104076356,0.1022710097,10,3007
0.3248283651,0.1652144601,10,3008
0.3618110721,0.1086061318,10,3009
0.3461792391,0.1057071556,10,3010
0.3188301653,0.1526018475,10,3011
0.3171902398,0.1163352852,10,3012
0.4306560976,0.1222256656,10,3013
0.2596198345,0.1490504385,10,3014
0.3485154694,0.1396260473,10,3015
0.2606844592,0.1095673827,10,3016
0.319369377,0.1168822413,10,3017
0.382940105,0.1466396994,10,3018
0.3453916503,0.1497344055,10,3019
0.3632164192,0.1078982422,10,3020
0.2976905179,0.1388061568,10,3021
0.3143222278,0.1336508506,10,3022
0.3332413418,0.1503879256,10,3023
0.337015824,0.114711815,10,3024
0.3343293183,0.0938524523,10,3025
0.3477883827,0.1112343484,10,3026
0.3234028506,0.1264066722,10,3027
0.354686684,0.155361638,10,3028
0.270121726,0.1832727115,10,3029
0.3350341147,0.1443790199,10,3030
0.2974007447,0.1175074894,10,3031
0.3871667608,0.0941764939,10,3032
0.3186072628,0.1212263561,10,3033
0.2644079922,0.1747965225,10,3034
0.3675884923,0.1581605746,10,3035
0.3571163211,0.1457937116,10,3036
0.3247285897,0.1228465641,10,3037
0.3509599667,0.1777737907,10,3038
0.3130782197,0.1220582079,10,3039
0.3001190936,0.0902564604,10,3040
0.3280020719,0.1042598422,10,3041
0.3473075502,0.1569611857,10,3042
0.2862662347,0.1028908208,10,3043
0.3430394983,0.2053412495,10,3044
0.2667272395,0.1221615097,10,3045
0.3259938267,0.1125816221,10,3046
0.33167041,0.1505695194,10,3047
0.1256363335,0.5335301505,11,3323
0.2126288058,0.5855823234,11,3324
0.1251990201,0.5600787269,11,3325
0.1255546026,0.5503368184,11,3326
0.077804644,0.6114012625,11,3327
0.1430662466,0.5715495822,11,3328
0.1185501573,0.5622730757,11,3329
0.1243286389,0.5595056734,11,3330
0.1306113048,0.5495549865,11,3331
0.1116316887,0.5319708363,11,3332
0.1264493969,0.5513926721,11,3333
0.1269896701,0.5636627575,11,3334
0.1609525791,0.5716028642,11,3335
0.1457389536,0.5598655989,11,3336
0.1894235954,0.5457230314,11,3337
0.1233850184,0.539667368,11,3338
0.1277220639,0.5219157601,11,3339
0.1445342187,0.4912155366,11,3340
0.0509831061,0.5374643201,11,3341
0.1209458283,0.5242884405,11,3342
0.1022241422,0.5434743132,11,3343
0.1365808457,0.5748715523,11,3344
0.1691819266,0.5796517096,11,3345
0.1380626165,0.5391138876,11,3346
0.0105347961,0.5510360089,11,3347
0.1013166107,0.5997118422,11,3348
0.1981985233,0.5694302631,11,3349
0.0942728921,0.5113854953,11,3350
0.1019725809,0.5535000299,11,3351
0.1141451796,0.5419508827,11,3352
0.129351375,0.5207576919,11,3353
0.1292898114,0.550495577,11,3354
0.0976737472,0.5224039972,11,3355
0.1239178615,0.5467886716,11,3356
0.1249113697,0.5498888146,11,3357
0.1697858862,0.4700310449,11,3358
0.0910004713,0.5795571069,11,3359
0.1125179914,0.5101132515,11,3360
0.1033598835,0.5595382951,11,3361
0.1283090405,0.5469256825,11,3362
0.1265215748,0.589544765,11,3363
0.1624502715,0.5654678215,11,3364
0.0902510943,0.6056402812,11,3365
0.1470424024,0.5293937269,11,3366
0.1259823631,0.5253682167,11,3367
0.0527854319,0.5966486704,11,3368
0.079327811,0.5195996238,11,3369
0.1415430796,0.5563848701,11,3370
0.1356138735,0.5028538496,11,3371
0.2158874279,0.5383407548,11,3372
0.1316653151,0.5279583748,11,3373
0.1393289149,0.507687289,11,3374
0.0949798114,0.5222767729,11,3375
0.1139636733,0.5163211492,11,3376
0.1251491324,0.6174623628,11,3377
0.1262042042,0.5508620268,11,3378
0.0956113685,0.5587890848,11,3379
0.1467176017,0.5158698832,11,3380
0.2550227361,0.5213253084,11,3381
0.121655932,0.5506913069,11,3382
0.1080705561,0.5966747677,11,3383
0.1795500766,0.5576897356,11,3384
0.1988958897,0.5854235648,11,3385
0.1698251595,0.5396293095,11,3386
0.1406366095,0.5203890674,11,3387
0.0980229611,0.52123723,11,3388
0.1561049807,0.4914993448,11,3389
0.1732175231,0.5374480093,11,3390
0.1409837005,0.5634365808,11,3391
0.4447700708,0.0684445459,12,3670
0.5465006432,0.2099941825,12,3671
0.5147136871,0.1077655809,12,3672
0.4822123815,0.1611606779,12,3673
0.5191207877,0.133385528,12,3674
0.5199104993,0.1067477858,12,3675
0.5000668707,0.0798458084,12,3676
0.509281235,0.1554040462,12,3677
0.5264967371,0.10568867,12,3678
0.4911635085,0.1173171965,12,3679
0.5337909557,0.145256542,12,3680
0.5023107558,0.1507663366,12,3681
0.4924786332,0.1607202858,12,3682
0.4774581899,0.1115877495,12,3683
0.4778668444,0.0553784926,12,3684
0.5913602996,0.1482762183,12,3685
0.5258322754,0.1070489923,12,3686
0.4772607619,0.1503052842,12,3687
0.4934031478,0.0788377998,12,3688
0.5198075396,0.1476781549,12,3689
0.4892730831,0.1050590723,12,3690
0.5341178793,0.0788965187,12,3691
0.5183109086,0.1268024814,12,3692
0.5260657923,0.132768979,12,3693
0.4983919178,0.1323786067,12,3694
0.5069131614,0.0812148298,12,3695
0.5247103329,0.095917402,12,3696
0.5317540515,0.136572662,12,3697
0.5086146504,0.1682210877,12,3698
0.5200399951,0.1063226171,12,3699
0.5150979285,0.0986869791,12,3700
0.5040387808,0.1365650503,12,3701
